Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps
53	-121	-5.5	22	2691	53	-121	-5.5	22	2691	53	-121	-5.5	22	2691	53	-121	-5.5	22	2691	53	-121	-5.5	22	2691	53	-121	-5.5	22	2691	53	-121	-5.5	22	2691	53	-121	-5.5	22	2691	53	-121	-5.5	22	2691	53	-121	-5.5	22	2691	53	-121	-5.5	22	2691	53	-121	-5.5	22	2691	53	-121	-5.5	22	2691
54	-13	-1.0	13	2704	54	-13	-1.0	13	2704	54	-13	-1.0	13	2704	54	-13	-1.0	13	2704	54	-13	-1.0	13	2704	54	-13	-1.0	13	2704	54	-13	-1.0	13	2704	54	-13	-1.0	13	2704	54	-13	-1.0	13	2704	54	-13	-1.0	13	2704	54	-13	-1.0	13	2704	54	-13	-1.0	13	2704	54	-13	-1.0	13	2704
55	-16	-1.0	16	2720	55	-16	-1.0	16	2720	55	-16	-1.0	16	2720	55	-16	-1.0	16	2720	55	-16	-1.0	16	2720	55	-16	-1.0	16	2720	55	-16	-1.0	16	2720	55	-16	-1.0	16	2720	55	-16	-1.0	16	2720	55	-16	-1.0	16	2720	55	-16	-1.0	16	2720	55	-16	-1.0	16	2720	55	-16	-1.0	16	2720
56	-121	-5.5	22	2742	56	-121	-5.5	22	2742	56	-121	-5.5	22	2742	56	-121	-5.5	22	2742	56	-121	-5.5	22	2742	56	-121	-5.5	22	2742	56	-121	-5.5	22	2742	56	-121	-5.5	22	2742	56	-121	-5.5	22	2742	56	-121	-5.5	22	2742	56	-121	-5.5	22	2742	56	-121	-5.5	22	2742	56	-121	-5.5	22	2742
57	-16	-1.0	16	2758	57	-16	-1.0	16	2758	57	-16	-1.0	16	2758	57	-16	-1.0	16	2758	57	-16	-1.0	16	2758	57	-16	-1.0	16	2758	57	-16	-1.0	16	2758	57	-16	-1.0	16	2758	57	-16	-1.0	16	2758	57	-16	-1.0	16	2758	57	-16	-1.0	16	2758	57	-16	-1.0	16	2758	57	-16	-1.0	16	2758
58	-117	-6.5	18	2776	58	-117	-6.5	18	2776	58	-117	-6.5	18	2776	58	-117	-6.5	18	2776	58	-117	-6.5	18	2776	58	-117	-6.5	18	2776	58	-117	-6.5	18	2776	58	-117	-6.5	18	2776	58	-117	-6.5	18	2776	58	-117	-6.5	18	2776	58	-117	-6.5	18	2776	58	-117	-6.5	18	2776	58	-117	-6.5	18	2776
59	-18	-1.0	18	2794	59	-18	-1.0	18	2794	59	-18	-1.0	18	2794	59	-18	-1.0	18	2794	59	-18	-1.0	18	2794	59	-18	-1.0	18	2794	59	-18	-1.0	18	2794	59	-18	-1.0	18	2794	59	-18	-1.0	18	2794	59	-18	-1.0	18	2794	59	-18	-1.0	18	2794	59	-18	-1.0	18	2794	59	-18	-1.0	18	2794
60	-13	-1.0	13	2807	60	-13	-1.0	13	2807	60	-13	-1.0	13	2807	60	-13	-1.0	13	2807	60	-13	-1.0	13	2807	60	-13	-1.0	13	2807	60	-13	-1.0	13	2807	60	-13	-1.0	13	2807	60	-13	-1.0	13	2807	60	-13	-1.0	13	2807	60	-13	-1.0	13	2807	60	-13	-1.0	13	2807	60	-13	-1.0	13	2807
61	-120	-5.714285714285714	21	2828	61	-120	-5.714285714285714	21	2828	61	-120	-5.714285714285714	21	2828	61	-120	-5.714285714285714	21	2828	61	-120	-5.714285714285714	21	2828	61	-120	-5.714285714285714	21	2828	61	-120	-5.714285714285714	21	2828	61	-120	-5.714285714285714	21	2828	61	-120	-5.714285714285714	21	2828	61	-120	-5.714285714285714	21	2828	61	-120	-5.714285714285714	21	2828	61	-120	-5.714285714285714	21	2828	61	-120	-5.714285714285714	21	2828
62	-15	-1.0	15	2843	62	-15	-1.0	15	2843	62	-15	-1.0	15	2843	62	-15	-1.0	15	2843	62	-15	-1.0	15	2843	62	-15	-1.0	15	2843	62	-15	-1.0	15	2843	62	-15	-1.0	15	2843	62	-15	-1.0	15	2843	62	-15	-1.0	15	2843	62	-15	-1.0	15	2843	62	-15	-1.0	15	2843	62	-15	-1.0	15	2843
63	-13	-1.0	13	2856	63	-13	-1.0	13	2856	63	-13	-1.0	13	2856	63	-13	-1.0	13	2856	63	-13	-1.0	13	2856	63	-13	-1.0	13	2856	63	-13	-1.0	13	2856	63	-13	-1.0	13	2856	63	-13	-1.0	13	2856	63	-13	-1.0	13	2856	63	-13	-1.0	13	2856	63	-13	-1.0	13	2856	63	-13	-1.0	13	2856
64	-124	-4.96	25	2881	64	-124	-4.96	25	2881	64	-124	-4.96	25	2881	64	-124	-4.96	25	2881	64	-124	-4.96	25	2881	64	-124	-4.96	25	2881	64	-124	-4.96	25	2881	64	-124	-4.96	25	2881	64	-124	-4.96	25	2881	64	-124	-4.96	25	2881	64	-124	-4.96	25	2881	64	-124	-4.96	25	2881	64	-124	-4.96	25	2881
65	-13	-1.0	13	2894	65	-13	-1.0	13	2894	65	-13	-1.0	13	2894	65	-13	-1.0	13	2894	65	-13	-1.0	13	2894	65	-13	-1.0	13	2894	65	-13	-1.0	13	2894	65	-13	-1.0	13	2894	65	-13	-1.0	13	2894	65	-13	-1.0	13	2894	65	-13	-1.0	13	2894	65	-13	-1.0	13	2894	65	-13	-1.0	13	2894
66	-15	-1.0	15	2909	66	-15	-1.0	15	2909	66	-15	-1.0	15	2909	66	-15	-1.0	15	2909	66	-15	-1.0	15	2909	66	-15	-1.0	15	2909	66	-15	-1.0	15	2909	66	-15	-1.0	15	2909	66	-15	-1.0	15	2909	66	-15	-1.0	15	2909	66	-15	-1.0	15	2909	66	-15	-1.0	15	2909	66	-15	-1.0	15	2909
67	-15	-1.0	15	2924	67	-15	-1.0	15	2924	67	-15	-1.0	15	2924	67	-15	-1.0	15	2924	67	-15	-1.0	15	2924	67	-15	-1.0	15	2924	67	-15	-1.0	15	2924	67	-15	-1.0	15	2924	67	-15	-1.0	15	2924	67	-15	-1.0	15	2924	67	-15	-1.0	15	2924	67	-15	-1.0	15	2924	67	-15	-1.0	15	2924
68	-15	-1.0	15	2939	68	-15	-1.0	15	2939	68	-15	-1.0	15	2939	68	-15	-1.0	15	2939	68	-15	-1.0	15	2939	68	-15	-1.0	15	2939	68	-15	-1.0	15	2939	68	-15	-1.0	15	2939	68	-15	-1.0	15	2939	68	-15	-1.0	15	2939	68	-15	-1.0	15	2939	68	-15	-1.0	15	2939	68	-15	-1.0	15	2939
69	-17	-1.0	17	2956	69	-17	-1.0	17	2956	69	-17	-1.0	17	2956	69	-17	-1.0	17	2956	69	-17	-1.0	17	2956	69	-17	-1.0	17	2956	69	-17	-1.0	17	2956	69	-17	-1.0	17	2956	69	-17	-1.0	17	2956	69	-17	-1.0	17	2956	69	-17	-1.0	17	2956	69	-17	-1.0	17	2956	69	-17	-1.0	17	2956
70	-220	-10.0	22	2978	70	-220	-10.0	22	2978	70	-220	-10.0	22	2978	70	-220	-10.0	22	2978	70	-220	-10.0	22	2978	70	-220	-10.0	22	2978	70	-220	-10.0	22	2978	70	-220	-10.0	22	2978	70	-220	-10.0	22	2978	70	-220	-10.0	22	2978	70	-220	-10.0	22	2978	70	-220	-10.0	22	2978	70	-220	-10.0	22	2978
71	-356	-6.033898305084746	59	3037	71	-356	-6.033898305084746	59	3037	71	-356	-6.033898305084746	59	3037	71	-356	-6.033898305084746	59	3037	71	-356	-6.033898305084746	59	3037	71	-356	-6.033898305084746	59	3037	71	-356	-6.033898305084746	59	3037	71	-356	-6.033898305084746	59	3037	71	-356	-6.033898305084746	59	3037	71	-356	-6.033898305084746	59	3037	71	-356	-6.033898305084746	59	3037	71	-356	-6.033898305084746	59	3037	71	-356	-6.033898305084746	59	3037
72	-16	-1.0	16	3053	72	-16	-1.0	16	3053	72	-16	-1.0	16	3053	72	-16	-1.0	16	3053	72	-16	-1.0	16	3053	72	-16	-1.0	16	3053	72	-16	-1.0	16	3053	72	-16	-1.0	16	3053	72	-16	-1.0	16	3053	72	-16	-1.0	16	3053	72	-16	-1.0	16	3053	72	-16	-1.0	16	3053	72	-16	-1.0	16	3053
73	-18	-1.0	18	3071	73	-18	-1.0	18	3071	73	-18	-1.0	18	3071	73	-18	-1.0	18	3071	73	-18	-1.0	18	3071	73	-18	-1.0	18	3071	73	-18	-1.0	18	3071	73	-18	-1.0	18	3071	73	-18	-1.0	18	3071	73	-18	-1.0	18	3071	73	-18	-1.0	18	3071	73	-18	-1.0	18	3071	73	-18	-1.0	18	3071
74	-13	-1.0	13	3084	74	-13	-1.0	13	3084	74	-13	-1.0	13	3084	74	-13	-1.0	13	3084	74	-13	-1.0	13	3084	74	-13	-1.0	13	3084	74	-13	-1.0	13	3084	74	-13	-1.0	13	3084	74	-13	-1.0	13	3084	74	-13	-1.0	13	3084	74	-13	-1.0	13	3084	74	-13	-1.0	13	3084	74	-13	-1.0	13	3084
75	-13	-1.0	13	3097	75	-13	-1.0	13	3097	75	-13	-1.0	13	3097	75	-13	-1.0	13	3097	75	-13	-1.0	13	3097	75	-13	-1.0	13	3097	75	-13	-1.0	13	3097	75	-13	-1.0	13	3097	75	-13	-1.0	13	3097	75	-13	-1.0	13	3097	75	-13	-1.0	13	3097	75	-13	-1.0	13	3097	75	-13	-1.0	13	3097
76	-15	-1.0	15	3112	76	-15	-1.0	15	3112	76	-15	-1.0	15	3112	76	-15	-1.0	15	3112	76	-15	-1.0	15	3112	76	-15	-1.0	15	3112	76	-15	-1.0	15	3112	76	-15	-1.0	15	3112	76	-15	-1.0	15	3112	76	-15	-1.0	15	3112	76	-15	-1.0	15	3112	76	-15	-1.0	15	3112	76	-15	-1.0	15	3112
77	-17	-1.0	17	3129	77	-17	-1.0	17	3129	77	-17	-1.0	17	3129	77	-17	-1.0	17	3129	77	-17	-1.0	17	3129	77	-17	-1.0	17	3129	77	-17	-1.0	17	3129	77	-17	-1.0	17	3129	77	-17	-1.0	17	3129	77	-17	-1.0	17	3129	77	-17	-1.0	17	3129	77	-17	-1.0	17	3129	77	-17	-1.0	17	3129
78	-13	-1.0	13	3142	78	-13	-1.0	13	3142	78	-13	-1.0	13	3142	78	-13	-1.0	13	3142	78	-13	-1.0	13	3142	78	-13	-1.0	13	3142	78	-13	-1.0	13	3142	78	-13	-1.0	13	3142	78	-13	-1.0	13	3142	78	-13	-1.0	13	3142	78	-13	-1.0	13	3142	78	-13	-1.0	13	3142	78	-13	-1.0	13	3142
79	-120	-5.714285714285714	21	3163	79	-120	-5.714285714285714	21	3163	79	-120	-5.714285714285714	21	3163	79	-120	-5.714285714285714	21	3163	79	-120	-5.714285714285714	21	3163	79	-120	-5.714285714285714	21	3163	79	-120	-5.714285714285714	21	3163	79	-120	-5.714285714285714	21	3163	79	-120	-5.714285714285714	21	3163	79	-120	-5.714285714285714	21	3163	79	-120	-5.714285714285714	21	3163	79	-120	-5.714285714285714	21	3163	79	-120	-5.714285714285714	21	3163
80	-13	-1.0	13	3176	80	-13	-1.0	13	3176	80	-13	-1.0	13	3176	80	-13	-1.0	13	3176	80	-13	-1.0	13	3176	80	-13	-1.0	13	3176	80	-13	-1.0	13	3176	80	-13	-1.0	13	3176	80	-13	-1.0	13	3176	80	-13	-1.0	13	3176	80	-13	-1.0	13	3176	80	-13	-1.0	13	3176	80	-13	-1.0	13	3176
81	-13	-1.0	13	3189	81	-13	-1.0	13	3189	81	-13	-1.0	13	3189	81	-13	-1.0	13	3189	81	-13	-1.0	13	3189	81	-13	-1.0	13	3189	81	-13	-1.0	13	3189	81	-13	-1.0	13	3189	81	-13	-1.0	13	3189	81	-13	-1.0	13	3189	81	-13	-1.0	13	3189	81	-13	-1.0	13	3189	81	-13	-1.0	13	3189
82	-13	-1.0	13	3202	82	-13	-1.0	13	3202	82	-13	-1.0	13	3202	82	-13	-1.0	13	3202	82	-13	-1.0	13	3202	82	-13	-1.0	13	3202	82	-13	-1.0	13	3202	82	-13	-1.0	13	3202	82	-13	-1.0	13	3202	82	-13	-1.0	13	3202	82	-13	-1.0	13	3202	82	-13	-1.0	13	3202	82	-13	-1.0	13	3202
83	-13	-1.0	13	3215	83	-13	-1.0	13	3215	83	-13	-1.0	13	3215	83	-13	-1.0	13	3215	83	-13	-1.0	13	3215	83	-13	-1.0	13	3215	83	-13	-1.0	13	3215	83	-13	-1.0	13	3215	83	-13	-1.0	13	3215	83	-13	-1.0	13	3215	83	-13	-1.0	13	3215	83	-13	-1.0	13	3215	83	-13	-1.0	13	3215
84	-13	-1.0	13	3228	84	-13	-1.0	13	3228	84	-13	-1.0	13	3228	84	-13	-1.0	13	3228	84	-13	-1.0	13	3228	84	-13	-1.0	13	3228	84	-13	-1.0	13	3228	84	-13	-1.0	13	3228	84	-13	-1.0	13	3228	84	-13	-1.0	13	3228	84	-13	-1.0	13	3228	84	-13	-1.0	13	3228	84	-13	-1.0	13	3228
85	-15	-1.0	15	3243	85	-15	-1.0	15	3243	85	-15	-1.0	15	3243	85	-15	-1.0	15	3243	85	-15	-1.0	15	3243	85	-15	-1.0	15	3243	85	-15	-1.0	15	3243	85	-15	-1.0	15	3243	85	-15	-1.0	15	3243	85	-15	-1.0	15	3243	85	-15	-1.0	15	3243	85	-15	-1.0	15	3243	85	-15	-1.0	15	3243
86	-15	-1.0	15	3258	86	-15	-1.0	15	3258	86	-15	-1.0	15	3258	86	-15	-1.0	15	3258	86	-15	-1.0	15	3258	86	-15	-1.0	15	3258	86	-15	-1.0	15	3258	86	-15	-1.0	15	3258	86	-15	-1.0	15	3258	86	-15	-1.0	15	3258	86	-15	-1.0	15	3258	86	-15	-1.0	15	3258	86	-15	-1.0	15	3258
87	-15	-1.0	15	3273	87	-15	-1.0	15	3273	87	-15	-1.0	15	3273	87	-15	-1.0	15	3273	87	-15	-1.0	15	3273	87	-15	-1.0	15	3273	87	-15	-1.0	15	3273	87	-15	-1.0	15	3273	87	-15	-1.0	15	3273	87	-15	-1.0	15	3273	87	-15	-1.0	15	3273	87	-15	-1.0	15	3273	87	-15	-1.0	15	3273
88	-115	-7.1875	16	3289	88	-115	-7.1875	16	3289	88	-115	-7.1875	16	3289	88	-115	-7.1875	16	3289	88	-115	-7.1875	16	3289	88	-115	-7.1875	16	3289	88	-115	-7.1875	16	3289	88	-115	-7.1875	16	3289	88	-115	-7.1875	16	3289	88	-115	-7.1875	16	3289	88	-115	-7.1875	16	3289	88	-115	-7.1875	16	3289	88	-115	-7.1875	16	3289
89	-19	-1.0	19	3308	89	-19	-1.0	19	3308	89	-19	-1.0	19	3308	89	-19	-1.0	19	3308	89	-19	-1.0	19	3308	89	-19	-1.0	19	3308	89	-19	-1.0	19	3308	89	-19	-1.0	19	3308	89	-19	-1.0	19	3308	89	-19	-1.0	19	3308	89	-19	-1.0	19	3308	89	-19	-1.0	19	3308	89	-19	-1.0	19	3308
90	-123	-5.125	24	3332	90	-123	-5.125	24	3332	90	-123	-5.125	24	3332	90	-123	-5.125	24	3332	90	-123	-5.125	24	3332	90	-123	-5.125	24	3332	90	-123	-5.125	24	3332	90	-123	-5.125	24	3332	90	-123	-5.125	24	3332	90	-123	-5.125	24	3332	90	-123	-5.125	24	3332	90	-123	-5.125	24	3332	90	-123	-5.125	24	3332
91	-123	-5.125	24	3356	91	-123	-5.125	24	3356	91	-123	-5.125	24	3356	91	-123	-5.125	24	3356	91	-123	-5.125	24	3356	91	-123	-5.125	24	3356	91	-123	-5.125	24	3356	91	-123	-5.125	24	3356	91	-123	-5.125	24	3356	91	-123	-5.125	24	3356	91	-123	-5.125	24	3356	91	-123	-5.125	24	3356	91	-123	-5.125	24	3356
92	-15	-1.0	15	3371	92	-15	-1.0	15	3371	92	-15	-1.0	15	3371	92	-15	-1.0	15	3371	92	-15	-1.0	15	3371	92	-15	-1.0	15	3371	92	-15	-1.0	15	3371	92	-15	-1.0	15	3371	92	-15	-1.0	15	3371	92	-15	-1.0	15	3371	92	-15	-1.0	15	3371	92	-15	-1.0	15	3371	92	-15	-1.0	15	3371
93	-225	-8.333333333333334	27	3398	93	-225	-8.333333333333334	27	3398	93	-225	-8.333333333333334	27	3398	93	-225	-8.333333333333334	27	3398	93	-225	-8.333333333333334	27	3398	93	-225	-8.333333333333334	27	3398	93	-225	-8.333333333333334	27	3398	93	-225	-8.333333333333334	27	3398	93	-225	-8.333333333333334	27	3398	93	-225	-8.333333333333334	27	3398	93	-225	-8.333333333333334	27	3398	93	-225	-8.333333333333334	27	3398	93	-225	-8.333333333333334	27	3398
94	-13	-1.0	13	3411	94	-13	-1.0	13	3411	94	-13	-1.0	13	3411	94	-13	-1.0	13	3411	94	-13	-1.0	13	3411	94	-13	-1.0	13	3411	94	-13	-1.0	13	3411	94	-13	-1.0	13	3411	94	-13	-1.0	13	3411	94	-13	-1.0	13	3411	94	-13	-1.0	13	3411	94	-13	-1.0	13	3411	94	-13	-1.0	13	3411
95	-14	-1.0	14	3425	95	-14	-1.0	14	3425	95	-14	-1.0	14	3425	95	-14	-1.0	14	3425	95	-14	-1.0	14	3425	95	-14	-1.0	14	3425	95	-14	-1.0	14	3425	95	-14	-1.0	14	3425	95	-14	-1.0	14	3425	95	-14	-1.0	14	3425	95	-14	-1.0	14	3425	95	-14	-1.0	14	3425	95	-14	-1.0	14	3425
96	-15	-1.0	15	3440	96	-15	-1.0	15	3440	96	-15	-1.0	15	3440	96	-15	-1.0	15	3440	96	-15	-1.0	15	3440	96	-15	-1.0	15	3440	96	-15	-1.0	15	3440	96	-15	-1.0	15	3440	96	-15	-1.0	15	3440	96	-15	-1.0	15	3440	96	-15	-1.0	15	3440	96	-15	-1.0	15	3440	96	-15	-1.0	15	3440
97	-13	-1.0	13	3453	97	-13	-1.0	13	3453	97	-13	-1.0	13	3453	97	-13	-1.0	13	3453	97	-13	-1.0	13	3453	97	-13	-1.0	13	3453	97	-13	-1.0	13	3453	97	-13	-1.0	13	3453	97	-13	-1.0	13	3453	97	-13	-1.0	13	3453	97	-13	-1.0	13	3453	97	-13	-1.0	13	3453	97	-13	-1.0	13	3453
98	-25	-1.0	25	3478	98	-25	-1.0	25	3478	98	-25	-1.0	25	3478	98	-25	-1.0	25	3478	98	-25	-1.0	25	3478	98	-25	-1.0	25	3478	98	-25	-1.0	25	3478	98	-25	-1.0	25	3478	98	-25	-1.0	25	3478	98	-25	-1.0	25	3478	98	-25	-1.0	25	3478	98	-25	-1.0	25	3478	98	-25	-1.0	25	3478
99	-13	-1.0	13	3491	99	-13	-1.0	13	3491	99	-13	-1.0	13	3491	99	-13	-1.0	13	3491	99	-13	-1.0	13	3491	99	-13	-1.0	13	3491	99	-13	-1.0	13	3491	99	-13	-1.0	13	3491	99	-13	-1.0	13	3491	99	-13	-1.0	13	3491	99	-13	-1.0	13	3491	99	-13	-1.0	13	3491	99	-13	-1.0	13	3491
100	-122	-5.304347826086956	23	3514	100	-122	-5.304347826086956	23	3514	100	-122	-5.304347826086956	23	3514	100	-122	-5.304347826086956	23	3514	100	-122	-5.304347826086956	23	3514	100	-122	-5.304347826086956	23	3514	100	-122	-5.304347826086956	23	3514	100	-122	-5.304347826086956	23	3514	100	-122	-5.304347826086956	23	3514	100	-122	-5.304347826086956	23	3514	100	-122	-5.304347826086956	23	3514	100	-122	-5.304347826086956	23	3514	100	-122	-5.304347826086956	23	3514
101	-126	-4.666666666666667	27	3541	101	-126	-4.666666666666667	27	3541	101	-126	-4.666666666666667	27	3541	101	-126	-4.666666666666667	27	3541	101	-126	-4.666666666666667	27	3541	101	-126	-4.666666666666667	27	3541	101	-126	-4.666666666666667	27	3541	101	-126	-4.666666666666667	27	3541	101	-126	-4.666666666666667	27	3541	101	-126	-4.666666666666667	27	3541	101	-126	-4.666666666666667	27	3541	101	-126	-4.666666666666667	27	3541	101	-126	-4.666666666666667	27	3541
102	-21	-1.0	21	3562	102	-21	-1.0	21	3562	102	-21	-1.0	21	3562	102	-21	-1.0	21	3562	102	-21	-1.0	21	3562	102	-21	-1.0	21	3562	102	-21	-1.0	21	3562	102	-21	-1.0	21	3562	102	-21	-1.0	21	3562	102	-21	-1.0	21	3562	102	-21	-1.0	21	3562	102	-21	-1.0	21	3562	102	-21	-1.0	21	3562
103	-15	-1.0	15	3577	103	-15	-1.0	15	3577	103	-15	-1.0	15	3577	103	-15	-1.0	15	3577	103	-15	-1.0	15	3577	103	-15	-1.0	15	3577	103	-15	-1.0	15	3577	103	-15	-1.0	15	3577	103	-15	-1.0	15	3577	103	-15	-1.0	15	3577	103	-15	-1.0	15	3577	103	-15	-1.0	15	3577	103	-15	-1.0	15	3577
104	-13	-1.0	13	3590	104	-13	-1.0	13	3590	104	-13	-1.0	13	3590	104	-13	-1.0	13	3590	104	-13	-1.0	13	3590	104	-13	-1.0	13	3590	104	-13	-1.0	13	3590	104	-13	-1.0	13	3590	104	-13	-1.0	13	3590	104	-13	-1.0	13	3590	104	-13	-1.0	13	3590	104	-13	-1.0	13	3590	104	-13	-1.0	13	3590
105	-13	-1.0	13	3603	105	-13	-1.0	13	3603	105	-13	-1.0	13	3603	105	-13	-1.0	13	3603	105	-13	-1.0	13	3603	105	-13	-1.0	13	3603	105	-13	-1.0	13	3603	105	-13	-1.0	13	3603	105	-13	-1.0	13	3603	105	-13	-1.0	13	3603	105	-13	-1.0	13	3603	105	-13	-1.0	13	3603	105	-13	-1.0	13	3603
106	-122	-5.304347826086956	23	3626	106	-122	-5.304347826086956	23	3626	106	-122	-5.304347826086956	23	3626	106	-122	-5.304347826086956	23	3626	106	-122	-5.304347826086956	23	3626	106	-122	-5.304347826086956	23	3626	106	-122	-5.304347826086956	23	3626	106	-122	-5.304347826086956	23	3626	106	-122	-5.304347826086956	23	3626	106	-122	-5.304347826086956	23	3626	106	-122	-5.304347826086956	23	3626	106	-122	-5.304347826086956	23	3626	106	-122	-5.304347826086956	23	3626
107	-113	-8.071428571428571	14	3640	107	-113	-8.071428571428571	14	3640	107	-113	-8.071428571428571	14	3640	107	-113	-8.071428571428571	14	3640	107	-113	-8.071428571428571	14	3640	107	-113	-8.071428571428571	14	3640	107	-113	-8.071428571428571	14	3640	107	-113	-8.071428571428571	14	3640	107	-113	-8.071428571428571	14	3640	107	-113	-8.071428571428571	14	3640	107	-113	-8.071428571428571	14	3640	107	-113	-8.071428571428571	14	3640	107	-113	-8.071428571428571	14	3640
108	-117	-6.5	18	3658	108	-117	-6.5	18	3658	108	-117	-6.5	18	3658	108	-117	-6.5	18	3658	108	-117	-6.5	18	3658	108	-117	-6.5	18	3658	108	-117	-6.5	18	3658	108	-117	-6.5	18	3658	108	-117	-6.5	18	3658	108	-117	-6.5	18	3658	108	-117	-6.5	18	3658	108	-117	-6.5	18	3658	108	-117	-6.5	18	3658
109	-15	-1.0	15	3673	109	-15	-1.0	15	3673	109	-15	-1.0	15	3673	109	-15	-1.0	15	3673	109	-15	-1.0	15	3673	109	-15	-1.0	15	3673	109	-15	-1.0	15	3673	109	-15	-1.0	15	3673	109	-15	-1.0	15	3673	109	-15	-1.0	15	3673	109	-15	-1.0	15	3673	109	-15	-1.0	15	3673	109	-15	-1.0	15	3673
110	-13	-1.0	13	3686	110	-13	-1.0	13	3686	110	-13	-1.0	13	3686	110	-13	-1.0	13	3686	110	-13	-1.0	13	3686	110	-13	-1.0	13	3686	110	-13	-1.0	13	3686	110	-13	-1.0	13	3686	110	-13	-1.0	13	3686	110	-13	-1.0	13	3686	110	-13	-1.0	13	3686	110	-13	-1.0	13	3686	110	-13	-1.0	13	3686
111	-20	-1.0	20	3706	111	-20	-1.0	20	3706	111	-20	-1.0	20	3706	111	-20	-1.0	20	3706	111	-20	-1.0	20	3706	111	-20	-1.0	20	3706	111	-20	-1.0	20	3706	111	-20	-1.0	20	3706	111	-20	-1.0	20	3706	111	-20	-1.0	20	3706	111	-20	-1.0	20	3706	111	-20	-1.0	20	3706	111	-20	-1.0	20	3706
112	-13	-1.0	13	3719	112	-13	-1.0	13	3719	112	-13	-1.0	13	3719	112	-13	-1.0	13	3719	112	-13	-1.0	13	3719	112	-13	-1.0	13	3719	112	-13	-1.0	13	3719	112	-13	-1.0	13	3719	112	-13	-1.0	13	3719	112	-13	-1.0	13	3719	112	-13	-1.0	13	3719	112	-13	-1.0	13	3719	112	-13	-1.0	13	3719
113	-15	-1.0	15	3734	113	-15	-1.0	15	3734	113	-15	-1.0	15	3734	113	-15	-1.0	15	3734	113	-15	-1.0	15	3734	113	-15	-1.0	15	3734	113	-15	-1.0	15	3734	113	-15	-1.0	15	3734	113	-15	-1.0	15	3734	113	-15	-1.0	15	3734	113	-15	-1.0	15	3734	113	-15	-1.0	15	3734	113	-15	-1.0	15	3734
114	-126	-4.666666666666667	27	3761	114	-126	-4.666666666666667	27	3761	114	-126	-4.666666666666667	27	3761	114	-126	-4.666666666666667	27	3761	114	-126	-4.666666666666667	27	3761	114	-126	-4.666666666666667	27	3761	114	-126	-4.666666666666667	27	3761	114	-126	-4.666666666666667	27	3761	114	-126	-4.666666666666667	27	3761	114	-126	-4.666666666666667	27	3761	114	-126	-4.666666666666667	27	3761	114	-126	-4.666666666666667	27	3761	114	-126	-4.666666666666667	27	3761
115	-14	-1.0	14	3775	115	-14	-1.0	14	3775	115	-14	-1.0	14	3775	115	-14	-1.0	14	3775	115	-14	-1.0	14	3775	115	-14	-1.0	14	3775	115	-14	-1.0	14	3775	115	-14	-1.0	14	3775	115	-14	-1.0	14	3775	115	-14	-1.0	14	3775	115	-14	-1.0	14	3775	115	-14	-1.0	14	3775	115	-14	-1.0	14	3775
116	-14	-1.0	14	3789	116	-14	-1.0	14	3789	116	-14	-1.0	14	3789	116	-14	-1.0	14	3789	116	-14	-1.0	14	3789	116	-14	-1.0	14	3789	116	-14	-1.0	14	3789	116	-14	-1.0	14	3789	116	-14	-1.0	14	3789	116	-14	-1.0	14	3789	116	-14	-1.0	14	3789	116	-14	-1.0	14	3789	116	-14	-1.0	14	3789
117	-15	-1.0	15	3804	117	-15	-1.0	15	3804	117	-15	-1.0	15	3804	117	-15	-1.0	15	3804	117	-15	-1.0	15	3804	117	-15	-1.0	15	3804	117	-15	-1.0	15	3804	117	-15	-1.0	15	3804	117	-15	-1.0	15	3804	117	-15	-1.0	15	3804	117	-15	-1.0	15	3804	117	-15	-1.0	15	3804	117	-15	-1.0	15	3804
118	-13	-1.0	13	3817	118	-13	-1.0	13	3817	118	-13	-1.0	13	3817	118	-13	-1.0	13	3817	118	-13	-1.0	13	3817	118	-13	-1.0	13	3817	118	-13	-1.0	13	3817	118	-13	-1.0	13	3817	118	-13	-1.0	13	3817	118	-13	-1.0	13	3817	118	-13	-1.0	13	3817	118	-13	-1.0	13	3817	118	-13	-1.0	13	3817
119	-13	-1.0	13	3830	119	-13	-1.0	13	3830	119	-13	-1.0	13	3830	119	-13	-1.0	13	3830	119	-13	-1.0	13	3830	119	-13	-1.0	13	3830	119	-13	-1.0	13	3830	119	-13	-1.0	13	3830	119	-13	-1.0	13	3830	119	-13	-1.0	13	3830	119	-13	-1.0	13	3830	119	-13	-1.0	13	3830	119	-13	-1.0	13	3830
