Episode	Accumulated Reward	Average Reward	Length	Steps
805	-52	-0.3333333333333333	156	23589
806	-100	-50.0	2	23591
807	69	1.9714285714285715	35	23626
808	-100	-50.0	2	23628
809	-100	-50.0	2	23630
810	-100	-50.0	2	23632
811	149	0.9490445859872612	157	23789
812	-131	-3.9696969696969697	33	23822
813	-100	-50.0	2	23824
814	-100	-50.0	2	23826
815	-100	-50.0	2	23828
816	-127	-4.379310344827586	29	23857
817	-131	-3.9696969696969697	33	23890
818	-100	-50.0	2	23892
819	-153	-0.9807692307692307	156	24048
820	-112	-8.0	14	24062
821	-107	-11.88888888888889	9	24071
822	-43	-0.2925170068027211	147	24218
823	-100	-50.0	2	24220
824	-28	-0.12017167381974249	233	24453
825	-108	-10.8	10	24463
826	-106	-13.25	8	24471
827	-100	-50.0	2	24473
828	44	0.7333333333333333	60	24533
829	-178	-2.225	80	24613
830	39	0.6	65	24678
831	-102	-0.9714285714285714	105	24783
832	-105	-15.0	7	24790
833	-108	-10.8	10	24800
834	-133	-3.8	35	24835
835	-48	-0.3157894736842105	152	24987
836	-100	-50.0	2	24989
837	-52	-0.9454545454545454	55	25044
838	-141	-3.2790697674418605	43	25087
839	-100	-50.0	2	25089
840	-125	-4.62962962962963	27	25116
841	-30	-0.22388059701492538	134	25250
842	-100	-50.0	2	25252
843	-82	-0.9647058823529412	85	25337
844	-117	-0.975	120	25457
845	-99	-0.9705882352941176	102	25559
846	-101	-33.666666666666664	3	25562
847	-48	-0.9411764705882353	51	25613
848	29	0.38666666666666666	75	25688
849	-123	-4.92	25	25713
850	-16	-0.8421052631578947	19	25732
851	-103	-20.6	5	25737
852	-19	-0.8636363636363636	22	25759
853	-171	-2.3424657534246576	73	25832
854	-77	-0.9625	80	25912
855	-100	-50.0	2	25914
856	-100	-50.0	2	25916
857	-233	-1.7259259259259259	135	26051
858	-100	-50.0	2	26053
859	-114	-7.125	16	26069
860	-27	-0.9	30	26099
861	-100	-50.0	2	26101
862	-49	-0.9423076923076923	52	26153
863	-59	-0.9516129032258065	62	26215
864	-100	-50.0	2	26217
865	-30	-0.9090909090909091	33	26250
866	-142	-0.9793103448275862	145	26395
867	-6	-0.6666666666666666	9	26404
868	-100	-50.0	2	26406
869	30	0.40540540540540543	74	26480
870	-149	-0.9802631578947368	152	26632
871	-41	-0.9318181818181818	44	26676
872	-112	-8.0	14	26690
873	-51	-0.32903225806451614	155	26845
874	-113	-7.533333333333333	15	26860
875	-193	-2.031578947368421	95	26955
876	-100	-50.0	2	26957
877	-107	-11.88888888888889	9	26966
878	-133	-3.8	35	27001
879	-153	-2.7818181818181817	55	27056
880	-140	-3.3333333333333335	42	27098
881	-136	-3.5789473684210527	38	27136
882	-152	-2.814814814814815	54	27190
883	-106	-13.25	8	27198
884	-100	-50.0	2	27200
885	-100	-50.0	2	27202
886	106	1.0707070707070707	99	27301
887	-116	-6.444444444444445	18	27319
888	-156	-2.689655172413793	58	27377
889	-80	-0.963855421686747	83	27460
890	-53	-0.9464285714285714	56	27516
891	-100	-50.0	2	27518
892	-100	-50.0	2	27520
893	-89	-0.967391304347826	92	27612
894	-8	-0.07142857142857142	112	27724
895	-106	-13.25	8	27732
896	-100	-50.0	2	27734
897	-54	-0.34177215189873417	158	27892
898	-78	-0.42857142857142855	182	28074
899	-139	-3.3902439024390243	41	28115
900	-128	-0.9770992366412213	131	28246
901	-123	-4.92	25	28271
902	-131	-3.9696969696969697	33	28304
903	-100	-50.0	2	28306
904	45	0.7627118644067796	59	28365
905	-85	-0.9659090909090909	88	28453
906	-100	-50.0	2	28455
907	29	0.38666666666666666	75	28530
908	-38	-0.2676056338028169	142	28672
909	-101	-33.666666666666664	3	28675
910	-71	-0.9594594594594594	74	28749
911	-100	-50.0	2	28751
912	-118	-5.9	20	28771
913	-100	-50.0	2	28773
914	-117	-6.157894736842105	19	28792
915	59	1.3111111111111111	45	28837
916	48	0.8571428571428571	56	28893
917	-105	-15.0	7	28900
918	-100	-50.0	2	28902
919	-111	-8.538461538461538	13	28915
920	-180	-2.1951219512195124	82	28997
921	-41	-0.9318181818181818	44	29041
922	-113	-7.533333333333333	15	29056
923	24	0.3	80	29136
924	-21	-0.168	125	29261
925	-184	-2.13953488372093	86	29347
926	-100	-50.0	2	29349
927	-102	-25.5	4	29353
928	-109	-9.909090909090908	11	29364
929	-63	-0.9545454545454546	66	29430
930	-149	-2.9215686274509802	51	29481
931	-130	-4.0625	32	29513
932	-47	-0.94	50	29563
933	98	0.9158878504672897	107	29670
934	-183	-2.152941176470588	85	29755
935	-8	-0.07142857142857142	112	29867
936	-13	-0.8125	16	29883
937	-106	-13.25	8	29891
938	65	1.6666666666666667	39	29930
939	12	0.13043478260869565	92	30022
940	-107	-11.88888888888889	9	30031
941	-103	-0.9716981132075472	106	30137
942	-100	-50.0	2	30139
943	-145	-3.0851063829787235	47	30186
944	27	0.35064935064935066	77	30263
945	-147	-3.0	49	30312
946	-186	-2.1136363636363638	88	30400
947	-112	-8.0	14	30414
948	-137	-3.5128205128205128	39	30453
949	-100	-50.0	2	30455
950	-114	-7.125	16	30471
951	-100	-50.0	2	30473
952	-100	-50.0	2	30475
953	-132	-3.8823529411764706	34	30509
954	-41	-0.9318181818181818	44	30553
955	149	2.6607142857142856	56	30609
956	-120	-5.454545454545454	22	30631
957	-100	-50.0	2	30633
958	-7	-0.7	10	30643
959	10	0.10638297872340426	94	30737
960	-100	-50.0	2	30739
961	-148	-2.96	50	30789
962	-100	-50.0	2	30791
963	-101	-33.666666666666664	3	30794
964	73	0.553030303030303	132	30926
965	-131	-3.9696969696969697	33	30959
966	-100	-50.0	2	30961
967	-60	-0.9523809523809523	63	31024
968	72	0.5413533834586466	133	31157
969	-49	-0.9423076923076923	52	31209
970	53	1.0392156862745099	51	31260
971	-155	-2.719298245614035	57	31317
972	-100	-50.0	2	31319
973	-21	-0.168	125	31444
974	-133	-3.8	35	31479
975	-88	-0.967032967032967	91	31570
976	-103	-20.6	5	31575
977	-101	-33.666666666666664	3	31578
978	-100	-50.0	2	31580
979	-25	-0.1937984496124031	129	31709
980	-134	-3.7222222222222223	36	31745
981	106	1.0707070707070707	99	31844
982	-82	-0.44086021505376344	186	32030
983	-111	-8.538461538461538	13	32043
984	-100	-50.0	2	32045
985	-166	-0.9822485207100592	169	32214
986	40	0.625	64	32278
987	-100	-50.0	2	32280
988	-110	-9.166666666666666	12	32292
989	-116	-6.444444444444445	18	32310
990	-72	-0.96	75	32385
991	-100	-50.0	2	32387
992	-122	-5.083333333333333	24	32411
993	-93	-0.96875	96	32507
994	-100	-50.0	2	32509
995	-114	-7.125	16	32525
996	80	0.64	125	32650
997	-100	-50.0	2	32652
998	-127	-4.379310344827586	29	32681
999	-59	-0.9516129032258065	62	32743
1000	-32	-0.9142857142857143	35	32778
1001	27	0.35064935064935066	77	32855
1002	-106	-13.25	8	32863
1003	-156	-2.689655172413793	58	32921
1004	-100	-50.0	2	32923
1005	-100	-50.0	2	32925
1006	-100	-50.0	2	32927
1007	66	0.4748201438848921	139	33066
1008	-43	-0.9347826086956522	46	33112
1009	-100	-50.0	2	33114
1010	-133	-3.8	35	33149
1011	-28	-0.9032258064516129	31	33180
1012	-191	-0.6474576271186441	295	33475
1013	-100	-50.0	2	33477
1014	-103	-20.6	5	33482
1015	-39	-0.9285714285714286	42	33524
1016	43	0.7049180327868853	61	33585
1017	-7	-0.06306306306306306	111	33696
1018	-13	-0.1111111111111111	117	33813
1019	-101	-33.666666666666664	3	33816
1020	-121	-5.260869565217392	23	33839
1021	-100	-50.0	2	33841
1022	32	0.4444444444444444	72	33913
1023	-106	-13.25	8	33921
1024	-100	-50.0	2	33923
1025	-177	-0.9833333333333333	180	34103
1026	-8	-0.07142857142857142	112	34215
1027	-113	-7.533333333333333	15	34230
1028	-100	-50.0	2	34232
1029	-78	-0.9629629629629629	81	34313
1030	-134	-3.7222222222222223	36	34349
1031	-60	-0.9523809523809523	63	34412
1032	-118	-5.9	20	34432
1033	-100	-50.0	2	34434
1034	-103	-20.6	5	34439
1035	-46	-0.9387755102040817	49	34488
1036	-100	-50.0	2	34490
1037	-100	-50.0	2	34492
1038	-115	-6.764705882352941	17	34509
1039	-77	-0.9625	80	34589
1040	-106	-13.25	8	34597
1041	-7	-0.06306306306306306	111	34708
1042	-103	-20.6	5	34713
1043	-86	-0.9662921348314607	89	34802
1044	-108	-10.8	10	34812
1045	-113	-7.533333333333333	15	34827
1046	-198	-1.98	100	34927
1047	-117	-6.157894736842105	19	34946
1048	-156	-2.689655172413793	58	35004
1049	-57	-0.95	60	35064
1050	17	0.19540229885057472	87	35151
1051	-132	-3.8823529411764706	34	35185
1052	-100	-50.0	2	35187
1053	-100	-50.0	2	35189
1054	-100	-50.0	2	35191
1055	-124	-4.769230769230769	26	35217
1056	-108	-10.8	10	35227
1057	-114	-7.125	16	35243
1058	-15	-0.12605042016806722	119	35362
1059	-124	-4.769230769230769	26	35388
1060	-29	-0.90625	32	35420
1061	-118	-5.9	20	35440
1062	-140	-3.3333333333333335	42	35482
1063	-100	-50.0	2	35484
1064	-118	-0.9752066115702479	121	35605
1065	0	0.0	104	35709
1066	-100	-50.0	2	35711
1067	-35	-0.9210526315789473	38	35749
1068	-100	-50.0	2	35751
1069	-124	-4.769230769230769	26	35777
1070	-11	-0.09565217391304348	115	35892
1071	205	2.0297029702970297	101	35993
1072	-100	-50.0	2	35995
1073	-1	-0.25	4	35999
1074	-138	-3.45	40	36039
1075	-100	-50.0	2	36041
1076	-116	-6.444444444444445	18	36059
1077	-100	-50.0	2	36061
1078	-100	-50.0	2	36063
1079	-72	-0.96	75	36138
1080	-117	-6.157894736842105	19	36157
1081	-112	-8.0	14	36171
1082	-100	-50.0	2	36173
1083	23	0.12637362637362637	182	36355
1084	-4	-0.037037037037037035	108	36463
1085	-69	-0.9583333333333334	72	36535
1086	41	0.25	164	36699
1087	-108	-10.8	10	36709
1088	-108	-10.8	10	36719
1089	5	0.050505050505050504	99	36818
1090	-100	-50.0	2	36820
1091	128	1.6623376623376624	77	36897
1092	-5	-0.045871559633027525	109	37006
1093	-133	-3.8	35	37041
1094	-11	-0.7857142857142857	14	37055
1095	-42	-0.9333333333333333	45	37100
1096	142	2.253968253968254	63	37163
1097	71	2.1515151515151514	33	37196
1098	-110	-9.166666666666666	12	37208
1099	-100	-50.0	2	37210
1100	-107	-11.88888888888889	9	37219
1101	202	1.9423076923076923	104	37323
1102	-100	-50.0	2	37325
1103	-191	-2.053763440860215	93	37418
1104	-102	-25.5	4	37422
1105	-115	-6.764705882352941	17	37439
1106	-100	-50.0	2	37441
1107	-35	-0.9210526315789473	38	37479
1108	-45	-0.30201342281879195	149	37628
1109	-125	-4.62962962962963	27	37655
1110	49	0.8909090909090909	55	37710
1111	-100	-50.0	2	37712
1112	-100	-50.0	2	37714
1113	-106	-13.25	8	37722
1114	-49	-0.9423076923076923	52	37774
1115	-100	-50.0	2	37776
1116	-98	-0.9702970297029703	101	37877
1117	-107	-11.88888888888889	9	37886
1118	-112	-8.0	14	37900
1119	-123	-0.9761904761904762	126	38026
1120	-111	-8.538461538461538	13	38039
1121	-100	-50.0	2	38041
1122	-66	-0.9565217391304348	69	38110
1123	-111	-8.538461538461538	13	38123
1124	-106	-13.25	8	38131
1125	-100	-50.0	2	38133
1126	-135	-3.6486486486486487	37	38170
1127	-100	-50.0	2	38172
1128	-18	-0.8571428571428571	21	38193
1129	-39	-0.9285714285714286	42	38235
1130	-116	-6.444444444444445	18	38253
1131	-100	-50.0	2	38255
1132	-8	-0.07142857142857142	112	38367
1133	-60	-0.9523809523809523	63	38430
1134	-100	-50.0	2	38432
1135	-100	-50.0	2	38434
1136	-120	-5.454545454545454	22	38456
1137	-115	-6.764705882352941	17	38473
1138	-140	-3.3333333333333335	42	38515
1139	-102	-25.5	4	38519
1140	-106	-13.25	8	38527
1141	-135	-3.6486486486486487	37	38564
1142	-100	-50.0	2	38566
1143	-118	-5.9	20	38586
1144	-100	-50.0	2	38588
1145	-100	-50.0	2	38590
1146	-150	-2.8846153846153846	52	38642
1147	-75	-0.9615384615384616	78	38720
1148	-28	-0.9032258064516129	31	38751
1149	-120	-5.454545454545454	22	38773
1150	-125	-4.62962962962963	27	38800
1151	-111	-8.538461538461538	13	38813
1152	-100	-50.0	2	38815
1153	-101	-33.666666666666664	3	38818
1154	-154	-2.75	56	38874
1155	-69	-0.9583333333333334	72	38946
1156	222	2.642857142857143	84	39030
1157	-100	-50.0	2	39032
1158	-55	-0.9482758620689655	58	39090
1159	-64	-0.9552238805970149	67	39157
1160	4	0.04	100	39257
1161	39	0.6	65	39322
1162	-84	-0.9655172413793104	87	39409
1163	-103	-20.6	5	39414
1164	-105	-15.0	7	39421
1165	-26	-0.896551724137931	29	39450
1166	-30	-0.22388059701492538	134	39584
1167	-116	-6.444444444444445	18	39602
1168	-117	-6.157894736842105	19	39621
1169	-129	-4.161290322580645	31	39652
1170	-130	-4.0625	32	39684
1171	-5	-0.045871559633027525	109	39793
1172	-108	-10.8	10	39803
1173	-211	-1.8672566371681416	113	39916
1174	-107	-11.88888888888889	9	39925
1175	129	1.6973684210526316	76	40001
1176	-28	-0.9032258064516129	31	40032
1177	-110	-9.166666666666666	12	40044
1178	-128	-4.266666666666667	30	40074
1179	-112	-8.0	14	40088
1180	-117	-6.157894736842105	19	40107
1181	-100	-50.0	2	40109
1182	-28	-0.9032258064516129	31	40140
1183	-24	-0.8888888888888888	27	40167
1184	-126	-4.5	28	40195
1185	-101	-33.666666666666664	3	40198
1186	-115	-6.764705882352941	17	40215
1187	-121	-5.260869565217392	23	40238
1188	62	1.4761904761904763	42	40280
1189	-100	-50.0	2	40282
1190	61	1.4186046511627908	43	40325
1191	-100	-50.0	2	40327
1192	-115	-6.764705882352941	17	40344
1193	-131	-3.9696969696969697	33	40377
1194	4	0.04	100	40477
1195	-147	-3.0	49	40526
1196	158	1.0675675675675675	148	40674
1197	-105	-15.0	7	40681
1198	-105	-15.0	7	40688
1199	-125	-4.62962962962963	27	40715
1200	-113	-7.533333333333333	15	40730
1201	-105	-15.0	7	40737
1202	114	1.2527472527472527	91	40828
1203	-100	-50.0	2	40830
1204	-100	-50.0	2	40832
1205	-161	-2.5555555555555554	63	40895
1206	-100	-50.0	2	40897
1207	-104	-17.333333333333332	6	40903
1208	113	1.2282608695652173	92	40995
1209	-115	-6.764705882352941	17	41012
1210	-100	-50.0	2	41014
1211	-184	-2.13953488372093	86	41100
1212	-82	-0.9647058823529412	85	41185
1213	-109	-9.909090909090908	11	41196
1214	-100	-50.0	2	41198
1215	104	1.0297029702970297	101	41299
1216	248	4.275862068965517	58	41357
1217	-112	-8.0	14	41371
1218	-32	-0.9142857142857143	35	41406
1219	-159	-2.6065573770491803	61	41467
1220	77	0.6015625	128	41595
1221	-100	-50.0	2	41597
1222	-65	-0.9558823529411765	68	41665
1223	-98	-0.9702970297029703	101	41766
1224	-100	-50.0	2	41768
1225	-24	-0.8888888888888888	27	41795
1226	104	1.0297029702970297	101	41896
1227	-103	-20.6	5	41901
1228	-77	-0.9625	80	41981
1229	-50	-0.9433962264150944	53	42034
1230	-54	-0.34177215189873417	158	42192
1231	-100	-50.0	2	42194
1232	48	0.8571428571428571	56	42250
1233	-100	-50.0	2	42252
1234	-100	-50.0	2	42254
1235	-9	-0.07964601769911504	113	42367
1236	-18	-0.14754098360655737	122	42489
1237	-148	-2.96	50	42539
1238	-76	-0.9620253164556962	79	42618
1239	-80	-0.963855421686747	83	42701
1240	-100	-50.0	2	42703
1241	-102	-25.5	4	42707
1242	-107	-11.88888888888889	9	42716
1243	-146	-3.0416666666666665	48	42764
1244	-129	-4.161290322580645	31	42795
1245	-100	-50.0	2	42797
1246	-100	-50.0	2	42799
1247	-127	-4.379310344827586	29	42828
1248	-43	-0.9347826086956522	46	42874
1249	-100	-50.0	2	42876
1250	-112	-8.0	14	42890
1251	-100	-50.0	2	42892
1252	118	1.3563218390804597	87	42979
1253	23	0.2839506172839506	81	43060
1254	-105	-15.0	7	43067
1255	-100	-50.0	2	43069
1256	1	0.009708737864077669	103	43172
1257	-100	-50.0	2	43174
1258	-79	-0.9634146341463414	82	43256
1259	-110	-9.166666666666666	12	43268
1260	-113	-7.533333333333333	15	43283
1261	34	0.4857142857142857	70	43353
1262	-100	-50.0	2	43355
1263	-101	-33.666666666666664	3	43358
1264	-100	-50.0	2	43360
1265	52	1.0	52	43412
1266	-100	-0.970873786407767	103	43515
1267	-100	-50.0	2	43517
1268	-100	-50.0	2	43519
1269	-116	-6.444444444444445	18	43537
1270	-50	-0.9433962264150944	53	43590
1271	-100	-50.0	2	43592
1272	-100	-50.0	2	43594
1273	-101	-0.9711538461538461	104	43698
1274	-2	-0.018867924528301886	106	43804
1275	-30	-0.9090909090909091	33	43837
1276	100	0.9523809523809523	105	43942
1277	-51	-0.9444444444444444	54	43996
1278	-100	-50.0	2	43998
1279	-8	-0.7272727272727273	11	44009
1280	-107	-11.88888888888889	9	44018
1281	189	1.6153846153846154	117	44135
1282	-122	-5.083333333333333	24	44159
1283	59	1.3111111111111111	45	44204
1284	-49	-0.9423076923076923	52	44256
1285	61	1.4186046511627908	43	44299
1286	-106	-13.25	8	44307
1287	-102	-25.5	4	44311
1288	-100	-50.0	2	44313
1289	-134	-3.7222222222222223	36	44349
1290	38	0.5757575757575758	66	44415
1291	-129	-4.161290322580645	31	44446
1292	-57	-0.95	60	44506
1293	-100	-50.0	2	44508
1294	40	0.625	64	44572
1295	-109	-9.909090909090908	11	44583
1296	-41	-0.9318181818181818	44	44627
1297	-100	-50.0	2	44629
1298	-100	-50.0	2	44631
1299	-103	-20.6	5	44636
1300	-100	-50.0	2	44638
1301	-191	-2.053763440860215	93	44731
1302	-116	-6.444444444444445	18	44749
1303	-106	-13.25	8	44757
1304	-29	-0.21804511278195488	133	44890
1305	-14	-0.11864406779661017	118	45008
1306	-47	-0.94	50	45058
1307	-110	-9.166666666666666	12	45070
1308	30	0.40540540540540543	74	45144
1309	-42	-0.9333333333333333	45	45189
1310	76	2.7142857142857144	28	45217
1311	147	2.5344827586206895	58	45275
1312	-104	-17.333333333333332	6	45281
1313	-18	-0.8571428571428571	21	45302
1314	-60	-0.9523809523809523	63	45365
1315	-151	-2.849056603773585	53	45418
1316	-101	-33.666666666666664	3	45421
1317	5	0.050505050505050504	99	45520
1318	-68	-0.9577464788732394	71	45591
1319	28	0.3684210526315789	76	45667
1320	-100	-50.0	2	45669
1321	-180	-2.1951219512195124	82	45751
1322	-50	-0.9433962264150944	53	45804
1323	-1	-0.009523809523809525	105	45909
1324	107	1.0918367346938775	98	46007
1325	-116	-6.444444444444445	18	46025
1326	167	4.394736842105263	38	46063
1327	-6	-0.05454545454545454	110	46173
1328	-22	-0.88	25	46198
1329	-101	-33.666666666666664	3	46201
1330	46	0.7931034482758621	58	46259
1331	-133	-3.8	35	46294
1332	-100	-50.0	2	46296
1333	-79	-0.43169398907103823	183	46479
1334	59	1.3111111111111111	45	46524
1335	-35	-0.9210526315789473	38	46562
1336	-55	-0.9482758620689655	58	46620
1337	-51	-0.9444444444444444	54	46674
1338	-100	-50.0	2	46676
1339	242	3.78125	64	46740
1340	-152	-2.814814814814815	54	46794
1341	22	0.2682926829268293	82	46876
1342	-150	-2.8846153846153846	52	46928
1343	-21	-0.168	125	47053
1344	-159	-2.6065573770491803	61	47114
1345	56	1.1666666666666667	48	47162
1346	-44	-0.9361702127659575	47	47209
1347	-36	-0.9230769230769231	39	47248
1348	306	3.0297029702970297	101	47349
1349	-77	-0.9625	80	47429
1350	-100	-50.0	2	47431
1351	67	1.8108108108108107	37	47468
1352	-121	-5.260869565217392	23	47491
1353	-100	-50.0	2	47493
1354	-117	-6.157894736842105	19	47512
1355	-101	-33.666666666666664	3	47515
1356	-115	-6.764705882352941	17	47532
1357	62	1.4761904761904763	42	47574
1358	-100	-50.0	2	47576
1359	-102	-25.5	4	47580
1360	-108	-10.8	10	47590
1361	110	1.1578947368421053	95	47685
1362	36	0.5294117647058824	68	47753
1363	-125	-4.62962962962963	27	47780
1364	-97	-0.97	100	47880
1365	-190	-2.0652173913043477	92	47972
1366	-100	-50.0	2	47974
1367	-123	-4.92	25	47999
1368	-23	-0.8846153846153846	26	48025
1369	-23	-0.8846153846153846	26	48051
1370	96	0.8807339449541285	109	48160
1371	88	0.7521367521367521	117	48277
1372	-10	-0.7692307692307693	13	48290
1373	-42	-0.9333333333333333	45	48335
1374	229	2.9740259740259742	77	48412
1375	-100	-50.0	2	48414
1376	-103	-20.6	5	48419
1377	-100	-50.0	2	48421
1378	122	1.4698795180722892	83	48504
1379	-118	-5.9	20	48524
1380	-20	-0.8695652173913043	23	48547
1381	-100	-50.0	2	48549
1382	-101	-33.666666666666664	3	48552
1383	-127	-4.379310344827586	29	48581
1384	9	0.09473684210526316	95	48676
1385	-101	-33.666666666666664	3	48679
1386	-90	-0.967741935483871	93	48772
1387	41	0.6507936507936508	63	48835
1388	-100	-50.0	2	48837
1389	-19	-0.8636363636363636	22	48859
1390	-115	-6.764705882352941	17	48876
1391	-100	-50.0	2	48878
1392	-100	-50.0	2	48880
1393	-97	-0.97	100	48980
1394	-100	-50.0	2	48982
1395	-50	-0.9433962264150944	53	49035
1396	-22	-0.88	25	49060
1397	-27	-0.9	30	49090
1398	-60	-0.9523809523809523	63	49153
1399	-62	-0.9538461538461539	65	49218
1400	-99	-0.9705882352941176	102	49320
1401	-100	-50.0	2	49322
1402	-122	-5.083333333333333	24	49346
1403	-143	-3.1777777777777776	45	49391
1404	-120	-5.454545454545454	22	49413
1405	92	0.8141592920353983	113	49526
1406	-164	-2.484848484848485	66	49592
1407	-55	-0.9482758620689655	58	49650
1408	7	0.07216494845360824	97	49747
1409	139	2.106060606060606	66	49813
1410	-107	-11.88888888888889	9	49822
1411	-100	-50.0	2	49824
1412	45	0.7627118644067796	59	49883
1413	-100	-50.0	2	49885
1414	-121	-5.260869565217392	23	49908
1415	-100	-50.0	2	49910
1416	-100	-50.0	2	49912
1417	-100	-50.0	2	49914
1418	-111	-8.538461538461538	13	49927
1419	127	1.6282051282051282	78	50005
1420	-142	-3.227272727272727	44	50049
1421	-117	-6.157894736842105	19	50068
1422	-47	-0.94	50	50118
1423	6	0.061224489795918366	98	50216
1424	-102	-25.5	4	50220
1425	-12	-0.10344827586206896	116	50336
1426	-110	-9.166666666666666	12	50348
1427	33	0.4647887323943662	71	50419
1428	-100	-50.0	2	50421
1429	-132	-0.9777777777777777	135	50556
1430	48	0.8571428571428571	56	50612
1431	-14	-0.8235294117647058	17	50629
1432	-54	-0.9473684210526315	57	50686
1433	-124	-4.769230769230769	26	50712
1434	-100	-50.0	2	50714
1435	-125	-4.62962962962963	27	50741
1436	-100	-50.0	2	50743
1437	-32	-0.9142857142857143	35	50778
1438	112	1.2043010752688172	93	50871
1439	46	0.7931034482758621	58	50929
1440	-123	-4.92	25	50954
1441	135	1.9285714285714286	70	51024
1442	-44	-0.2972972972972973	148	51172
1443	-29	-0.90625	32	51204
1444	-31	-0.9117647058823529	34	51238
1445	-100	-50.0	2	51240
1446	121	1.4404761904761905	84	51324
1447	-100	-50.0	2	51326
1448	-101	-33.666666666666664	3	51329
1449	-100	-50.0	2	51331
1450	26	0.3333333333333333	78	51409
1451	-104	-17.333333333333332	6	51415
1452	-145	-3.0851063829787235	47	51462
1453	-12	-0.8	15	51477
1454	-20	-0.8695652173913043	23	51500
1455	16	0.18181818181818182	88	51588
1456	-59	-0.9516129032258065	62	51650
1457	-113	-7.533333333333333	15	51665
1458	-100	-50.0	2	51667
1459	30	0.40540540540540543	74	51741
1460	-100	-50.0	2	51743
1461	-102	-25.5	4	51747
1462	238	3.5	68	51815
1463	317	3.522222222222222	90	51905
1464	23	0.2839506172839506	81	51986
1465	253	1.6428571428571428	154	52140
1466	54	1.08	50	52190
1467	67	1.8108108108108107	37	52227
1468	78	3.0	26	52253
1469	-102	-25.5	4	52257
1470	305	2.9901960784313726	102	52359
1471	-130	-4.0625	32	52391
1472	-107	-11.88888888888889	9	52400
1473	41	0.6507936507936508	63	52463
1474	1	0.009708737864077669	103	52566
1475	60	1.3636363636363635	44	52610
1476	-133	-3.8	35	52645
1477	46	0.7931034482758621	58	52703
1478	-31	-0.9117647058823529	34	52737
1479	20	0.23809523809523808	84	52821
1480	36	0.5294117647058824	68	52889
1481	-100	-50.0	2	52891
1482	21	0.25301204819277107	83	52974
1483	-40	-0.9302325581395349	43	53017
1484	-55	-0.9482758620689655	58	53075
1485	-46	-0.9387755102040817	49	53124
1486	-100	-50.0	2	53126
1487	-39	-0.9285714285714286	42	53168
1488	-134	-3.7222222222222223	36	53204
1489	-107	-11.88888888888889	9	53213
1490	-53	-0.9464285714285714	56	53269
1491	-81	-0.9642857142857143	84	53353
1492	-74	-0.961038961038961	77	53430
1493	-37	-0.925	40	53470
1494	65	1.6666666666666667	39	53509
1495	-145	-3.0851063829787235	47	53556
1496	-123	-4.92	25	53581
1497	-100	-50.0	2	53583
1498	-112	-8.0	14	53597
1499	42	0.6774193548387096	62	53659
1500	-30	-0.9090909090909091	33	53692
1501	-100	-50.0	2	53694
1502	-108	-10.8	10	53704
1503	-122	-5.083333333333333	24	53728
1504	-24	-0.8888888888888888	27	53755
1505	-23	-0.8846153846153846	26	53781
1506	-101	-33.666666666666664	3	53784
1507	95	0.8636363636363636	110	53894
1508	-103	-20.6	5	53899
1509	-100	-50.0	2	53901
1510	173	5.40625	32	53933
1511	-32	-0.9142857142857143	35	53968
1512	21	0.25301204819277107	83	54051
1513	-111	-8.538461538461538	13	54064
1514	84	4.2	20	54084
1515	-100	-50.0	2	54086
1516	-42	-0.9333333333333333	45	54131
1517	97	0.8981481481481481	108	54239
1518	-100	-50.0	2	54241
1519	-100	-50.0	2	54243
1520	125	1.5625	80	54323
1521	-100	-50.0	2	54325
1522	58	1.2608695652173914	46	54371
1523	-100	-50.0	2	54373
1524	253	1.6428571428571428	154	54527
1525	-100	-50.0	2	54529
1526	44	0.7333333333333333	60	54589
1527	45	0.7627118644067796	59	54648
1528	-105	-15.0	7	54655
1529	-100	-50.0	2	54657
1530	-141	-3.2790697674418605	43	54700
1531	-100	-50.0	2	54702
1532	-68	-0.9577464788732394	71	54773
1533	125	1.5625	80	54853
1534	-108	-10.8	10	54863
1535	-20	-0.8695652173913043	23	54886
1536	64	0.45390070921985815	141	55027
1537	-21	-0.875	24	55051
1538	-22	-0.1746031746031746	126	55177
1539	-13	-0.8125	16	55193
1540	-14	-0.8235294117647058	17	55210
1541	-100	-50.0	2	55212
1542	43	0.7049180327868853	61	55273
1543	-135	-3.6486486486486487	37	55310
1544	75	2.586206896551724	29	55339
1545	290	2.4786324786324787	117	55456
1546	-58	-0.9508196721311475	61	55517
1547	-100	-50.0	2	55519
1548	70	2.0588235294117645	34	55553
1549	29	0.38666666666666666	75	55628
1550	36	0.5294117647058824	68	55696
1551	46	0.7931034482758621	58	55754
1552	-89	-0.967391304347826	92	55846
1553	134	1.8873239436619718	71	55917
1554	64	1.6	40	55957
1555	-100	-50.0	2	55959
1556	-100	-50.0	2	55961
1557	-102	-25.5	4	55965
1558	-107	-11.88888888888889	9	55974
1559	-40	-0.9302325581395349	43	56017
1560	-101	-33.666666666666664	3	56020
1561	-115	-6.764705882352941	17	56037
1562	129	1.6973684210526316	76	56113
1563	-46	-0.9387755102040817	49	56162
1564	-131	-0.9776119402985075	134	56296
1565	-36	-0.9230769230769231	39	56335
1566	184	0.8251121076233184	223	56558
1567	57	1.2127659574468086	47	56605
1568	-4	-0.037037037037037035	108	56713
1569	-21	-0.875	24	56737
1570	22	0.2682926829268293	82	56819
1571	-30	-0.9090909090909091	33	56852
