Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps
80	-13	-1.0	13	1297	80	-13	-1.0	13	1297	80	-13	-1.0	13	1297	80	-13	-1.0	13	1297	80	-13	-1.0	13	1297	80	-13	-1.0	13	1297	80	-13	-1.0	13	1297	80	-13	-1.0	13	1297	80	-13	-1.0	13	1297	80	-13	-1.0	13	1297	80	-13	-1.0	13	1297
81	-21	-1.0	21	1318	81	-21	-1.0	21	1318	81	-21	-1.0	21	1318	81	-21	-1.0	21	1318	81	-21	-1.0	21	1318	81	-21	-1.0	21	1318	81	-21	-1.0	21	1318	81	-21	-1.0	21	1318	81	-21	-1.0	21	1318	81	-21	-1.0	21	1318	81	-21	-1.0	21	1318
82	-13	-1.0	13	1331	82	-13	-1.0	13	1331	82	-13	-1.0	13	1331	82	-13	-1.0	13	1331	82	-13	-1.0	13	1331	82	-13	-1.0	13	1331	82	-13	-1.0	13	1331	82	-13	-1.0	13	1331	82	-13	-1.0	13	1331	82	-13	-1.0	13	1331	82	-13	-1.0	13	1331
83	-122	-5.304347826086956	23	1354	83	-122	-5.304347826086956	23	1354	83	-122	-5.304347826086956	23	1354	83	-122	-5.304347826086956	23	1354	83	-122	-5.304347826086956	23	1354	83	-122	-5.304347826086956	23	1354	83	-122	-5.304347826086956	23	1354	83	-122	-5.304347826086956	23	1354	83	-122	-5.304347826086956	23	1354	83	-122	-5.304347826086956	23	1354	83	-122	-5.304347826086956	23	1354
84	-15	-1.0	15	1369	84	-15	-1.0	15	1369	84	-15	-1.0	15	1369	84	-15	-1.0	15	1369	84	-15	-1.0	15	1369	84	-15	-1.0	15	1369	84	-15	-1.0	15	1369	84	-15	-1.0	15	1369	84	-15	-1.0	15	1369	84	-15	-1.0	15	1369	84	-15	-1.0	15	1369
85	-15	-1.0	15	1384	85	-15	-1.0	15	1384	85	-15	-1.0	15	1384	85	-15	-1.0	15	1384	85	-15	-1.0	15	1384	85	-15	-1.0	15	1384	85	-15	-1.0	15	1384	85	-15	-1.0	15	1384	85	-15	-1.0	15	1384	85	-15	-1.0	15	1384	85	-15	-1.0	15	1384
86	-554	-9.389830508474576	59	1443	86	-554	-9.389830508474576	59	1443	86	-554	-9.389830508474576	59	1443	86	-554	-9.389830508474576	59	1443	86	-554	-9.389830508474576	59	1443	86	-554	-9.389830508474576	59	1443	86	-554	-9.389830508474576	59	1443	86	-554	-9.389830508474576	59	1443	86	-554	-9.389830508474576	59	1443	86	-554	-9.389830508474576	59	1443	86	-554	-9.389830508474576	59	1443
87	-15	-1.0	15	1458	87	-15	-1.0	15	1458	87	-15	-1.0	15	1458	87	-15	-1.0	15	1458	87	-15	-1.0	15	1458	87	-15	-1.0	15	1458	87	-15	-1.0	15	1458	87	-15	-1.0	15	1458	87	-15	-1.0	15	1458	87	-15	-1.0	15	1458	87	-15	-1.0	15	1458
88	-15	-1.0	15	1473	88	-15	-1.0	15	1473	88	-15	-1.0	15	1473	88	-15	-1.0	15	1473	88	-15	-1.0	15	1473	88	-15	-1.0	15	1473	88	-15	-1.0	15	1473	88	-15	-1.0	15	1473	88	-15	-1.0	15	1473	88	-15	-1.0	15	1473	88	-15	-1.0	15	1473
89	-119	-5.95	20	1493	89	-119	-5.95	20	1493	89	-119	-5.95	20	1493	89	-119	-5.95	20	1493	89	-119	-5.95	20	1493	89	-119	-5.95	20	1493	89	-119	-5.95	20	1493	89	-119	-5.95	20	1493	89	-119	-5.95	20	1493	89	-119	-5.95	20	1493	89	-119	-5.95	20	1493
90	-13	-1.0	13	1506	90	-13	-1.0	13	1506	90	-13	-1.0	13	1506	90	-13	-1.0	13	1506	90	-13	-1.0	13	1506	90	-13	-1.0	13	1506	90	-13	-1.0	13	1506	90	-13	-1.0	13	1506	90	-13	-1.0	13	1506	90	-13	-1.0	13	1506	90	-13	-1.0	13	1506
91	-15	-1.0	15	1521	91	-15	-1.0	15	1521	91	-15	-1.0	15	1521	91	-15	-1.0	15	1521	91	-15	-1.0	15	1521	91	-15	-1.0	15	1521	91	-15	-1.0	15	1521	91	-15	-1.0	15	1521	91	-15	-1.0	15	1521	91	-15	-1.0	15	1521	91	-15	-1.0	15	1521
92	-15	-1.0	15	1536	92	-15	-1.0	15	1536	92	-15	-1.0	15	1536	92	-15	-1.0	15	1536	92	-15	-1.0	15	1536	92	-15	-1.0	15	1536	92	-15	-1.0	15	1536	92	-15	-1.0	15	1536	92	-15	-1.0	15	1536	92	-15	-1.0	15	1536	92	-15	-1.0	15	1536
93	-13	-1.0	13	1549	93	-13	-1.0	13	1549	93	-13	-1.0	13	1549	93	-13	-1.0	13	1549	93	-13	-1.0	13	1549	93	-13	-1.0	13	1549	93	-13	-1.0	13	1549	93	-13	-1.0	13	1549	93	-13	-1.0	13	1549	93	-13	-1.0	13	1549	93	-13	-1.0	13	1549
94	-16	-1.0	16	1565	94	-16	-1.0	16	1565	94	-16	-1.0	16	1565	94	-16	-1.0	16	1565	94	-16	-1.0	16	1565	94	-16	-1.0	16	1565	94	-16	-1.0	16	1565	94	-16	-1.0	16	1565	94	-16	-1.0	16	1565	94	-16	-1.0	16	1565	94	-16	-1.0	16	1565
95	-124	-4.96	25	1590	95	-124	-4.96	25	1590	95	-124	-4.96	25	1590	95	-124	-4.96	25	1590	95	-124	-4.96	25	1590	95	-124	-4.96	25	1590	95	-124	-4.96	25	1590	95	-124	-4.96	25	1590	95	-124	-4.96	25	1590	95	-124	-4.96	25	1590	95	-124	-4.96	25	1590
96	-15	-1.0	15	1605	96	-15	-1.0	15	1605	96	-15	-1.0	15	1605	96	-15	-1.0	15	1605	96	-15	-1.0	15	1605	96	-15	-1.0	15	1605	96	-15	-1.0	15	1605	96	-15	-1.0	15	1605	96	-15	-1.0	15	1605	96	-15	-1.0	15	1605	96	-15	-1.0	15	1605
97	-234	-6.5	36	1641	97	-234	-6.5	36	1641	97	-234	-6.5	36	1641	97	-234	-6.5	36	1641	97	-234	-6.5	36	1641	97	-234	-6.5	36	1641	97	-234	-6.5	36	1641	97	-234	-6.5	36	1641	97	-234	-6.5	36	1641	97	-234	-6.5	36	1641	97	-234	-6.5	36	1641
98	-223	-8.92	25	1666	98	-223	-8.92	25	1666	98	-223	-8.92	25	1666	98	-223	-8.92	25	1666	98	-223	-8.92	25	1666	98	-223	-8.92	25	1666	98	-223	-8.92	25	1666	98	-223	-8.92	25	1666	98	-223	-8.92	25	1666	98	-223	-8.92	25	1666	98	-223	-8.92	25	1666
99	-117	-6.5	18	1684	99	-117	-6.5	18	1684	99	-117	-6.5	18	1684	99	-117	-6.5	18	1684	99	-117	-6.5	18	1684	99	-117	-6.5	18	1684	99	-117	-6.5	18	1684	99	-117	-6.5	18	1684	99	-117	-6.5	18	1684	99	-117	-6.5	18	1684	99	-117	-6.5	18	1684
100	-13	-1.0	13	1697	100	-13	-1.0	13	1697	100	-13	-1.0	13	1697	100	-13	-1.0	13	1697	100	-13	-1.0	13	1697	100	-13	-1.0	13	1697	100	-13	-1.0	13	1697	100	-13	-1.0	13	1697	100	-13	-1.0	13	1697	100	-13	-1.0	13	1697	100	-13	-1.0	13	1697
101	-13	-1.0	13	1710	101	-13	-1.0	13	1710	101	-13	-1.0	13	1710	101	-13	-1.0	13	1710	101	-13	-1.0	13	1710	101	-13	-1.0	13	1710	101	-13	-1.0	13	1710	101	-13	-1.0	13	1710	101	-13	-1.0	13	1710	101	-13	-1.0	13	1710	101	-13	-1.0	13	1710
102	-15	-1.0	15	1725	102	-15	-1.0	15	1725	102	-15	-1.0	15	1725	102	-15	-1.0	15	1725	102	-15	-1.0	15	1725	102	-15	-1.0	15	1725	102	-15	-1.0	15	1725	102	-15	-1.0	15	1725	102	-15	-1.0	15	1725	102	-15	-1.0	15	1725	102	-15	-1.0	15	1725
103	-16	-1.0	16	1741	103	-16	-1.0	16	1741	103	-16	-1.0	16	1741	103	-16	-1.0	16	1741	103	-16	-1.0	16	1741	103	-16	-1.0	16	1741	103	-16	-1.0	16	1741	103	-16	-1.0	16	1741	103	-16	-1.0	16	1741	103	-16	-1.0	16	1741	103	-16	-1.0	16	1741
104	-129	-4.3	30	1771	104	-129	-4.3	30	1771	104	-129	-4.3	30	1771	104	-129	-4.3	30	1771	104	-129	-4.3	30	1771	104	-129	-4.3	30	1771	104	-129	-4.3	30	1771	104	-129	-4.3	30	1771	104	-129	-4.3	30	1771	104	-129	-4.3	30	1771	104	-129	-4.3	30	1771
105	-119	-5.95	20	1791	105	-119	-5.95	20	1791	105	-119	-5.95	20	1791	105	-119	-5.95	20	1791	105	-119	-5.95	20	1791	105	-119	-5.95	20	1791	105	-119	-5.95	20	1791	105	-119	-5.95	20	1791	105	-119	-5.95	20	1791	105	-119	-5.95	20	1791	105	-119	-5.95	20	1791
106	-15	-1.0	15	1806	106	-15	-1.0	15	1806	106	-15	-1.0	15	1806	106	-15	-1.0	15	1806	106	-15	-1.0	15	1806	106	-15	-1.0	15	1806	106	-15	-1.0	15	1806	106	-15	-1.0	15	1806	106	-15	-1.0	15	1806	106	-15	-1.0	15	1806	106	-15	-1.0	15	1806
107	-132	-4.0	33	1839	107	-132	-4.0	33	1839	107	-132	-4.0	33	1839	107	-132	-4.0	33	1839	107	-132	-4.0	33	1839	107	-132	-4.0	33	1839	107	-132	-4.0	33	1839	107	-132	-4.0	33	1839	107	-132	-4.0	33	1839	107	-132	-4.0	33	1839	107	-132	-4.0	33	1839
108	-434	-11.421052631578947	38	1877	108	-434	-11.421052631578947	38	1877	108	-434	-11.421052631578947	38	1877	108	-434	-11.421052631578947	38	1877	108	-434	-11.421052631578947	38	1877	108	-434	-11.421052631578947	38	1877	108	-434	-11.421052631578947	38	1877	108	-434	-11.421052631578947	38	1877	108	-434	-11.421052631578947	38	1877	108	-434	-11.421052631578947	38	1877	108	-434	-11.421052631578947	38	1877
109	-15	-1.0	15	1892	109	-15	-1.0	15	1892	109	-15	-1.0	15	1892	109	-15	-1.0	15	1892	109	-15	-1.0	15	1892	109	-15	-1.0	15	1892	109	-15	-1.0	15	1892	109	-15	-1.0	15	1892	109	-15	-1.0	15	1892	109	-15	-1.0	15	1892	109	-15	-1.0	15	1892
110	-15	-1.0	15	1907	110	-15	-1.0	15	1907	110	-15	-1.0	15	1907	110	-15	-1.0	15	1907	110	-15	-1.0	15	1907	110	-15	-1.0	15	1907	110	-15	-1.0	15	1907	110	-15	-1.0	15	1907	110	-15	-1.0	15	1907	110	-15	-1.0	15	1907	110	-15	-1.0	15	1907
111	-14	-1.0	14	1921	111	-14	-1.0	14	1921	111	-14	-1.0	14	1921	111	-14	-1.0	14	1921	111	-14	-1.0	14	1921	111	-14	-1.0	14	1921	111	-14	-1.0	14	1921	111	-14	-1.0	14	1921	111	-14	-1.0	14	1921	111	-14	-1.0	14	1921	111	-14	-1.0	14	1921
112	-124	-4.96	25	1946	112	-124	-4.96	25	1946	112	-124	-4.96	25	1946	112	-124	-4.96	25	1946	112	-124	-4.96	25	1946	112	-124	-4.96	25	1946	112	-124	-4.96	25	1946	112	-124	-4.96	25	1946	112	-124	-4.96	25	1946	112	-124	-4.96	25	1946	112	-124	-4.96	25	1946
113	-116	-6.823529411764706	17	1963	113	-116	-6.823529411764706	17	1963	113	-116	-6.823529411764706	17	1963	113	-116	-6.823529411764706	17	1963	113	-116	-6.823529411764706	17	1963	113	-116	-6.823529411764706	17	1963	113	-116	-6.823529411764706	17	1963	113	-116	-6.823529411764706	17	1963	113	-116	-6.823529411764706	17	1963	113	-116	-6.823529411764706	17	1963	113	-116	-6.823529411764706	17	1963
114	-119	-5.95	20	1983	114	-119	-5.95	20	1983	114	-119	-5.95	20	1983	114	-119	-5.95	20	1983	114	-119	-5.95	20	1983	114	-119	-5.95	20	1983	114	-119	-5.95	20	1983	114	-119	-5.95	20	1983	114	-119	-5.95	20	1983	114	-119	-5.95	20	1983	114	-119	-5.95	20	1983
115	-13	-1.0	13	1996	115	-13	-1.0	13	1996	115	-13	-1.0	13	1996	115	-13	-1.0	13	1996	115	-13	-1.0	13	1996	115	-13	-1.0	13	1996	115	-13	-1.0	13	1996	115	-13	-1.0	13	1996	115	-13	-1.0	13	1996	115	-13	-1.0	13	1996	115	-13	-1.0	13	1996
116	-15	-1.0	15	2011	116	-15	-1.0	15	2011	116	-15	-1.0	15	2011	116	-15	-1.0	15	2011	116	-15	-1.0	15	2011	116	-15	-1.0	15	2011	116	-15	-1.0	15	2011	116	-15	-1.0	15	2011	116	-15	-1.0	15	2011	116	-15	-1.0	15	2011	116	-15	-1.0	15	2011
117	-124	-4.96	25	2036	117	-124	-4.96	25	2036	117	-124	-4.96	25	2036	117	-124	-4.96	25	2036	117	-124	-4.96	25	2036	117	-124	-4.96	25	2036	117	-124	-4.96	25	2036	117	-124	-4.96	25	2036	117	-124	-4.96	25	2036	117	-124	-4.96	25	2036	117	-124	-4.96	25	2036
118	-13	-1.0	13	2049	118	-13	-1.0	13	2049	118	-13	-1.0	13	2049	118	-13	-1.0	13	2049	118	-13	-1.0	13	2049	118	-13	-1.0	13	2049	118	-13	-1.0	13	2049	118	-13	-1.0	13	2049	118	-13	-1.0	13	2049	118	-13	-1.0	13	2049	118	-13	-1.0	13	2049
119	-13	-1.0	13	2062	119	-13	-1.0	13	2062	119	-13	-1.0	13	2062	119	-13	-1.0	13	2062	119	-13	-1.0	13	2062	119	-13	-1.0	13	2062	119	-13	-1.0	13	2062	119	-13	-1.0	13	2062	119	-13	-1.0	13	2062	119	-13	-1.0	13	2062	119	-13	-1.0	13	2062
120	-120	-5.714285714285714	21	2083	120	-120	-5.714285714285714	21	2083	120	-120	-5.714285714285714	21	2083	120	-120	-5.714285714285714	21	2083	120	-120	-5.714285714285714	21	2083	120	-120	-5.714285714285714	21	2083	120	-120	-5.714285714285714	21	2083	120	-120	-5.714285714285714	21	2083	120	-120	-5.714285714285714	21	2083	120	-120	-5.714285714285714	21	2083	120	-120	-5.714285714285714	21	2083
121	-15	-1.0	15	2098	121	-15	-1.0	15	2098	121	-15	-1.0	15	2098	121	-15	-1.0	15	2098	121	-15	-1.0	15	2098	121	-15	-1.0	15	2098	121	-15	-1.0	15	2098	121	-15	-1.0	15	2098	121	-15	-1.0	15	2098	121	-15	-1.0	15	2098	121	-15	-1.0	15	2098
122	-15	-1.0	15	2113	122	-15	-1.0	15	2113	122	-15	-1.0	15	2113	122	-15	-1.0	15	2113	122	-15	-1.0	15	2113	122	-15	-1.0	15	2113	122	-15	-1.0	15	2113	122	-15	-1.0	15	2113	122	-15	-1.0	15	2113	122	-15	-1.0	15	2113	122	-15	-1.0	15	2113
123	-13	-1.0	13	2126	123	-13	-1.0	13	2126	123	-13	-1.0	13	2126	123	-13	-1.0	13	2126	123	-13	-1.0	13	2126	123	-13	-1.0	13	2126	123	-13	-1.0	13	2126	123	-13	-1.0	13	2126	123	-13	-1.0	13	2126	123	-13	-1.0	13	2126	123	-13	-1.0	13	2126
124	-15	-1.0	15	2141	124	-15	-1.0	15	2141	124	-15	-1.0	15	2141	124	-15	-1.0	15	2141	124	-15	-1.0	15	2141	124	-15	-1.0	15	2141	124	-15	-1.0	15	2141	124	-15	-1.0	15	2141	124	-15	-1.0	15	2141	124	-15	-1.0	15	2141	124	-15	-1.0	15	2141
125	-13	-1.0	13	2154	125	-13	-1.0	13	2154	125	-13	-1.0	13	2154	125	-13	-1.0	13	2154	125	-13	-1.0	13	2154	125	-13	-1.0	13	2154	125	-13	-1.0	13	2154	125	-13	-1.0	13	2154	125	-13	-1.0	13	2154	125	-13	-1.0	13	2154	125	-13	-1.0	13	2154
126	-120	-5.714285714285714	21	2175	126	-120	-5.714285714285714	21	2175	126	-120	-5.714285714285714	21	2175	126	-120	-5.714285714285714	21	2175	126	-120	-5.714285714285714	21	2175	126	-120	-5.714285714285714	21	2175	126	-120	-5.714285714285714	21	2175	126	-120	-5.714285714285714	21	2175	126	-120	-5.714285714285714	21	2175	126	-120	-5.714285714285714	21	2175	126	-120	-5.714285714285714	21	2175
127	-19	-1.0	19	2194	127	-19	-1.0	19	2194	127	-19	-1.0	19	2194	127	-19	-1.0	19	2194	127	-19	-1.0	19	2194	127	-19	-1.0	19	2194	127	-19	-1.0	19	2194	127	-19	-1.0	19	2194	127	-19	-1.0	19	2194	127	-19	-1.0	19	2194	127	-19	-1.0	19	2194
128	-13	-1.0	13	2207	128	-13	-1.0	13	2207	128	-13	-1.0	13	2207	128	-13	-1.0	13	2207	128	-13	-1.0	13	2207	128	-13	-1.0	13	2207	128	-13	-1.0	13	2207	128	-13	-1.0	13	2207	128	-13	-1.0	13	2207	128	-13	-1.0	13	2207	128	-13	-1.0	13	2207
129	-113	-8.071428571428571	14	2221	129	-113	-8.071428571428571	14	2221	129	-113	-8.071428571428571	14	2221	129	-113	-8.071428571428571	14	2221	129	-113	-8.071428571428571	14	2221	129	-113	-8.071428571428571	14	2221	129	-113	-8.071428571428571	14	2221	129	-113	-8.071428571428571	14	2221	129	-113	-8.071428571428571	14	2221	129	-113	-8.071428571428571	14	2221	129	-113	-8.071428571428571	14	2221
130	-13	-1.0	13	2234	130	-13	-1.0	13	2234	130	-13	-1.0	13	2234	130	-13	-1.0	13	2234	130	-13	-1.0	13	2234	130	-13	-1.0	13	2234	130	-13	-1.0	13	2234	130	-13	-1.0	13	2234	130	-13	-1.0	13	2234	130	-13	-1.0	13	2234	130	-13	-1.0	13	2234
131	-122	-5.304347826086956	23	2257	131	-122	-5.304347826086956	23	2257	131	-122	-5.304347826086956	23	2257	131	-122	-5.304347826086956	23	2257	131	-122	-5.304347826086956	23	2257	131	-122	-5.304347826086956	23	2257	131	-122	-5.304347826086956	23	2257	131	-122	-5.304347826086956	23	2257	131	-122	-5.304347826086956	23	2257	131	-122	-5.304347826086956	23	2257	131	-122	-5.304347826086956	23	2257
132	-331	-9.735294117647058	34	2291	132	-331	-9.735294117647058	34	2291	132	-331	-9.735294117647058	34	2291	132	-331	-9.735294117647058	34	2291	132	-331	-9.735294117647058	34	2291	132	-331	-9.735294117647058	34	2291	132	-331	-9.735294117647058	34	2291	132	-331	-9.735294117647058	34	2291	132	-331	-9.735294117647058	34	2291	132	-331	-9.735294117647058	34	2291	132	-331	-9.735294117647058	34	2291
133	-225	-8.333333333333334	27	2318	133	-225	-8.333333333333334	27	2318	133	-225	-8.333333333333334	27	2318	133	-225	-8.333333333333334	27	2318	133	-225	-8.333333333333334	27	2318	133	-225	-8.333333333333334	27	2318	133	-225	-8.333333333333334	27	2318	133	-225	-8.333333333333334	27	2318	133	-225	-8.333333333333334	27	2318	133	-225	-8.333333333333334	27	2318	133	-225	-8.333333333333334	27	2318
134	-131	-4.09375	32	2350	134	-131	-4.09375	32	2350	134	-131	-4.09375	32	2350	134	-131	-4.09375	32	2350	134	-131	-4.09375	32	2350	134	-131	-4.09375	32	2350	134	-131	-4.09375	32	2350	134	-131	-4.09375	32	2350	134	-131	-4.09375	32	2350	134	-131	-4.09375	32	2350	134	-131	-4.09375	32	2350
135	-15	-1.0	15	2365	135	-15	-1.0	15	2365	135	-15	-1.0	15	2365	135	-15	-1.0	15	2365	135	-15	-1.0	15	2365	135	-15	-1.0	15	2365	135	-15	-1.0	15	2365	135	-15	-1.0	15	2365	135	-15	-1.0	15	2365	135	-15	-1.0	15	2365	135	-15	-1.0	15	2365
136	-15	-1.0	15	2380	136	-15	-1.0	15	2380	136	-15	-1.0	15	2380	136	-15	-1.0	15	2380	136	-15	-1.0	15	2380	136	-15	-1.0	15	2380	136	-15	-1.0	15	2380	136	-15	-1.0	15	2380	136	-15	-1.0	15	2380	136	-15	-1.0	15	2380	136	-15	-1.0	15	2380
137	-13	-1.0	13	2393	137	-13	-1.0	13	2393	137	-13	-1.0	13	2393	137	-13	-1.0	13	2393	137	-13	-1.0	13	2393	137	-13	-1.0	13	2393	137	-13	-1.0	13	2393	137	-13	-1.0	13	2393	137	-13	-1.0	13	2393	137	-13	-1.0	13	2393	137	-13	-1.0	13	2393
138	-15	-1.0	15	2408	138	-15	-1.0	15	2408	138	-15	-1.0	15	2408	138	-15	-1.0	15	2408	138	-15	-1.0	15	2408	138	-15	-1.0	15	2408	138	-15	-1.0	15	2408	138	-15	-1.0	15	2408	138	-15	-1.0	15	2408	138	-15	-1.0	15	2408	138	-15	-1.0	15	2408
139	-13	-1.0	13	2421	139	-13	-1.0	13	2421	139	-13	-1.0	13	2421	139	-13	-1.0	13	2421	139	-13	-1.0	13	2421	139	-13	-1.0	13	2421	139	-13	-1.0	13	2421	139	-13	-1.0	13	2421	139	-13	-1.0	13	2421	139	-13	-1.0	13	2421	139	-13	-1.0	13	2421
140	-13	-1.0	13	2434	140	-13	-1.0	13	2434	140	-13	-1.0	13	2434	140	-13	-1.0	13	2434	140	-13	-1.0	13	2434	140	-13	-1.0	13	2434	140	-13	-1.0	13	2434	140	-13	-1.0	13	2434	140	-13	-1.0	13	2434	140	-13	-1.0	13	2434	140	-13	-1.0	13	2434
141	-15	-1.0	15	2449	141	-15	-1.0	15	2449	141	-15	-1.0	15	2449	141	-15	-1.0	15	2449	141	-15	-1.0	15	2449	141	-15	-1.0	15	2449	141	-15	-1.0	15	2449	141	-15	-1.0	15	2449	141	-15	-1.0	15	2449	141	-15	-1.0	15	2449	141	-15	-1.0	15	2449
142	-226	-8.071428571428571	28	2477	142	-226	-8.071428571428571	28	2477	142	-226	-8.071428571428571	28	2477	142	-226	-8.071428571428571	28	2477	142	-226	-8.071428571428571	28	2477	142	-226	-8.071428571428571	28	2477	142	-226	-8.071428571428571	28	2477	142	-226	-8.071428571428571	28	2477	142	-226	-8.071428571428571	28	2477	142	-226	-8.071428571428571	28	2477	142	-226	-8.071428571428571	28	2477
143	-13	-1.0	13	2490	143	-13	-1.0	13	2490	143	-13	-1.0	13	2490	143	-13	-1.0	13	2490	143	-13	-1.0	13	2490	143	-13	-1.0	13	2490	143	-13	-1.0	13	2490	143	-13	-1.0	13	2490	143	-13	-1.0	13	2490	143	-13	-1.0	13	2490	143	-13	-1.0	13	2490
144	-13	-1.0	13	2503	144	-13	-1.0	13	2503	144	-13	-1.0	13	2503	144	-13	-1.0	13	2503	144	-13	-1.0	13	2503	144	-13	-1.0	13	2503	144	-13	-1.0	13	2503	144	-13	-1.0	13	2503	144	-13	-1.0	13	2503	144	-13	-1.0	13	2503	144	-13	-1.0	13	2503
145	-15	-1.0	15	2518	145	-15	-1.0	15	2518	145	-15	-1.0	15	2518	145	-15	-1.0	15	2518	145	-15	-1.0	15	2518	145	-15	-1.0	15	2518	145	-15	-1.0	15	2518	145	-15	-1.0	15	2518	145	-15	-1.0	15	2518	145	-15	-1.0	15	2518	145	-15	-1.0	15	2518
146	-13	-1.0	13	2531	146	-13	-1.0	13	2531	146	-13	-1.0	13	2531	146	-13	-1.0	13	2531	146	-13	-1.0	13	2531	146	-13	-1.0	13	2531	146	-13	-1.0	13	2531	146	-13	-1.0	13	2531	146	-13	-1.0	13	2531	146	-13	-1.0	13	2531	146	-13	-1.0	13	2531
147	-17	-1.0	17	2548	147	-17	-1.0	17	2548	147	-17	-1.0	17	2548	147	-17	-1.0	17	2548	147	-17	-1.0	17	2548	147	-17	-1.0	17	2548	147	-17	-1.0	17	2548	147	-17	-1.0	17	2548	147	-17	-1.0	17	2548	147	-17	-1.0	17	2548	147	-17	-1.0	17	2548
148	-13	-1.0	13	2561	148	-13	-1.0	13	2561	148	-13	-1.0	13	2561	148	-13	-1.0	13	2561	148	-13	-1.0	13	2561	148	-13	-1.0	13	2561	148	-13	-1.0	13	2561	148	-13	-1.0	13	2561	148	-13	-1.0	13	2561	148	-13	-1.0	13	2561	148	-13	-1.0	13	2561
149	-15	-1.0	15	2576	149	-15	-1.0	15	2576	149	-15	-1.0	15	2576	149	-15	-1.0	15	2576	149	-15	-1.0	15	2576	149	-15	-1.0	15	2576	149	-15	-1.0	15	2576	149	-15	-1.0	15	2576	149	-15	-1.0	15	2576	149	-15	-1.0	15	2576	149	-15	-1.0	15	2576
150	-15	-1.0	15	2591	150	-15	-1.0	15	2591	150	-15	-1.0	15	2591	150	-15	-1.0	15	2591	150	-15	-1.0	15	2591	150	-15	-1.0	15	2591	150	-15	-1.0	15	2591	150	-15	-1.0	15	2591	150	-15	-1.0	15	2591	150	-15	-1.0	15	2591	150	-15	-1.0	15	2591
151	-13	-1.0	13	2604	151	-13	-1.0	13	2604	151	-13	-1.0	13	2604	151	-13	-1.0	13	2604	151	-13	-1.0	13	2604	151	-13	-1.0	13	2604	151	-13	-1.0	13	2604	151	-13	-1.0	13	2604	151	-13	-1.0	13	2604	151	-13	-1.0	13	2604	151	-13	-1.0	13	2604
152	-117	-6.5	18	2622	152	-117	-6.5	18	2622	152	-117	-6.5	18	2622	152	-117	-6.5	18	2622	152	-117	-6.5	18	2622	152	-117	-6.5	18	2622	152	-117	-6.5	18	2622	152	-117	-6.5	18	2622	152	-117	-6.5	18	2622	152	-117	-6.5	18	2622	152	-117	-6.5	18	2622
153	-13	-1.0	13	2635	153	-13	-1.0	13	2635	153	-13	-1.0	13	2635	153	-13	-1.0	13	2635	153	-13	-1.0	13	2635	153	-13	-1.0	13	2635	153	-13	-1.0	13	2635	153	-13	-1.0	13	2635	153	-13	-1.0	13	2635	153	-13	-1.0	13	2635	153	-13	-1.0	13	2635
154	-13	-1.0	13	2648	154	-13	-1.0	13	2648	154	-13	-1.0	13	2648	154	-13	-1.0	13	2648	154	-13	-1.0	13	2648	154	-13	-1.0	13	2648	154	-13	-1.0	13	2648	154	-13	-1.0	13	2648	154	-13	-1.0	13	2648	154	-13	-1.0	13	2648	154	-13	-1.0	13	2648
155	-15	-1.0	15	2663	155	-15	-1.0	15	2663	155	-15	-1.0	15	2663	155	-15	-1.0	15	2663	155	-15	-1.0	15	2663	155	-15	-1.0	15	2663	155	-15	-1.0	15	2663	155	-15	-1.0	15	2663	155	-15	-1.0	15	2663	155	-15	-1.0	15	2663	155	-15	-1.0	15	2663
156	-13	-1.0	13	2676	156	-13	-1.0	13	2676	156	-13	-1.0	13	2676	156	-13	-1.0	13	2676	156	-13	-1.0	13	2676	156	-13	-1.0	13	2676	156	-13	-1.0	13	2676	156	-13	-1.0	13	2676	156	-13	-1.0	13	2676	156	-13	-1.0	13	2676	156	-13	-1.0	13	2676
157	-13	-1.0	13	2689	157	-13	-1.0	13	2689	157	-13	-1.0	13	2689	157	-13	-1.0	13	2689	157	-13	-1.0	13	2689	157	-13	-1.0	13	2689	157	-13	-1.0	13	2689	157	-13	-1.0	13	2689	157	-13	-1.0	13	2689	157	-13	-1.0	13	2689	157	-13	-1.0	13	2689
158	-17	-1.0	17	2706	158	-17	-1.0	17	2706	158	-17	-1.0	17	2706	158	-17	-1.0	17	2706	158	-17	-1.0	17	2706	158	-17	-1.0	17	2706	158	-17	-1.0	17	2706	158	-17	-1.0	17	2706	158	-17	-1.0	17	2706	158	-17	-1.0	17	2706	158	-17	-1.0	17	2706
