Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps
1536	-100	-50.0	2	36993	1536	-100	-50.0	2	36993	1536	-100	-50.0	2	36993
1537	-100	-50.0	2	36995	1537	-100	-50.0	2	36995	1537	-100	-50.0	2	36995
1538	-30	-0.9090909090909091	33	37028	1538	-30	-0.9090909090909091	33	37028	1538	-30	-0.9090909090909091	33	37028
1539	71	2.1515151515151514	33	37061	1539	71	2.1515151515151514	33	37061	1539	71	2.1515151515151514	33	37061
1540	-100	-50.0	2	37063	1540	-100	-50.0	2	37063	1540	-100	-50.0	2	37063
1541	-128	-4.266666666666667	30	37093	1541	-128	-4.266666666666667	30	37093	1541	-128	-4.266666666666667	30	37093
1542	470	3.381294964028777	139	37232	1542	470	3.381294964028777	139	37232	1542	470	3.381294964028777	139	37232
1543	-127	-4.379310344827586	29	37261	1543	-127	-4.379310344827586	29	37261	1543	-127	-4.379310344827586	29	37261
1544	-100	-50.0	2	37263	1544	-100	-50.0	2	37263	1544	-100	-50.0	2	37263
1545	141	2.203125	64	37327	1545	141	2.203125	64	37327	1545	141	2.203125	64	37327
1546	-113	-7.533333333333333	15	37342	1546	-113	-7.533333333333333	15	37342	1546	-113	-7.533333333333333	15	37342
1547	-51	-0.9444444444444444	54	37396	1547	-51	-0.9444444444444444	54	37396	1547	-51	-0.9444444444444444	54	37396
1548	-100	-50.0	2	37398	1548	-100	-50.0	2	37398	1548	-100	-50.0	2	37398
1549	-100	-50.0	2	37400	1549	-100	-50.0	2	37400	1549	-100	-50.0	2	37400
1550	-114	-7.125	16	37416	1550	-114	-7.125	16	37416	1550	-114	-7.125	16	37416
1551	-100	-50.0	2	37418	1551	-100	-50.0	2	37418	1551	-100	-50.0	2	37418
1552	-100	-50.0	2	37420	1552	-100	-50.0	2	37420	1552	-100	-50.0	2	37420
1553	198	1.8333333333333333	108	37528	1553	198	1.8333333333333333	108	37528	1553	198	1.8333333333333333	108	37528
1554	28	0.3684210526315789	76	37604	1554	28	0.3684210526315789	76	37604	1554	28	0.3684210526315789	76	37604
1555	-118	-5.9	20	37624	1555	-118	-5.9	20	37624	1555	-118	-5.9	20	37624
1556	-100	-50.0	2	37626	1556	-100	-50.0	2	37626	1556	-100	-50.0	2	37626
1557	-27	-0.9	30	37656	1557	-27	-0.9	30	37656	1557	-27	-0.9	30	37656
1558	119	1.3837209302325582	86	37742	1558	119	1.3837209302325582	86	37742	1558	119	1.3837209302325582	86	37742
1559	161	3.659090909090909	44	37786	1559	161	3.659090909090909	44	37786	1559	161	3.659090909090909	44	37786
1560	-101	-33.666666666666664	3	37789	1560	-101	-33.666666666666664	3	37789	1560	-101	-33.666666666666664	3	37789
1561	166	4.256410256410256	39	37828	1561	166	4.256410256410256	39	37828	1561	166	4.256410256410256	39	37828
1562	151	2.7962962962962963	54	37882	1562	151	2.7962962962962963	54	37882	1562	151	2.7962962962962963	54	37882
1563	52	1.0	52	37934	1563	52	1.0	52	37934	1563	52	1.0	52	37934
1564	56	1.1666666666666667	48	37982	1564	56	1.1666666666666667	48	37982	1564	56	1.1666666666666667	48	37982
1565	-101	-33.666666666666664	3	37985	1565	-101	-33.666666666666664	3	37985	1565	-101	-33.666666666666664	3	37985
1566	444	6.9375	64	38049	1566	444	6.9375	64	38049	1566	444	6.9375	64	38049
1567	-103	-20.6	5	38054	1567	-103	-20.6	5	38054	1567	-103	-20.6	5	38054
1568	-113	-7.533333333333333	15	38069	1568	-113	-7.533333333333333	15	38069	1568	-113	-7.533333333333333	15	38069
1569	-29	-0.90625	32	38101	1569	-29	-0.90625	32	38101	1569	-29	-0.90625	32	38101
1570	132	1.8082191780821917	73	38174	1570	132	1.8082191780821917	73	38174	1570	132	1.8082191780821917	73	38174
1571	54	1.08	50	38224	1571	54	1.08	50	38224	1571	54	1.08	50	38224
1572	-100	-50.0	2	38226	1572	-100	-50.0	2	38226	1572	-100	-50.0	2	38226
1573	-107	-11.88888888888889	9	38235	1573	-107	-11.88888888888889	9	38235	1573	-107	-11.88888888888889	9	38235
1574	-100	-50.0	2	38237	1574	-100	-50.0	2	38237	1574	-100	-50.0	2	38237
1575	134	1.8873239436619718	71	38308	1575	134	1.8873239436619718	71	38308	1575	134	1.8873239436619718	71	38308
1576	-100	-50.0	2	38310	1576	-100	-50.0	2	38310	1576	-100	-50.0	2	38310
1577	-25	-0.8928571428571429	28	38338	1577	-25	-0.8928571428571429	28	38338	1577	-25	-0.8928571428571429	28	38338
1578	232	3.135135135135135	74	38412	1578	232	3.135135135135135	74	38412	1578	232	3.135135135135135	74	38412
1579	-102	-25.5	4	38416	1579	-102	-25.5	4	38416	1579	-102	-25.5	4	38416
1580	-44	-0.9361702127659575	47	38463	1580	-44	-0.9361702127659575	47	38463	1580	-44	-0.9361702127659575	47	38463
1581	-107	-11.88888888888889	9	38472	1581	-107	-11.88888888888889	9	38472	1581	-107	-11.88888888888889	9	38472
1582	203	1.970873786407767	103	38575	1582	203	1.970873786407767	103	38575	1582	203	1.970873786407767	103	38575
1583	-104	-17.333333333333332	6	38581	1583	-104	-17.333333333333332	6	38581	1583	-104	-17.333333333333332	6	38581
1584	331	4.355263157894737	76	38657	1584	331	4.355263157894737	76	38657	1584	331	4.355263157894737	76	38657
1585	132	1.8082191780821917	73	38730	1585	132	1.8082191780821917	73	38730	1585	132	1.8082191780821917	73	38730
1586	157	3.2708333333333335	48	38778	1586	157	3.2708333333333335	48	38778	1586	157	3.2708333333333335	48	38778
1587	144	2.360655737704918	61	38839	1587	144	2.360655737704918	61	38839	1587	144	2.360655737704918	61	38839
1588	79	3.16	25	38864	1588	79	3.16	25	38864	1588	79	3.16	25	38864
1589	60	1.3636363636363635	44	38908	1589	60	1.3636363636363635	44	38908	1589	60	1.3636363636363635	44	38908
1590	-100	-50.0	2	38910	1590	-100	-50.0	2	38910	1590	-100	-50.0	2	38910
1591	-35	-0.9210526315789473	38	38948	1591	-35	-0.9210526315789473	38	38948	1591	-35	-0.9210526315789473	38	38948
1592	235	3.3098591549295775	71	39019	1592	235	3.3098591549295775	71	39019	1592	235	3.3098591549295775	71	39019
1593	-109	-9.909090909090908	11	39030	1593	-109	-9.909090909090908	11	39030	1593	-109	-9.909090909090908	11	39030
1594	2	0.0196078431372549	102	39132	1594	2	0.0196078431372549	102	39132	1594	2	0.0196078431372549	102	39132
1595	-108	-10.8	10	39142	1595	-108	-10.8	10	39142	1595	-108	-10.8	10	39142
1596	128	1.6623376623376624	77	39219	1596	128	1.6623376623376624	77	39219	1596	128	1.6623376623376624	77	39219
1597	-100	-50.0	2	39221	1597	-100	-50.0	2	39221	1597	-100	-50.0	2	39221
1598	290	2.4786324786324787	117	39338	1598	290	2.4786324786324787	117	39338	1598	290	2.4786324786324787	117	39338
1599	24	0.3	80	39418	1599	24	0.3	80	39418	1599	24	0.3	80	39418
1600	21	0.25301204819277107	83	39501	1600	21	0.25301204819277107	83	39501	1600	21	0.25301204819277107	83	39501
1601	143	2.306451612903226	62	39563	1601	143	2.306451612903226	62	39563	1601	143	2.306451612903226	62	39563
1602	-26	-0.896551724137931	29	39592	1602	-26	-0.896551724137931	29	39592	1602	-26	-0.896551724137931	29	39592
1603	-100	-50.0	2	39594	1603	-100	-50.0	2	39594	1603	-100	-50.0	2	39594
1604	-100	-50.0	2	39596	1604	-100	-50.0	2	39596	1604	-100	-50.0	2	39596
1605	-109	-9.909090909090908	11	39607	1605	-109	-9.909090909090908	11	39607	1605	-109	-9.909090909090908	11	39607
1606	-31	-0.9117647058823529	34	39641	1606	-31	-0.9117647058823529	34	39641	1606	-31	-0.9117647058823529	34	39641
1607	103	1.0098039215686274	102	39743	1607	103	1.0098039215686274	102	39743	1607	103	1.0098039215686274	102	39743
1608	-114	-7.125	16	39759	1608	-114	-7.125	16	39759	1608	-114	-7.125	16	39759
1609	-100	-50.0	2	39761	1609	-100	-50.0	2	39761	1609	-100	-50.0	2	39761
1610	-100	-50.0	2	39763	1610	-100	-50.0	2	39763	1610	-100	-50.0	2	39763
1611	-30	-0.9090909090909091	33	39796	1611	-30	-0.9090909090909091	33	39796	1611	-30	-0.9090909090909091	33	39796
1612	-40	-0.9302325581395349	43	39839	1612	-40	-0.9302325581395349	43	39839	1612	-40	-0.9302325581395349	43	39839
1613	-42	-0.9333333333333333	45	39884	1613	-42	-0.9333333333333333	45	39884	1613	-42	-0.9333333333333333	45	39884
1614	36	0.5294117647058824	68	39952	1614	36	0.5294117647058824	68	39952	1614	36	0.5294117647058824	68	39952
1615	42	0.6774193548387096	62	40014	1615	42	0.6774193548387096	62	40014	1615	42	0.6774193548387096	62	40014
1616	-106	-13.25	8	40022	1616	-106	-13.25	8	40022	1616	-106	-13.25	8	40022
1617	-13	-0.8125	16	40038	1617	-13	-0.8125	16	40038	1617	-13	-0.8125	16	40038
1618	60	1.3636363636363635	44	40082	1618	60	1.3636363636363635	44	40082	1618	60	1.3636363636363635	44	40082
1619	-20	-0.8695652173913043	23	40105	1619	-20	-0.8695652173913043	23	40105	1619	-20	-0.8695652173913043	23	40105
1620	-16	-0.8421052631578947	19	40124	1620	-16	-0.8421052631578947	19	40124	1620	-16	-0.8421052631578947	19	40124
1621	-38	-0.926829268292683	41	40165	1621	-38	-0.926829268292683	41	40165	1621	-38	-0.926829268292683	41	40165
1622	-28	-0.9032258064516129	31	40196	1622	-28	-0.9032258064516129	31	40196	1622	-28	-0.9032258064516129	31	40196
1623	60	1.3636363636363635	44	40240	1623	60	1.3636363636363635	44	40240	1623	60	1.3636363636363635	44	40240
1624	160	3.5555555555555554	45	40285	1624	160	3.5555555555555554	45	40285	1624	160	3.5555555555555554	45	40285
1625	241	3.707692307692308	65	40350	1625	241	3.707692307692308	65	40350	1625	241	3.707692307692308	65	40350
1626	79	3.16	25	40375	1626	79	3.16	25	40375	1626	79	3.16	25	40375
1627	-101	-33.666666666666664	3	40378	1627	-101	-33.666666666666664	3	40378	1627	-101	-33.666666666666664	3	40378
1628	-100	-50.0	2	40380	1628	-100	-50.0	2	40380	1628	-100	-50.0	2	40380
1629	140	2.1538461538461537	65	40445	1629	140	2.1538461538461537	65	40445	1629	140	2.1538461538461537	65	40445
1630	344	5.4603174603174605	63	40508	1630	344	5.4603174603174605	63	40508	1630	344	5.4603174603174605	63	40508
1631	332	4.426666666666667	75	40583	1631	332	4.426666666666667	75	40583	1631	332	4.426666666666667	75	40583
1632	78	3.0	26	40609	1632	78	3.0	26	40609	1632	78	3.0	26	40609
1633	70	2.0588235294117645	34	40643	1633	70	2.0588235294117645	34	40643	1633	70	2.0588235294117645	34	40643
1634	57	1.2127659574468086	47	40690	1634	57	1.2127659574468086	47	40690	1634	57	1.2127659574468086	47	40690
1635	-104	-17.333333333333332	6	40696	1635	-104	-17.333333333333332	6	40696	1635	-104	-17.333333333333332	6	40696
1636	56	1.1666666666666667	48	40744	1636	56	1.1666666666666667	48	40744	1636	56	1.1666666666666667	48	40744
1637	-102	-25.5	4	40748	1637	-102	-25.5	4	40748	1637	-102	-25.5	4	40748
1638	71	2.1515151515151514	33	40781	1638	71	2.1515151515151514	33	40781	1638	71	2.1515151515151514	33	40781
1639	158	3.3617021276595747	47	40828	1639	158	3.3617021276595747	47	40828	1639	158	3.3617021276595747	47	40828
1640	-100	-50.0	2	40830	1640	-100	-50.0	2	40830	1640	-100	-50.0	2	40830
1641	480	3.7209302325581395	129	40959	1641	480	3.7209302325581395	129	40959	1641	480	3.7209302325581395	129	40959
1642	545	3.303030303030303	165	41124	1642	545	3.303030303030303	165	41124	1642	545	3.303030303030303	165	41124
1643	-89	-0.967391304347826	92	41216	1643	-89	-0.967391304347826	92	41216	1643	-89	-0.967391304347826	92	41216
1644	-142	-3.227272727272727	44	41260	1644	-142	-3.227272727272727	44	41260	1644	-142	-3.227272727272727	44	41260
1645	213	2.2903225806451615	93	41353	1645	213	2.2903225806451615	93	41353	1645	213	2.2903225806451615	93	41353
1646	-108	-10.8	10	41363	1646	-108	-10.8	10	41363	1646	-108	-10.8	10	41363
1647	-111	-8.538461538461538	13	41376	1647	-111	-8.538461538461538	13	41376	1647	-111	-8.538461538461538	13	41376
1648	-7	-0.7	10	41386	1648	-7	-0.7	10	41386	1648	-7	-0.7	10	41386
1649	-100	-50.0	2	41388	1649	-100	-50.0	2	41388	1649	-100	-50.0	2	41388
1650	-100	-50.0	2	41390	1650	-100	-50.0	2	41390	1650	-100	-50.0	2	41390
1651	67	1.8108108108108107	37	41427	1651	67	1.8108108108108107	37	41427	1651	67	1.8108108108108107	37	41427
1652	34	0.4857142857142857	70	41497	1652	34	0.4857142857142857	70	41497	1652	34	0.4857142857142857	70	41497
1653	245	4.016393442622951	61	41558	1653	245	4.016393442622951	61	41558	1653	245	4.016393442622951	61	41558
1654	75	2.586206896551724	29	41587	1654	75	2.586206896551724	29	41587	1654	75	2.586206896551724	29	41587
1655	54	1.08	50	41637	1655	54	1.08	50	41637	1655	54	1.08	50	41637
1656	10	0.10638297872340426	94	41731	1656	10	0.10638297872340426	94	41731	1656	10	0.10638297872340426	94	41731
1657	-101	-33.666666666666664	3	41734	1657	-101	-33.666666666666664	3	41734	1657	-101	-33.666666666666664	3	41734
1658	424	5.0476190476190474	84	41818	1658	424	5.0476190476190474	84	41818	1658	424	5.0476190476190474	84	41818
1659	133	1.8472222222222223	72	41890	1659	133	1.8472222222222223	72	41890	1659	133	1.8472222222222223	72	41890
1660	-100	-50.0	2	41892	1660	-100	-50.0	2	41892	1660	-100	-50.0	2	41892
1661	198	1.8333333333333333	108	42000	1661	198	1.8333333333333333	108	42000	1661	198	1.8333333333333333	108	42000
1662	71	2.1515151515151514	33	42033	1662	71	2.1515151515151514	33	42033	1662	71	2.1515151515151514	33	42033
1663	230	3.026315789473684	76	42109	1663	230	3.026315789473684	76	42109	1663	230	3.026315789473684	76	42109
1664	-44	-0.9361702127659575	47	42156	1664	-44	-0.9361702127659575	47	42156	1664	-44	-0.9361702127659575	47	42156
1665	-107	-11.88888888888889	9	42165	1665	-107	-11.88888888888889	9	42165	1665	-107	-11.88888888888889	9	42165
1666	-60	-0.9523809523809523	63	42228	1666	-60	-0.9523809523809523	63	42228	1666	-60	-0.9523809523809523	63	42228
1667	-15	-0.8333333333333334	18	42246	1667	-15	-0.8333333333333334	18	42246	1667	-15	-0.8333333333333334	18	42246
1668	-37	-0.925	40	42286	1668	-37	-0.925	40	42286	1668	-37	-0.925	40	42286
1669	51	0.9622641509433962	53	42339	1669	51	0.9622641509433962	53	42339	1669	51	0.9622641509433962	53	42339
1670	148	2.5964912280701755	57	42396	1670	148	2.5964912280701755	57	42396	1670	148	2.5964912280701755	57	42396
1671	-104	-17.333333333333332	6	42402	1671	-104	-17.333333333333332	6	42402	1671	-104	-17.333333333333332	6	42402
1672	-100	-50.0	2	42404	1672	-100	-50.0	2	42404	1672	-100	-50.0	2	42404
1673	42	0.6774193548387096	62	42466	1673	42	0.6774193548387096	62	42466	1673	42	0.6774193548387096	62	42466
1674	-103	-20.6	5	42471	1674	-103	-20.6	5	42471	1674	-103	-20.6	5	42471
1675	-100	-50.0	2	42473	1675	-100	-50.0	2	42473	1675	-100	-50.0	2	42473
1676	-103	-20.6	5	42478	1676	-103	-20.6	5	42478	1676	-103	-20.6	5	42478
1677	-100	-50.0	2	42480	1677	-100	-50.0	2	42480	1677	-100	-50.0	2	42480
1678	-104	-17.333333333333332	6	42486	1678	-104	-17.333333333333332	6	42486	1678	-104	-17.333333333333332	6	42486
1679	-100	-50.0	2	42488	1679	-100	-50.0	2	42488	1679	-100	-50.0	2	42488
1680	-100	-50.0	2	42490	1680	-100	-50.0	2	42490	1680	-100	-50.0	2	42490
1681	391	3.341880341880342	117	42607	1681	391	3.341880341880342	117	42607	1681	391	3.341880341880342	117	42607
1682	-100	-50.0	2	42609	1682	-100	-50.0	2	42609	1682	-100	-50.0	2	42609
1683	-100	-50.0	2	42611	1683	-100	-50.0	2	42611	1683	-100	-50.0	2	42611
1684	-100	-50.0	2	42613	1684	-100	-50.0	2	42613	1684	-100	-50.0	2	42613
1685	-9	-0.75	12	42625	1685	-9	-0.75	12	42625	1685	-9	-0.75	12	42625
1686	132	1.8082191780821917	73	42698	1686	132	1.8082191780821917	73	42698	1686	132	1.8082191780821917	73	42698
1687	31	0.4246575342465753	73	42771	1687	31	0.4246575342465753	73	42771	1687	31	0.4246575342465753	73	42771
1688	233	3.191780821917808	73	42844	1688	233	3.191780821917808	73	42844	1688	233	3.191780821917808	73	42844
1689	-109	-9.909090909090908	11	42855	1689	-109	-9.909090909090908	11	42855	1689	-109	-9.909090909090908	11	42855
1690	-111	-8.538461538461538	13	42868	1690	-111	-8.538461538461538	13	42868	1690	-111	-8.538461538461538	13	42868
1691	51	0.9622641509433962	53	42921	1691	51	0.9622641509433962	53	42921	1691	51	0.9622641509433962	53	42921
1692	140	2.1538461538461537	65	42986	1692	140	2.1538461538461537	65	42986	1692	140	2.1538461538461537	65	42986
1693	125	1.5625	80	43066	1693	125	1.5625	80	43066	1693	125	1.5625	80	43066
1694	-25	-0.8928571428571429	28	43094	1694	-25	-0.8928571428571429	28	43094	1694	-25	-0.8928571428571429	28	43094
1695	80	3.3333333333333335	24	43118	1695	80	3.3333333333333335	24	43118	1695	80	3.3333333333333335	24	43118
1696	-100	-50.0	2	43120	1696	-100	-50.0	2	43120	1696	-100	-50.0	2	43120
1697	87	5.117647058823529	17	43137	1697	87	5.117647058823529	17	43137	1697	87	5.117647058823529	17	43137
1698	-114	-7.125	16	43153	1698	-114	-7.125	16	43153	1698	-114	-7.125	16	43153
1699	-100	-50.0	2	43155	1699	-100	-50.0	2	43155	1699	-100	-50.0	2	43155
1700	-126	-4.5	28	43183	1700	-126	-4.5	28	43183	1700	-126	-4.5	28	43183
1701	-31	-0.9117647058823529	34	43217	1701	-31	-0.9117647058823529	34	43217	1701	-31	-0.9117647058823529	34	43217
1702	725	8.430232558139535	86	43303	1702	725	8.430232558139535	86	43303	1702	725	8.430232558139535	86	43303
1703	25	0.31645569620253167	79	43382	1703	25	0.31645569620253167	79	43382	1703	25	0.31645569620253167	79	43382
1704	-24	-0.8888888888888888	27	43409	1704	-24	-0.8888888888888888	27	43409	1704	-24	-0.8888888888888888	27	43409
1705	-59	-0.9516129032258065	62	43471	1705	-59	-0.9516129032258065	62	43471	1705	-59	-0.9516129032258065	62	43471
1706	126	1.5949367088607596	79	43550	1706	126	1.5949367088607596	79	43550	1706	126	1.5949367088607596	79	43550
1707	168	4.54054054054054	37	43587	1707	168	4.54054054054054	37	43587	1707	168	4.54054054054054	37	43587
1708	-119	-5.666666666666667	21	43608	1708	-119	-5.666666666666667	21	43608	1708	-119	-5.666666666666667	21	43608
1709	42	0.6774193548387096	62	43670	1709	42	0.6774193548387096	62	43670	1709	42	0.6774193548387096	62	43670
1710	-29	-0.90625	32	43702	1710	-29	-0.90625	32	43702	1710	-29	-0.90625	32	43702
1711	292	2.5391304347826087	115	43817	1711	292	2.5391304347826087	115	43817	1711	292	2.5391304347826087	115	43817
1712	-118	-5.9	20	43837	1712	-118	-5.9	20	43837	1712	-118	-5.9	20	43837
1713	117	1.3295454545454546	88	43925	1713	117	1.3295454545454546	88	43925	1713	117	1.3295454545454546	88	43925
1714	123	1.5	82	44007	1714	123	1.5	82	44007	1714	123	1.5	82	44007
1715	-16	-0.8421052631578947	19	44026	1715	-16	-0.8421052631578947	19	44026	1715	-16	-0.8421052631578947	19	44026
1716	-100	-50.0	2	44028	1716	-100	-50.0	2	44028	1716	-100	-50.0	2	44028
1717	-20	-0.8695652173913043	23	44051	1717	-20	-0.8695652173913043	23	44051	1717	-20	-0.8695652173913043	23	44051
1718	79	3.16	25	44076	1718	79	3.16	25	44076	1718	79	3.16	25	44076
1719	62	1.4761904761904763	42	44118	1719	62	1.4761904761904763	42	44118	1719	62	1.4761904761904763	42	44118
1720	67	1.8108108108108107	37	44155	1720	67	1.8108108108108107	37	44155	1720	67	1.8108108108108107	37	44155
1721	-100	-50.0	2	44157	1721	-100	-50.0	2	44157	1721	-100	-50.0	2	44157
1722	-113	-7.533333333333333	15	44172	1722	-113	-7.533333333333333	15	44172	1722	-113	-7.533333333333333	15	44172
1723	-106	-13.25	8	44180	1723	-106	-13.25	8	44180	1723	-106	-13.25	8	44180
1724	-100	-50.0	2	44182	1724	-100	-50.0	2	44182	1724	-100	-50.0	2	44182
1725	-103	-20.6	5	44187	1725	-103	-20.6	5	44187	1725	-103	-20.6	5	44187
1726	35	0.5072463768115942	69	44256	1726	35	0.5072463768115942	69	44256	1726	35	0.5072463768115942	69	44256
1727	-120	-5.454545454545454	22	44278	1727	-120	-5.454545454545454	22	44278	1727	-120	-5.454545454545454	22	44278
1728	-29	-0.90625	32	44310	1728	-29	-0.90625	32	44310	1728	-29	-0.90625	32	44310
1729	-100	-50.0	2	44312	1729	-100	-50.0	2	44312	1729	-100	-50.0	2	44312
1730	-101	-33.666666666666664	3	44315	1730	-101	-33.666666666666664	3	44315	1730	-101	-33.666666666666664	3	44315
1731	36	0.5294117647058824	68	44383	1731	36	0.5294117647058824	68	44383	1731	36	0.5294117647058824	68	44383
1732	-145	-3.0851063829787235	47	44430	1732	-145	-3.0851063829787235	47	44430	1732	-145	-3.0851063829787235	47	44430
1733	-100	-50.0	2	44432	1733	-100	-50.0	2	44432	1733	-100	-50.0	2	44432
1734	-100	-50.0	2	44434	1734	-100	-50.0	2	44434	1734	-100	-50.0	2	44434
1735	-100	-50.0	2	44436	1735	-100	-50.0	2	44436	1735	-100	-50.0	2	44436
1736	164	4.0	41	44477	1736	164	4.0	41	44477	1736	164	4.0	41	44477
1737	-100	-50.0	2	44479	1737	-100	-50.0	2	44479	1737	-100	-50.0	2	44479
1738	157	3.2708333333333335	48	44527	1738	157	3.2708333333333335	48	44527	1738	157	3.2708333333333335	48	44527
1739	221	2.6	85	44612	1739	221	2.6	85	44612	1739	221	2.6	85	44612
1740	140	2.1538461538461537	65	44677	1740	140	2.1538461538461537	65	44677	1740	140	2.1538461538461537	65	44677
1741	-100	-50.0	2	44679	1741	-100	-50.0	2	44679	1741	-100	-50.0	2	44679
1742	-100	-50.0	2	44681	1742	-100	-50.0	2	44681	1742	-100	-50.0	2	44681
1743	-146	-3.0416666666666665	48	44729	1743	-146	-3.0416666666666665	48	44729	1743	-146	-3.0416666666666665	48	44729
1744	-115	-6.764705882352941	17	44746	1744	-115	-6.764705882352941	17	44746	1744	-115	-6.764705882352941	17	44746
1745	159	3.4565217391304346	46	44792	1745	159	3.4565217391304346	46	44792	1745	159	3.4565217391304346	46	44792
1746	81	3.5217391304347827	23	44815	1746	81	3.5217391304347827	23	44815	1746	81	3.5217391304347827	23	44815
1747	-121	-5.260869565217392	23	44838	1747	-121	-5.260869565217392	23	44838	1747	-121	-5.260869565217392	23	44838
1748	-121	-5.260869565217392	23	44861	1748	-121	-5.260869565217392	23	44861	1748	-121	-5.260869565217392	23	44861
1749	129	1.6973684210526316	76	44937	1749	129	1.6973684210526316	76	44937	1749	129	1.6973684210526316	76	44937
1750	189	1.6153846153846154	117	45054	1750	189	1.6153846153846154	117	45054	1750	189	1.6153846153846154	117	45054
1751	58	1.2608695652173914	46	45100	1751	58	1.2608695652173914	46	45100	1751	58	1.2608695652173914	46	45100
1752	206	2.06	100	45200	1752	206	2.06	100	45200	1752	206	2.06	100	45200
1753	-113	-7.533333333333333	15	45215	1753	-113	-7.533333333333333	15	45215	1753	-113	-7.533333333333333	15	45215
1754	326	4.0246913580246915	81	45296	1754	326	4.0246913580246915	81	45296	1754	326	4.0246913580246915	81	45296
1755	84	0.6942148760330579	121	45417	1755	84	0.6942148760330579	121	45417	1755	84	0.6942148760330579	121	45417
1756	144	2.360655737704918	61	45478	1756	144	2.360655737704918	61	45478	1756	144	2.360655737704918	61	45478
1757	65	1.6666666666666667	39	45517	1757	65	1.6666666666666667	39	45517	1757	65	1.6666666666666667	39	45517
1758	-110	-9.166666666666666	12	45529	1758	-110	-9.166666666666666	12	45529	1758	-110	-9.166666666666666	12	45529
1759	-105	-15.0	7	45536	1759	-105	-15.0	7	45536	1759	-105	-15.0	7	45536
1760	232	3.135135135135135	74	45610	1760	232	3.135135135135135	74	45610	1760	232	3.135135135135135	74	45610
1761	-17	-0.85	20	45630	1761	-17	-0.85	20	45630	1761	-17	-0.85	20	45630
1762	115	1.2777777777777777	90	45720	1762	115	1.2777777777777777	90	45720	1762	115	1.2777777777777777	90	45720
1763	-116	-6.444444444444445	18	45738	1763	-116	-6.444444444444445	18	45738	1763	-116	-6.444444444444445	18	45738
1764	-24	-0.8888888888888888	27	45765	1764	-24	-0.8888888888888888	27	45765	1764	-24	-0.8888888888888888	27	45765
1765	14	0.15555555555555556	90	45855	1765	14	0.15555555555555556	90	45855	1765	14	0.15555555555555556	90	45855
1766	-103	-20.6	5	45860	1766	-103	-20.6	5	45860	1766	-103	-20.6	5	45860
1767	-106	-13.25	8	45868	1767	-106	-13.25	8	45868	1767	-106	-13.25	8	45868
1768	-21	-0.875	24	45892	1768	-21	-0.875	24	45892	1768	-21	-0.875	24	45892
1769	129	1.6973684210526316	76	45968	1769	129	1.6973684210526316	76	45968	1769	129	1.6973684210526316	76	45968
1770	59	1.3111111111111111	45	46013	1770	59	1.3111111111111111	45	46013	1770	59	1.3111111111111111	45	46013
1771	386	3.1639344262295084	122	46135	1771	386	3.1639344262295084	122	46135	1771	386	3.1639344262295084	122	46135
1772	-100	-50.0	2	46137	1772	-100	-50.0	2	46137	1772	-100	-50.0	2	46137
1773	417	4.582417582417582	91	46228	1773	417	4.582417582417582	91	46228	1773	417	4.582417582417582	91	46228
1774	-100	-50.0	2	46230	1774	-100	-50.0	2	46230	1774	-100	-50.0	2	46230
1775	-102	-25.5	4	46234	1775	-102	-25.5	4	46234	1775	-102	-25.5	4	46234
1776	135	1.9285714285714286	70	46304	1776	135	1.9285714285714286	70	46304	1776	135	1.9285714285714286	70	46304
1777	52	1.0	52	46356	1777	52	1.0	52	46356	1777	52	1.0	52	46356
1778	63	1.5365853658536586	41	46397	1778	63	1.5365853658536586	41	46397	1778	63	1.5365853658536586	41	46397
1779	-100	-50.0	2	46399	1779	-100	-50.0	2	46399	1779	-100	-50.0	2	46399
1780	287	2.3916666666666666	120	46519	1780	287	2.3916666666666666	120	46519	1780	287	2.3916666666666666	120	46519
1781	-127	-4.379310344827586	29	46548	1781	-127	-4.379310344827586	29	46548	1781	-127	-4.379310344827586	29	46548
1782	-15	-0.8333333333333334	18	46566	1782	-15	-0.8333333333333334	18	46566	1782	-15	-0.8333333333333334	18	46566
1783	-102	-25.5	4	46570	1783	-102	-25.5	4	46570	1783	-102	-25.5	4	46570
1784	43	0.7049180327868853	61	46631	1784	43	0.7049180327868853	61	46631	1784	43	0.7049180327868853	61	46631
1785	-109	-9.909090909090908	11	46642	1785	-109	-9.909090909090908	11	46642	1785	-109	-9.909090909090908	11	46642
1786	88	0.7521367521367521	117	46759	1786	88	0.7521367521367521	117	46759	1786	88	0.7521367521367521	117	46759
1787	-100	-50.0	2	46761	1787	-100	-50.0	2	46761	1787	-100	-50.0	2	46761
1788	53	1.0392156862745099	51	46812	1788	53	1.0392156862745099	51	46812	1788	53	1.0392156862745099	51	46812
1789	-100	-50.0	2	46814	1789	-100	-50.0	2	46814	1789	-100	-50.0	2	46814
1790	301	2.839622641509434	106	46920	1790	301	2.839622641509434	106	46920	1790	301	2.839622641509434	106	46920
1791	87	5.117647058823529	17	46937	1791	87	5.117647058823529	17	46937	1791	87	5.117647058823529	17	46937
1792	-101	-33.666666666666664	3	46940	1792	-101	-33.666666666666664	3	46940	1792	-101	-33.666666666666664	3	46940
