Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps
2630	699	6.241071428571429	112	83482	2630	699	6.241071428571429	112	83482	2630	699	6.241071428571429	112	83482
2631	902	8.126126126126126	111	83593	2631	902	8.126126126126126	111	83593	2631	902	8.126126126126126	111	83593
2632	60	1.3636363636363635	44	83637	2632	60	1.3636363636363635	44	83637	2632	60	1.3636363636363635	44	83637
2633	148	2.5964912280701755	57	83694	2633	148	2.5964912280701755	57	83694	2633	148	2.5964912280701755	57	83694
2634	585	4.68	125	83819	2634	585	4.68	125	83819	2634	585	4.68	125	83819
2635	865	5.844594594594595	148	83967	2635	865	5.844594594594595	148	83967	2635	865	5.844594594594595	148	83967
2636	-100	-50.0	2	83969	2636	-100	-50.0	2	83969	2636	-100	-50.0	2	83969
2637	-100	-50.0	2	83971	2637	-100	-50.0	2	83971	2637	-100	-50.0	2	83971
2638	509	5.09	100	84071	2638	509	5.09	100	84071	2638	509	5.09	100	84071
2639	-104	-17.333333333333332	6	84077	2639	-104	-17.333333333333332	6	84077	2639	-104	-17.333333333333332	6	84077
2640	-100	-50.0	2	84079	2640	-100	-50.0	2	84079	2640	-100	-50.0	2	84079
2641	-100	-50.0	2	84081	2641	-100	-50.0	2	84081	2641	-100	-50.0	2	84081
2642	53	1.0392156862745099	51	84132	2642	53	1.0392156862745099	51	84132	2642	53	1.0392156862745099	51	84132
2643	-25	-0.8928571428571429	28	84160	2643	-25	-0.8928571428571429	28	84160	2643	-25	-0.8928571428571429	28	84160
2644	394	3.456140350877193	114	84274	2644	394	3.456140350877193	114	84274	2644	394	3.456140350877193	114	84274
2645	73	2.3548387096774195	31	84305	2645	73	2.3548387096774195	31	84305	2645	73	2.3548387096774195	31	84305
2646	536	7.342465753424658	73	84378	2646	536	7.342465753424658	73	84378	2646	536	7.342465753424658	73	84378
2647	-121	-5.260869565217392	23	84401	2647	-121	-5.260869565217392	23	84401	2647	-121	-5.260869565217392	23	84401
2648	-104	-17.333333333333332	6	84407	2648	-104	-17.333333333333332	6	84407	2648	-104	-17.333333333333332	6	84407
2649	427	5.271604938271605	81	84488	2649	427	5.271604938271605	81	84488	2649	427	5.271604938271605	81	84488
2650	91	7.0	13	84501	2650	91	7.0	13	84501	2650	91	7.0	13	84501
2651	-120	-5.454545454545454	22	84523	2651	-120	-5.454545454545454	22	84523	2651	-120	-5.454545454545454	22	84523
2652	251	4.5636363636363635	55	84578	2652	251	4.5636363636363635	55	84578	2652	251	4.5636363636363635	55	84578
2653	443	6.815384615384615	65	84643	2653	443	6.815384615384615	65	84643	2653	443	6.815384615384615	65	84643
2654	512	5.278350515463917	97	84740	2654	512	5.278350515463917	97	84740	2654	512	5.278350515463917	97	84740
2655	409	4.1313131313131315	99	84839	2655	409	4.1313131313131315	99	84839	2655	409	4.1313131313131315	99	84839
2656	435	5.958904109589041	73	84912	2656	435	5.958904109589041	73	84912	2656	435	5.958904109589041	73	84912
2657	515	5.4787234042553195	94	85006	2657	515	5.4787234042553195	94	85006	2657	515	5.4787234042553195	94	85006
2658	-26	-0.896551724137931	29	85035	2658	-26	-0.896551724137931	29	85035	2658	-26	-0.896551724137931	29	85035
2659	72	2.25	32	85067	2659	72	2.25	32	85067	2659	72	2.25	32	85067
2660	-117	-6.157894736842105	19	85086	2660	-117	-6.157894736842105	19	85086	2660	-117	-6.157894736842105	19	85086
2661	-100	-50.0	2	85088	2661	-100	-50.0	2	85088	2661	-100	-50.0	2	85088
2662	254	4.884615384615385	52	85140	2662	254	4.884615384615385	52	85140	2662	254	4.884615384615385	52	85140
2663	1068	7.26530612244898	147	85287	2663	1068	7.26530612244898	147	85287	2663	1068	7.26530612244898	147	85287
2664	-104	-17.333333333333332	6	85293	2664	-104	-17.333333333333332	6	85293	2664	-104	-17.333333333333332	6	85293
2665	433	5.773333333333333	75	85368	2665	433	5.773333333333333	75	85368	2665	433	5.773333333333333	75	85368
2666	154	3.019607843137255	51	85419	2666	154	3.019607843137255	51	85419	2666	154	3.019607843137255	51	85419
2667	-9	-0.75	12	85431	2667	-9	-0.75	12	85431	2667	-9	-0.75	12	85431
2668	515	5.4787234042553195	94	85525	2668	515	5.4787234042553195	94	85525	2668	515	5.4787234042553195	94	85525
2669	623	7.160919540229885	87	85612	2669	623	7.160919540229885	87	85612	2669	623	7.160919540229885	87	85612
2670	244	3.935483870967742	62	85674	2670	244	3.935483870967742	62	85674	2670	244	3.935483870967742	62	85674
2671	260	5.6521739130434785	46	85720	2671	260	5.6521739130434785	46	85720	2671	260	5.6521739130434785	46	85720
2672	615	6.473684210526316	95	85815	2672	615	6.473684210526316	95	85815	2672	615	6.473684210526316	95	85815
2673	-1	-0.25	4	85819	2673	-1	-0.25	4	85819	2673	-1	-0.25	4	85819
2674	441	6.582089552238806	67	85886	2674	441	6.582089552238806	67	85886	2674	441	6.582089552238806	67	85886
2675	64	1.6	40	85926	2675	64	1.6	40	85926	2675	64	1.6	40	85926
2676	255	5.0	51	85977	2676	255	5.0	51	85977	2676	255	5.0	51	85977
2677	237	3.4347826086956523	69	86046	2677	237	3.4347826086956523	69	86046	2677	237	3.4347826086956523	69	86046
2678	-18	-0.8571428571428571	21	86067	2678	-18	-0.8571428571428571	21	86067	2678	-18	-0.8571428571428571	21	86067
2679	625	7.352941176470588	85	86152	2679	625	7.352941176470588	85	86152	2679	625	7.352941176470588	85	86152
2680	-31	-0.9117647058823529	34	86186	2680	-31	-0.9117647058823529	34	86186	2680	-31	-0.9117647058823529	34	86186
2681	-100	-50.0	2	86188	2681	-100	-50.0	2	86188	2681	-100	-50.0	2	86188
2682	166	4.256410256410256	39	86227	2682	166	4.256410256410256	39	86227	2682	166	4.256410256410256	39	86227
2683	-102	-25.5	4	86231	2683	-102	-25.5	4	86231	2683	-102	-25.5	4	86231
2684	412	4.291666666666667	96	86327	2684	412	4.291666666666667	96	86327	2684	412	4.291666666666667	96	86327
2685	53	1.0392156862745099	51	86378	2685	53	1.0392156862745099	51	86378	2685	53	1.0392156862745099	51	86378
2686	510	5.151515151515151	99	86477	2686	510	5.151515151515151	99	86477	2686	510	5.151515151515151	99	86477
2687	-100	-50.0	2	86479	2687	-100	-50.0	2	86479	2687	-100	-50.0	2	86479
2688	82	3.727272727272727	22	86501	2688	82	3.727272727272727	22	86501	2688	82	3.727272727272727	22	86501
2689	84	4.2	20	86521	2689	84	4.2	20	86521	2689	84	4.2	20	86521
2690	601	5.513761467889908	109	86630	2690	601	5.513761467889908	109	86630	2690	601	5.513761467889908	109	86630
2691	411	4.237113402061856	97	86727	2691	411	4.237113402061856	97	86727	2691	411	4.237113402061856	97	86727
2692	75	2.586206896551724	29	86756	2692	75	2.586206896551724	29	86756	2692	75	2.586206896551724	29	86756
2693	353	6.537037037037037	54	86810	2693	353	6.537037037037037	54	86810	2693	353	6.537037037037037	54	86810
2694	611	6.171717171717172	99	86909	2694	611	6.171717171717172	99	86909	2694	611	6.171717171717172	99	86909
2695	70	2.0588235294117645	34	86943	2695	70	2.0588235294117645	34	86943	2695	70	2.0588235294117645	34	86943
2696	-102	-25.5	4	86947	2696	-102	-25.5	4	86947	2696	-102	-25.5	4	86947
2697	75	2.586206896551724	29	86976	2697	75	2.586206896551724	29	86976	2697	75	2.586206896551724	29	86976
2698	1049	6.319277108433735	166	87142	2698	1049	6.319277108433735	166	87142	2698	1049	6.319277108433735	166	87142
2699	333	4.5	74	87216	2699	333	4.5	74	87216	2699	333	4.5	74	87216
2700	314	3.3763440860215055	93	87309	2700	314	3.3763440860215055	93	87309	2700	314	3.3763440860215055	93	87309
2701	1134	6.230769230769231	182	87491	2701	1134	6.230769230769231	182	87491	2701	1134	6.230769230769231	182	87491
2702	1022	5.295336787564767	193	87684	2702	1022	5.295336787564767	193	87684	2702	1022	5.295336787564767	193	87684
2703	359	7.479166666666667	48	87732	2703	359	7.479166666666667	48	87732	2703	359	7.479166666666667	48	87732
2704	-24	-0.8888888888888888	27	87759	2704	-24	-0.8888888888888888	27	87759	2704	-24	-0.8888888888888888	27	87759
2705	-100	-50.0	2	87761	2705	-100	-50.0	2	87761	2705	-100	-50.0	2	87761
2706	638	8.86111111111111	72	87833	2706	638	8.86111111111111	72	87833	2706	638	8.86111111111111	72	87833
2707	-100	-50.0	2	87835	2707	-100	-50.0	2	87835	2707	-100	-50.0	2	87835
2708	694	5.931623931623932	117	87952	2708	694	5.931623931623932	117	87952	2708	694	5.931623931623932	117	87952
2709	153	2.9423076923076925	52	88004	2709	153	2.9423076923076925	52	88004	2709	153	2.9423076923076925	52	88004
2710	75	2.586206896551724	29	88033	2710	75	2.586206896551724	29	88033	2710	75	2.586206896551724	29	88033
2711	79	3.16	25	88058	2711	79	3.16	25	88058	2711	79	3.16	25	88058
2712	643	9.597014925373134	67	88125	2712	643	9.597014925373134	67	88125	2712	643	9.597014925373134	67	88125
2713	307	3.07	100	88225	2713	307	3.07	100	88225	2713	307	3.07	100	88225
2714	-5	-0.625	8	88233	2714	-5	-0.625	8	88233	2714	-5	-0.625	8	88233
2715	160	3.5555555555555554	45	88278	2715	160	3.5555555555555554	45	88278	2715	160	3.5555555555555554	45	88278
2716	403	3.8380952380952382	105	88383	2716	403	3.8380952380952382	105	88383	2716	403	3.8380952380952382	105	88383
2717	547	3.355828220858896	163	88546	2717	547	3.355828220858896	163	88546	2717	547	3.355828220858896	163	88546
2718	-18	-0.8571428571428571	21	88567	2718	-18	-0.8571428571428571	21	88567	2718	-18	-0.8571428571428571	21	88567
2719	176	6.068965517241379	29	88596	2719	176	6.068965517241379	29	88596	2719	176	6.068965517241379	29	88596
2720	440	6.470588235294118	68	88664	2720	440	6.470588235294118	68	88664	2720	440	6.470588235294118	68	88664
2721	809	7.854368932038835	103	88767	2721	809	7.854368932038835	103	88767	2721	809	7.854368932038835	103	88767
2722	1242	7.097142857142857	175	88942	2722	1242	7.097142857142857	175	88942	2722	1242	7.097142857142857	175	88942
2723	150	2.727272727272727	55	88997	2723	150	2.727272727272727	55	88997	2723	150	2.727272727272727	55	88997
2724	269	7.27027027027027	37	89034	2724	269	7.27027027027027	37	89034	2724	269	7.27027027027027	37	89034
2725	-100	-50.0	2	89036	2725	-100	-50.0	2	89036	2725	-100	-50.0	2	89036
2726	286	2.3636363636363638	121	89157	2726	286	2.3636363636363638	121	89157	2726	286	2.3636363636363638	121	89157
2727	609	6.02970297029703	101	89258	2727	609	6.02970297029703	101	89258	2727	609	6.02970297029703	101	89258
2728	953	5.919254658385094	161	89419	2728	953	5.919254658385094	161	89419	2728	953	5.919254658385094	161	89419
2729	-103	-20.6	5	89424	2729	-103	-20.6	5	89424	2729	-103	-20.6	5	89424
2730	79	3.16	25	89449	2730	79	3.16	25	89449	2730	79	3.16	25	89449
2731	-100	-50.0	2	89451	2731	-100	-50.0	2	89451	2731	-100	-50.0	2	89451
2732	698	3.2616822429906542	214	89665	2732	698	3.2616822429906542	214	89665	2732	698	3.2616822429906542	214	89665
2733	1031	5.603260869565218	184	89849	2733	1031	5.603260869565218	184	89849	2733	1031	5.603260869565218	184	89849
2734	-6	-0.6666666666666666	9	89858	2734	-6	-0.6666666666666666	9	89858	2734	-6	-0.6666666666666666	9	89858
2735	604	5.69811320754717	106	89964	2735	604	5.69811320754717	106	89964	2735	604	5.69811320754717	106	89964
2736	176	6.068965517241379	29	89993	2736	176	6.068965517241379	29	89993	2736	176	6.068965517241379	29	89993
2737	400	3.7037037037037037	108	90101	2737	400	3.7037037037037037	108	90101	2737	400	3.7037037037037037	108	90101
2738	429	5.430379746835443	79	90180	2738	429	5.430379746835443	79	90180	2738	429	5.430379746835443	79	90180
2739	-100	-50.0	2	90182	2739	-100	-50.0	2	90182	2739	-100	-50.0	2	90182
2740	511	5.214285714285714	98	90280	2740	511	5.214285714285714	98	90280	2740	511	5.214285714285714	98	90280
2741	-117	-6.157894736842105	19	90299	2741	-117	-6.157894736842105	19	90299	2741	-117	-6.157894736842105	19	90299
2742	-100	-50.0	2	90301	2742	-100	-50.0	2	90301	2742	-100	-50.0	2	90301
2743	70	2.0588235294117645	34	90335	2743	70	2.0588235294117645	34	90335	2743	70	2.0588235294117645	34	90335
2744	-19	-0.8636363636363636	22	90357	2744	-19	-0.8636363636363636	22	90357	2744	-19	-0.8636363636363636	22	90357
2745	515	5.4787234042553195	94	90451	2745	515	5.4787234042553195	94	90451	2745	515	5.4787234042553195	94	90451
2746	432	5.684210526315789	76	90527	2746	432	5.684210526315789	76	90527	2746	432	5.684210526315789	76	90527
2747	259	5.51063829787234	47	90574	2747	259	5.51063829787234	47	90574	2747	259	5.51063829787234	47	90574
2748	345	5.564516129032258	62	90636	2748	345	5.564516129032258	62	90636	2748	345	5.564516129032258	62	90636
2749	-110	-9.166666666666666	12	90648	2749	-110	-9.166666666666666	12	90648	2749	-110	-9.166666666666666	12	90648
2750	-100	-50.0	2	90650	2750	-100	-50.0	2	90650	2750	-100	-50.0	2	90650
2751	537	7.458333333333333	72	90722	2751	537	7.458333333333333	72	90722	2751	537	7.458333333333333	72	90722
2752	-100	-50.0	2	90724	2752	-100	-50.0	2	90724	2752	-100	-50.0	2	90724
2753	293	2.5701754385964914	114	90838	2753	293	2.5701754385964914	114	90838	2753	293	2.5701754385964914	114	90838
2754	251	4.5636363636363635	55	90893	2754	251	4.5636363636363635	55	90893	2754	251	4.5636363636363635	55	90893
2755	-100	-50.0	2	90895	2755	-100	-50.0	2	90895	2755	-100	-50.0	2	90895
2756	543	8.227272727272727	66	90961	2756	543	8.227272727272727	66	90961	2756	543	8.227272727272727	66	90961
2757	-8	-0.7272727272727273	11	90972	2757	-8	-0.7272727272727273	11	90972	2757	-8	-0.7272727272727273	11	90972
2758	341	5.166666666666667	66	91038	2758	341	5.166666666666667	66	91038	2758	341	5.166666666666667	66	91038
2759	353	6.537037037037037	54	91092	2759	353	6.537037037037037	54	91092	2759	353	6.537037037037037	54	91092
2760	-100	-50.0	2	91094	2760	-100	-50.0	2	91094	2760	-100	-50.0	2	91094
2761	668	4.671328671328672	143	91237	2761	668	4.671328671328672	143	91237	2761	668	4.671328671328672	143	91237
2762	166	4.256410256410256	39	91276	2762	166	4.256410256410256	39	91276	2762	166	4.256410256410256	39	91276
2763	223	2.6867469879518073	83	91359	2763	223	2.6867469879518073	83	91359	2763	223	2.6867469879518073	83	91359
2764	-19	-0.8636363636363636	22	91381	2764	-19	-0.8636363636363636	22	91381	2764	-19	-0.8636363636363636	22	91381
2765	432	5.684210526315789	76	91457	2765	432	5.684210526315789	76	91457	2765	432	5.684210526315789	76	91457
2766	356	6.980392156862745	51	91508	2766	356	6.980392156862745	51	91508	2766	356	6.980392156862745	51	91508
2767	1391	6.100877192982456	228	91736	2767	1391	6.100877192982456	228	91736	2767	1391	6.100877192982456	228	91736
2768	-27	-0.9	30	91766	2768	-27	-0.9	30	91766	2768	-27	-0.9	30	91766
2769	-100	-50.0	2	91768	2769	-100	-50.0	2	91768	2769	-100	-50.0	2	91768
2770	419	4.707865168539326	89	91857	2770	419	4.707865168539326	89	91857	2770	419	4.707865168539326	89	91857
2771	-100	-50.0	2	91859	2771	-100	-50.0	2	91859	2771	-100	-50.0	2	91859
2772	837	4.755681818181818	176	92035	2772	837	4.755681818181818	176	92035	2772	837	4.755681818181818	176	92035
2773	-100	-50.0	2	92037	2773	-100	-50.0	2	92037	2773	-100	-50.0	2	92037
2774	162	3.7674418604651163	43	92080	2774	162	3.7674418604651163	43	92080	2774	162	3.7674418604651163	43	92080
2775	-100	-50.0	2	92082	2775	-100	-50.0	2	92082	2775	-100	-50.0	2	92082
2776	927	4.957219251336898	187	92269	2776	927	4.957219251336898	187	92269	2776	927	4.957219251336898	187	92269
2777	420	4.7727272727272725	88	92357	2777	420	4.7727272727272725	88	92357	2777	420	4.7727272727272725	88	92357
2778	241	3.707692307692308	65	92422	2778	241	3.707692307692308	65	92422	2778	241	3.707692307692308	65	92422
2779	56	1.1666666666666667	48	92470	2779	56	1.1666666666666667	48	92470	2779	56	1.1666666666666667	48	92470
2780	523	6.0813953488372094	86	92556	2780	523	6.0813953488372094	86	92556	2780	523	6.0813953488372094	86	92556
2781	625	7.352941176470588	85	92641	2781	625	7.352941176470588	85	92641	2781	625	7.352941176470588	85	92641
2782	542	3.2261904761904763	168	92809	2782	542	3.2261904761904763	168	92809	2782	542	3.2261904761904763	168	92809
2783	-100	-50.0	2	92811	2783	-100	-50.0	2	92811	2783	-100	-50.0	2	92811
2784	-118	-5.9	20	92831	2784	-118	-5.9	20	92831	2784	-118	-5.9	20	92831
2785	771	5.468085106382978	141	92972	2785	771	5.468085106382978	141	92972	2785	771	5.468085106382978	141	92972
2786	50	0.9259259259259259	54	93026	2786	50	0.9259259259259259	54	93026	2786	50	0.9259259259259259	54	93026
2787	-100	-50.0	2	93028	2787	-100	-50.0	2	93028	2787	-100	-50.0	2	93028
2788	131	1.7702702702702702	74	93102	2788	131	1.7702702702702702	74	93102	2788	131	1.7702702702702702	74	93102
2789	-100	-50.0	2	93104	2789	-100	-50.0	2	93104	2789	-100	-50.0	2	93104
2790	-100	-50.0	2	93106	2790	-100	-50.0	2	93106	2790	-100	-50.0	2	93106
2791	390	3.305084745762712	118	93224	2791	390	3.305084745762712	118	93224	2791	390	3.305084745762712	118	93224
2792	82	3.727272727272727	22	93246	2792	82	3.727272727272727	22	93246	2792	82	3.727272727272727	22	93246
2793	-114	-7.125	16	93262	2793	-114	-7.125	16	93262	2793	-114	-7.125	16	93262
2794	440	6.470588235294118	68	93330	2794	440	6.470588235294118	68	93330	2794	440	6.470588235294118	68	93330
2795	358	7.3061224489795915	49	93379	2795	358	7.3061224489795915	49	93379	2795	358	7.3061224489795915	49	93379
2796	47	0.8245614035087719	57	93436	2796	47	0.8245614035087719	57	93436	2796	47	0.8245614035087719	57	93436
2797	-112	-8.0	14	93450	2797	-112	-8.0	14	93450	2797	-112	-8.0	14	93450
2798	843	4.958823529411765	170	93620	2798	843	4.958823529411765	170	93620	2798	843	4.958823529411765	170	93620
2799	49	0.8909090909090909	55	93675	2799	49	0.8909090909090909	55	93675	2799	49	0.8909090909090909	55	93675
2800	1243	7.14367816091954	174	93849	2800	1243	7.14367816091954	174	93849	2800	1243	7.14367816091954	174	93849
2801	799	7.070796460176991	113	93962	2801	799	7.070796460176991	113	93962	2801	799	7.070796460176991	113	93962
2802	423	4.976470588235294	85	94047	2802	423	4.976470588235294	85	94047	2802	423	4.976470588235294	85	94047
2803	-100	-50.0	2	94049	2803	-100	-50.0	2	94049	2803	-100	-50.0	2	94049
2804	449	2.80625	160	94209	2804	449	2.80625	160	94209	2804	449	2.80625	160	94209
2805	166	4.256410256410256	39	94248	2805	166	4.256410256410256	39	94248	2805	166	4.256410256410256	39	94248
2806	408	4.08	100	94348	2806	408	4.08	100	94348	2806	408	4.08	100	94348
2807	521	5.920454545454546	88	94436	2807	521	5.920454545454546	88	94436	2807	521	5.920454545454546	88	94436
2808	239	3.5671641791044775	67	94503	2808	239	3.5671641791044775	67	94503	2808	239	3.5671641791044775	67	94503
2809	-13	-0.8125	16	94519	2809	-13	-0.8125	16	94519	2809	-13	-0.8125	16	94519
2810	-100	-50.0	2	94521	2810	-100	-50.0	2	94521	2810	-100	-50.0	2	94521
2811	314	3.3763440860215055	93	94614	2811	314	3.3763440860215055	93	94614	2811	314	3.3763440860215055	93	94614
2812	991	4.424107142857143	224	94838	2812	991	4.424107142857143	224	94838	2812	991	4.424107142857143	224	94838
2813	160	3.5555555555555554	45	94883	2813	160	3.5555555555555554	45	94883	2813	160	3.5555555555555554	45	94883
2814	-14	-0.8235294117647058	17	94900	2814	-14	-0.8235294117647058	17	94900	2814	-14	-0.8235294117647058	17	94900
2815	343	5.359375	64	94964	2815	343	5.359375	64	94964	2815	343	5.359375	64	94964
2816	174	5.612903225806452	31	94995	2816	174	5.612903225806452	31	94995	2816	174	5.612903225806452	31	94995
2817	-119	-5.666666666666667	21	95016	2817	-119	-5.666666666666667	21	95016	2817	-119	-5.666666666666667	21	95016
2818	260	5.6521739130434785	46	95062	2818	260	5.6521739130434785	46	95062	2818	260	5.6521739130434785	46	95062
2819	-108	-10.8	10	95072	2819	-108	-10.8	10	95072	2819	-108	-10.8	10	95072
2820	-109	-9.909090909090908	11	95083	2820	-109	-9.909090909090908	11	95083	2820	-109	-9.909090909090908	11	95083
2821	-26	-0.896551724137931	29	95112	2821	-26	-0.896551724137931	29	95112	2821	-26	-0.896551724137931	29	95112
2822	77	2.8518518518518516	27	95139	2822	77	2.8518518518518516	27	95139	2822	77	2.8518518518518516	27	95139
2823	610	6.1	100	95239	2823	610	6.1	100	95239	2823	610	6.1	100	95239
2824	-100	-50.0	2	95241	2824	-100	-50.0	2	95241	2824	-100	-50.0	2	95241
2825	344	5.4603174603174605	63	95304	2825	344	5.4603174603174605	63	95304	2825	344	5.4603174603174605	63	95304
2826	-100	-50.0	2	95306	2826	-100	-50.0	2	95306	2826	-100	-50.0	2	95306
2827	251	4.5636363636363635	55	95361	2827	251	4.5636363636363635	55	95361	2827	251	4.5636363636363635	55	95361
2828	597	5.283185840707965	113	95474	2828	597	5.283185840707965	113	95474	2828	597	5.283185840707965	113	95474
2829	157	3.2708333333333335	48	95522	2829	157	3.2708333333333335	48	95522	2829	157	3.2708333333333335	48	95522
2830	402	3.792452830188679	106	95628	2830	402	3.792452830188679	106	95628	2830	402	3.792452830188679	106	95628
2831	338	4.898550724637682	69	95697	2831	338	4.898550724637682	69	95697	2831	338	4.898550724637682	69	95697
2832	320	3.67816091954023	87	95784	2832	320	3.67816091954023	87	95784	2832	320	3.67816091954023	87	95784
2833	-36	-0.9230769230769231	39	95823	2833	-36	-0.9230769230769231	39	95823	2833	-36	-0.9230769230769231	39	95823
2834	-115	-6.764705882352941	17	95840	2834	-115	-6.764705882352941	17	95840	2834	-115	-6.764705882352941	17	95840
2835	242	3.78125	64	95904	2835	242	3.78125	64	95904	2835	242	3.78125	64	95904
2836	1430	7.5661375661375665	189	96093	2836	1430	7.5661375661375665	189	96093	2836	1430	7.5661375661375665	189	96093
2837	896	7.6581196581196584	117	96210	2837	896	7.6581196581196584	117	96210	2837	896	7.6581196581196584	117	96210
2838	165	4.125	40	96250	2838	165	4.125	40	96250	2838	165	4.125	40	96250
2839	533	7.0131578947368425	76	96326	2839	533	7.0131578947368425	76	96326	2839	533	7.0131578947368425	76	96326
2840	426	5.195121951219512	82	96408	2840	426	5.195121951219512	82	96408	2840	426	5.195121951219512	82	96408
2841	-115	-6.764705882352941	17	96425	2841	-115	-6.764705882352941	17	96425	2841	-115	-6.764705882352941	17	96425
2842	331	4.355263157894737	76	96501	2842	331	4.355263157894737	76	96501	2842	331	4.355263157894737	76	96501
2843	70	2.0588235294117645	34	96535	2843	70	2.0588235294117645	34	96535	2843	70	2.0588235294117645	34	96535
2844	152	2.8679245283018866	53	96588	2844	152	2.8679245283018866	53	96588	2844	152	2.8679245283018866	53	96588
2845	-116	-6.444444444444445	18	96606	2845	-116	-6.444444444444445	18	96606	2845	-116	-6.444444444444445	18	96606
2846	-100	-50.0	2	96608	2846	-100	-50.0	2	96608	2846	-100	-50.0	2	96608
2847	320	3.67816091954023	87	96695	2847	320	3.67816091954023	87	96695	2847	320	3.67816091954023	87	96695
2848	-100	-50.0	2	96697	2848	-100	-50.0	2	96697	2848	-100	-50.0	2	96697
2849	-100	-50.0	2	96699	2849	-100	-50.0	2	96699	2849	-100	-50.0	2	96699
2850	53	1.0392156862745099	51	96750	2850	53	1.0392156862745099	51	96750	2850	53	1.0392156862745099	51	96750
2851	698	6.176991150442478	113	96863	2851	698	6.176991150442478	113	96863	2851	698	6.176991150442478	113	96863
2852	324	3.9036144578313254	83	96946	2852	324	3.9036144578313254	83	96946	2852	324	3.9036144578313254	83	96946
2853	1671	6.657370517928287	251	97197	2853	1671	6.657370517928287	251	97197	2853	1671	6.657370517928287	251	97197
2854	177	6.321428571428571	28	97225	2854	177	6.321428571428571	28	97225	2854	177	6.321428571428571	28	97225
2855	878	6.503703703703704	135	97360	2855	878	6.503703703703704	135	97360	2855	878	6.503703703703704	135	97360
2856	-20	-0.8695652173913043	23	97383	2856	-20	-0.8695652173913043	23	97383	2856	-20	-0.8695652173913043	23	97383
2857	181	7.541666666666667	24	97407	2857	181	7.541666666666667	24	97407	2857	181	7.541666666666667	24	97407
2858	516	5.548387096774194	93	97500	2858	516	5.548387096774194	93	97500	2858	516	5.548387096774194	93	97500
2859	-14	-0.8235294117647058	17	97517	2859	-14	-0.8235294117647058	17	97517	2859	-14	-0.8235294117647058	17	97517
2860	-100	-50.0	2	97519	2860	-100	-50.0	2	97519	2860	-100	-50.0	2	97519
2861	-100	-50.0	2	97521	2861	-100	-50.0	2	97521	2861	-100	-50.0	2	97521
2862	-9	-0.75	12	97533	2862	-9	-0.75	12	97533	2862	-9	-0.75	12	97533
2863	1075	7.678571428571429	140	97673	2863	1075	7.678571428571429	140	97673	2863	1075	7.678571428571429	140	97673
2864	40	0.625	64	97737	2864	40	0.625	64	97737	2864	40	0.625	64	97737
2865	-100	-50.0	2	97739	2865	-100	-50.0	2	97739	2865	-100	-50.0	2	97739
2866	-104	-17.333333333333332	6	97745	2866	-104	-17.333333333333332	6	97745	2866	-104	-17.333333333333332	6	97745
2867	256	5.12	50	97795	2867	256	5.12	50	97795	2867	256	5.12	50	97795
2868	442	2.6467065868263475	167	97962	2868	442	2.6467065868263475	167	97962	2868	442	2.6467065868263475	167	97962
2869	245	4.016393442622951	61	98023	2869	245	4.016393442622951	61	98023	2869	245	4.016393442622951	61	98023
2870	430	5.512820512820513	78	98101	2870	430	5.512820512820513	78	98101	2870	430	5.512820512820513	78	98101
2871	81	3.5217391304347827	23	98124	2871	81	3.5217391304347827	23	98124	2871	81	3.5217391304347827	23	98124
2872	-13	-0.8125	16	98140	2872	-13	-0.8125	16	98140	2872	-13	-0.8125	16	98140
2873	63	1.5365853658536586	41	98181	2873	63	1.5365853658536586	41	98181	2873	63	1.5365853658536586	41	98181
2874	-19	-0.8636363636363636	22	98203	2874	-19	-0.8636363636363636	22	98203	2874	-19	-0.8636363636363636	22	98203
2875	120	1.411764705882353	85	98288	2875	120	1.411764705882353	85	98288	2875	120	1.411764705882353	85	98288
2876	50	0.9259259259259259	54	98342	2876	50	0.9259259259259259	54	98342	2876	50	0.9259259259259259	54	98342
2877	312	3.2842105263157895	95	98437	2877	312	3.2842105263157895	95	98437	2877	312	3.2842105263157895	95	98437
2878	508	5.02970297029703	101	98538	2878	508	5.02970297029703	101	98538	2878	508	5.02970297029703	101	98538
2879	610	6.1	100	98638	2879	610	6.1	100	98638	2879	610	6.1	100	98638
2880	959	6.187096774193549	155	98793	2880	959	6.187096774193549	155	98793	2880	959	6.187096774193549	155	98793
2881	-100	-50.0	2	98795	2881	-100	-50.0	2	98795	2881	-100	-50.0	2	98795
2882	925	4.894179894179894	189	98984	2882	925	4.894179894179894	189	98984	2882	925	4.894179894179894	189	98984
2883	-101	-33.666666666666664	3	98987	2883	-101	-33.666666666666664	3	98987	2883	-101	-33.666666666666664	3	98987
2884	-14	-0.8235294117647058	17	99004	2884	-14	-0.8235294117647058	17	99004	2884	-14	-0.8235294117647058	17	99004
2885	636	8.594594594594595	74	99078	2885	636	8.594594594594595	74	99078	2885	636	8.594594594594595	74	99078
2886	-22	-0.88	25	99103	2886	-22	-0.88	25	99103	2886	-22	-0.88	25	99103
2887	-101	-33.666666666666664	3	99106	2887	-101	-33.666666666666664	3	99106	2887	-101	-33.666666666666664	3	99106
2888	326	4.0246913580246915	81	99187	2888	326	4.0246913580246915	81	99187	2888	326	4.0246913580246915	81	99187
