Episode	Accumulated Reward	Average Reward	Length	Steps
818	-129	-4.161290322580645	31	16573
819	-115	-6.764705882352941	17	16590
820	-101	-33.666666666666664	3	16593
821	-119	-5.666666666666667	21	16614
822	-21	-0.875	24	16638
823	-186	-2.1136363636363638	88	16726
824	-118	-5.9	20	16746
825	-102	-25.5	4	16750
826	178	1.390625	128	16878
827	-25	-0.8928571428571429	28	16906
828	-100	-50.0	2	16908
829	-45	-0.9375	48	16956
830	-100	-50.0	2	16958
831	-101	-33.666666666666664	3	16961
832	-158	-2.6333333333333333	60	17021
833	-100	-50.0	2	17023
834	-119	-5.666666666666667	21	17044
835	38	0.5757575757575758	66	17110
836	-100	-50.0	2	17112
837	-109	-9.909090909090908	11	17123
838	-92	-0.968421052631579	95	17218
839	-14	-0.8235294117647058	17	17235
840	-101	-33.666666666666664	3	17238
841	-119	-5.666666666666667	21	17259
842	-22	-0.88	25	17284
843	-103	-20.6	5	17289
844	-23	-0.8846153846153846	26	17315
845	-102	-25.5	4	17319
846	-141	-3.2790697674418605	43	17362
847	-10	-0.7692307692307693	13	17375
848	-105	-15.0	7	17382
849	-114	-7.125	16	17398
850	-152	-2.814814814814815	54	17452
851	-101	-33.666666666666664	3	17455
852	-143	-3.1777777777777776	45	17500
853	-18	-0.8571428571428571	21	17521
854	-115	-6.764705882352941	17	17538
855	-100	-50.0	2	17540
856	70	2.0588235294117645	34	17574
857	-100	-50.0	2	17576
858	-120	-5.454545454545454	22	17598
859	-111	-8.538461538461538	13	17611
860	-132	-3.8823529411764706	34	17645
861	-100	-50.0	2	17647
862	53	1.0392156862745099	51	17698
863	-100	-50.0	2	17700
864	26	0.3333333333333333	78	17778
865	-107	-11.88888888888889	9	17787
866	-32	-0.9142857142857143	35	17822
867	-109	-9.909090909090908	11	17833
868	-100	-50.0	2	17835
869	-101	-33.666666666666664	3	17838
870	-100	-50.0	2	17840
871	-101	-33.666666666666664	3	17843
872	-136	-3.5789473684210527	38	17881
873	137	0.8106508875739645	169	18050
874	-100	-50.0	2	18052
875	-100	-50.0	2	18054
876	-101	-33.666666666666664	3	18057
877	-100	-50.0	2	18059
878	-105	-15.0	7	18066
879	-16	-0.8421052631578947	19	18085
880	-119	-5.666666666666667	21	18106
881	-37	-0.925	40	18146
882	-36	-0.9230769230769231	39	18185
883	-116	-0.9747899159663865	119	18304
884	89	0.7672413793103449	116	18420
885	-121	-5.260869565217392	23	18443
886	-131	-3.9696969696969697	33	18476
887	-105	-15.0	7	18483
888	-100	-50.0	2	18485
889	-100	-50.0	2	18487
890	-12	-0.8	15	18502
891	-162	-2.53125	64	18566
892	-101	-33.666666666666664	3	18569
893	-25	-0.8928571428571429	28	18597
894	-128	-4.266666666666667	30	18627
895	169	4.694444444444445	36	18663
896	-100	-50.0	2	18665
897	-100	-50.0	2	18667
898	-100	-50.0	2	18669
899	-102	-25.5	4	18673
900	-127	-0.9769230769230769	130	18803
901	-110	-9.166666666666666	12	18815
902	-32	-0.9142857142857143	35	18850
903	-101	-33.666666666666664	3	18853
904	-20	-0.16129032258064516	124	18977
905	-122	-5.083333333333333	24	19001
906	-100	-50.0	2	19003
907	-117	-6.157894736842105	19	19022
908	-101	-33.666666666666664	3	19025
909	-100	-50.0	2	19027
910	-50	-0.9433962264150944	53	19080
911	-100	-50.0	2	19082
912	61	1.4186046511627908	43	19125
913	-108	-10.8	10	19135
914	-100	-50.0	2	19137
915	-103	-20.6	5	19142
916	-108	-10.8	10	19152
917	-100	-50.0	2	19154
918	-134	-3.7222222222222223	36	19190
919	-46	-0.9387755102040817	49	19239
920	-131	-3.9696969696969697	33	19272
921	-113	-7.533333333333333	15	19287
922	-26	-0.896551724137931	29	19316
923	-65	-0.9558823529411765	68	19384
924	-108	-10.8	10	19394
925	-100	-50.0	2	19396
926	155	3.1	50	19446
927	-104	-17.333333333333332	6	19452
928	-2	-0.018867924528301886	106	19558
929	-100	-50.0	2	19560
930	-25	-0.8928571428571429	28	19588
931	121	1.4404761904761905	84	19672
932	-134	-3.7222222222222223	36	19708
933	-107	-11.88888888888889	9	19717
934	-112	-8.0	14	19731
935	78	3.0	26	19757
936	-100	-50.0	2	19759
937	-55	-0.9482758620689655	58	19817
938	-100	-50.0	2	19819
939	-100	-50.0	2	19821
940	-105	-15.0	7	19828
941	28	0.3684210526315789	76	19904
942	-100	-50.0	2	19906
943	-112	-8.0	14	19920
944	-101	-33.666666666666664	3	19923
945	-104	-17.333333333333332	6	19929
946	-109	-9.909090909090908	11	19940
947	-103	-20.6	5	19945
948	-25	-0.8928571428571429	28	19973
949	-2	-0.4	5	19978
950	-6	-0.6666666666666666	9	19987
951	-118	-5.9	20	20007
952	-103	-20.6	5	20012
953	-159	-2.6065573770491803	61	20073
954	112	1.2043010752688172	93	20166
955	-119	-5.666666666666667	21	20187
956	38	0.5757575757575758	66	20253
957	-109	-9.909090909090908	11	20264
958	-10	-0.08771929824561403	114	20378
959	30	0.40540540540540543	74	20452
960	-100	-50.0	2	20454
961	33	0.4647887323943662	71	20525
962	-156	-2.689655172413793	58	20583
963	-125	-4.62962962962963	27	20610
964	-41	-0.9318181818181818	44	20654
965	-105	-15.0	7	20661
966	-102	-25.5	4	20665
967	-138	-3.45	40	20705
968	-128	-4.266666666666667	30	20735
969	-121	-5.260869565217392	23	20758
970	-10	-0.7692307692307693	13	20771
971	-122	-0.976	125	20896
972	-150	-2.8846153846153846	52	20948
973	6	0.061224489795918366	98	21046
974	-115	-6.764705882352941	17	21063
975	-71	-0.9594594594594594	74	21137
976	-120	-5.454545454545454	22	21159
977	36	0.5294117647058824	68	21227
978	-100	-50.0	2	21229
979	120	1.411764705882353	85	21314
980	-27	-0.9	30	21344
981	-100	-50.0	2	21346
982	-100	-50.0	2	21348
983	-122	-5.083333333333333	24	21372
984	-142	-3.227272727272727	44	21416
985	66	1.736842105263158	38	21454
986	-144	-3.130434782608696	46	21500
987	-119	-5.666666666666667	21	21521
988	-176	-2.2564102564102564	78	21599
989	-103	-20.6	5	21604
990	-100	-50.0	2	21606
991	-100	-50.0	2	21608
992	-105	-15.0	7	21615
993	-114	-7.125	16	21631
994	-126	-4.5	28	21659
995	-114	-7.125	16	21675
996	-100	-50.0	2	21677
997	-100	-50.0	2	21679
998	-14	-0.8235294117647058	17	21696
999	-114	-7.125	16	21712
1000	-104	-17.333333333333332	6	21718
1001	-19	-0.8636363636363636	22	21740
1002	-100	-50.0	2	21742
1003	-43	-0.9347826086956522	46	21788
1004	-25	-0.8928571428571429	28	21816
1005	-100	-50.0	2	21818
1006	-100	-50.0	2	21820
1007	-100	-50.0	2	21822
1008	-122	-5.083333333333333	24	21846
1009	-100	-50.0	2	21848
1010	-21	-0.875	24	21872
1011	-83	-0.9651162790697675	86	21958
1012	60	1.3636363636363635	44	22002
1013	-102	-25.5	4	22006
1014	28	0.3684210526315789	76	22082
1015	-122	-5.083333333333333	24	22106
1016	-100	-50.0	2	22108
1017	-63	-0.9545454545454546	66	22174
1018	142	2.253968253968254	63	22237
1019	-121	-0.9758064516129032	124	22361
1020	-109	-0.9732142857142857	112	22473
1021	-121	-5.260869565217392	23	22496
1022	-100	-50.0	2	22498
1023	-133	-3.8	35	22533
1024	-100	-50.0	2	22535
1025	-100	-50.0	2	22537
1026	-105	-15.0	7	22544
1027	2	0.0196078431372549	102	22646
1028	-100	-50.0	2	22648
1029	-100	-50.0	2	22650
1030	-17	-0.85	20	22670
1031	-100	-50.0	2	22672
1032	-100	-50.0	2	22674
1033	-109	-9.909090909090908	11	22685
1034	-100	-50.0	2	22687
1035	-120	-5.454545454545454	22	22709
1036	-51	-0.9444444444444444	54	22763
1037	-100	-50.0	2	22765
1038	-100	-50.0	2	22767
1039	-117	-6.157894736842105	19	22786
1040	-118	-5.9	20	22806
1041	-37	-0.925	40	22846
1042	42	0.6774193548387096	62	22908
1043	-105	-15.0	7	22915
1044	-264	-1.5903614457831325	166	23081
1045	-110	-9.166666666666666	12	23093
1046	-100	-50.0	2	23095
1047	134	1.8873239436619718	71	23166
1048	46	0.7931034482758621	58	23224
1049	72	2.25	32	23256
1050	-100	-50.0	2	23258
1051	-100	-50.0	2	23260
1052	-100	-50.0	2	23262
1053	-51	-0.9444444444444444	54	23316
1054	-37	-0.925	40	23356
1055	-114	-7.125	16	23372
1056	25	0.31645569620253167	79	23451
1057	-100	-50.0	2	23453
1058	-100	-50.0	2	23455
1059	-120	-5.454545454545454	22	23477
1060	-114	-7.125	16	23493
1061	-100	-50.0	2	23495
1062	-100	-50.0	2	23497
1063	193	1.7079646017699115	113	23610
1064	-47	-0.94	50	23660
1065	49	0.8909090909090909	55	23715
1066	58	1.2608695652173914	46	23761
1067	-26	-0.896551724137931	29	23790
1068	-100	-50.0	2	23792
1069	-67	-0.9571428571428572	70	23862
1070	-100	-50.0	2	23864
1071	-100	-50.0	2	23866
1072	-41	-0.9318181818181818	44	23910
1073	-100	-50.0	2	23912
1074	-101	-33.666666666666664	3	23915
1075	-14	-0.8235294117647058	17	23932
1076	-4	-0.5714285714285714	7	23939
1077	-38	-0.926829268292683	41	23980
1078	-100	-50.0	2	23982
1079	-100	-50.0	2	23984
1080	-100	-50.0	2	23986
1081	-100	-50.0	2	23988
1082	-111	-8.538461538461538	13	24001
1083	-100	-50.0	2	24003
1084	-29	-0.90625	32	24035
1085	-100	-50.0	2	24037
1086	-12	-0.8	15	24052
1087	-140	-3.3333333333333335	42	24094
1088	-18	-0.14754098360655737	122	24216
1089	-100	-50.0	2	24218
1090	-100	-50.0	2	24220
1091	-100	-50.0	2	24222
1092	33	0.4647887323943662	71	24293
1093	-100	-50.0	2	24295
1094	-116	-6.444444444444445	18	24313
1095	-135	-3.6486486486486487	37	24350
1096	-75	-0.9615384615384616	78	24428
1097	62	1.4761904761904763	42	24470
1098	-108	-10.8	10	24480
1099	-102	-25.5	4	24484
1100	109	1.1354166666666667	96	24580
1101	-111	-8.538461538461538	13	24593
1102	-157	-2.6610169491525424	59	24652
1103	-104	-17.333333333333332	6	24658
1104	-70	-0.958904109589041	73	24731
1105	-100	-50.0	2	24733
1106	-123	-4.92	25	24758
1107	120	1.411764705882353	85	24843
1108	-101	-33.666666666666664	3	24846
1109	-2	-0.018867924528301886	106	24952
1110	57	1.2127659574468086	47	24999
1111	-20	-0.8695652173913043	23	25022
1112	-122	-5.083333333333333	24	25046
1113	-110	-9.166666666666666	12	25058
1114	-28	-0.9032258064516129	31	25089
1115	-76	-0.9620253164556962	79	25168
1116	-100	-50.0	2	25170
1117	-100	-50.0	2	25172
1118	-100	-50.0	2	25174
1119	-100	-50.0	2	25176
1120	-105	-15.0	7	25183
1121	-30	-0.9090909090909091	33	25216
1122	214	2.3260869565217392	92	25308
1123	-104	-17.333333333333332	6	25314
1124	59	1.3111111111111111	45	25359
1125	-106	-0.9724770642201835	109	25468
1126	-130	-4.0625	32	25500
1127	-118	-5.9	20	25520
1128	-115	-6.764705882352941	17	25537
1129	-100	-50.0	2	25539
1130	-31	-0.9117647058823529	34	25573
1131	-100	-50.0	2	25575
1132	-102	-25.5	4	25579
1133	-118	-5.9	20	25599
1134	-100	-50.0	2	25601
1135	-12	-0.8	15	25616
1136	-27	-0.20610687022900764	131	25747
1137	-100	-50.0	2	25749
1138	-124	-4.769230769230769	26	25775
1139	-100	-50.0	2	25777
1140	-100	-50.0	2	25779
1141	-157	-2.6610169491525424	59	25838
1142	53	1.0392156862745099	51	25889
1143	-100	-50.0	2	25891
1144	-127	-4.379310344827586	29	25920
1145	42	0.6774193548387096	62	25982
1146	-101	-33.666666666666664	3	25985
1147	-101	-33.666666666666664	3	25988
1148	140	2.1538461538461537	65	26053
1149	-185	-2.1264367816091956	87	26140
1150	-37	-0.925	40	26180
1151	-104	-17.333333333333332	6	26186
1152	-100	-50.0	2	26188
1153	56	1.1666666666666667	48	26236
1154	-110	-9.166666666666666	12	26248
1155	-104	-17.333333333333332	6	26254
1156	7	0.07216494845360824	97	26351
1157	-100	-50.0	2	26353
1158	-62	-0.9538461538461539	65	26418
1159	-100	-50.0	2	26420
1160	-100	-50.0	2	26422
1161	-15	-0.8333333333333334	18	26440
1162	-70	-0.958904109589041	73	26513
1163	-10	-0.7692307692307693	13	26526
1164	-115	-6.764705882352941	17	26543
1165	-100	-50.0	2	26545
1166	-14	-0.8235294117647058	17	26562
1167	140	2.1538461538461537	65	26627
1168	-100	-50.0	2	26629
1169	-100	-50.0	2	26631
1170	-117	-6.157894736842105	19	26650
1171	-25	-0.1937984496124031	129	26779
1172	-112	-8.0	14	26793
1173	17	0.19540229885057472	87	26880
1174	-100	-50.0	2	26882
1175	286	14.3	20	26902
1176	-108	-10.8	10	26912
1177	146	2.4745762711864407	59	26971
1178	-26	-0.896551724137931	29	27000
1179	59	1.3111111111111111	45	27045
1180	-136	-3.5789473684210527	38	27083
1181	-100	-50.0	2	27085
1182	-55	-0.9482758620689655	58	27143
1183	82	3.727272727272727	22	27165
1184	-100	-50.0	2	27167
1185	-100	-50.0	2	27169
1186	-139	-3.3902439024390243	41	27210
1187	-41	-0.9318181818181818	44	27254
1188	-130	-4.0625	32	27286
1189	-107	-11.88888888888889	9	27295
1190	-101	-33.666666666666664	3	27298
1191	-100	-50.0	2	27300
1192	-101	-33.666666666666664	3	27303
1193	264	6.285714285714286	42	27345
1194	-101	-33.666666666666664	3	27348
1195	-73	-0.9605263157894737	76	27424
1196	-100	-50.0	2	27426
1197	-103	-20.6	5	27431
1198	-100	-50.0	2	27433
1199	-134	-3.7222222222222223	36	27469
1200	-101	-33.666666666666664	3	27472
1201	-100	-50.0	2	27474
1202	-102	-25.5	4	27478
1203	-100	-50.0	2	27480
1204	-100	-50.0	2	27482
1205	-100	-50.0	2	27484
1206	-100	-50.0	2	27486
1207	55	1.1224489795918366	49	27535
1208	140	2.1538461538461537	65	27600
1209	-88	-0.967032967032967	91	27691
1210	-16	-0.13333333333333333	120	27811
1211	-11	-0.7857142857142857	14	27825
1212	-70	-0.958904109589041	73	27898
1213	-100	-50.0	2	27900
1214	-100	-50.0	2	27902
1215	-81	-0.9642857142857143	84	27986
1216	-24	-0.8888888888888888	27	28013
1217	-64	-0.9552238805970149	67	28080
1218	-111	-8.538461538461538	13	28093
1219	-19	-0.8636363636363636	22	28115
1220	-100	-50.0	2	28117
1221	-19	-0.8636363636363636	22	28139
1222	53	1.0392156862745099	51	28190
1223	-100	-50.0	2	28192
1224	-100	-50.0	2	28194
1225	-120	-5.454545454545454	22	28216
1226	-110	-9.166666666666666	12	28228
1227	38	0.5757575757575758	66	28294
1228	-12	-0.10344827586206896	116	28410
1229	50	0.9259259259259259	54	28464
1230	-100	-50.0	2	28466
1231	-100	-50.0	2	28468
1232	-100	-50.0	2	28470
1233	-9	-0.75	12	28482
1234	-105	-15.0	7	28489
1235	-14	-0.8235294117647058	17	28506
1236	89	0.7672413793103449	116	28622
1237	-101	-33.666666666666664	3	28625
1238	-118	-5.9	20	28645
1239	-113	-7.533333333333333	15	28660
1240	65	1.6666666666666667	39	28699
1241	-104	-17.333333333333332	6	28705
1242	-108	-10.8	10	28715
1243	-100	-50.0	2	28717
1244	-80	-0.963855421686747	83	28800
1245	-145	-3.0851063829787235	47	28847
1246	86	4.777777777777778	18	28865
1247	-69	-0.9583333333333334	72	28937
1248	-119	-5.666666666666667	21	28958
1249	-101	-33.666666666666664	3	28961
1250	-112	-8.0	14	28975
1251	-105	-15.0	7	28982
1252	-100	-50.0	2	28984
1253	-100	-50.0	2	28986
1254	-108	-10.8	10	28996
1255	-100	-50.0	2	28998
1256	-21	-0.168	125	29123
1257	-66	-0.9565217391304348	69	29192
1258	-122	-5.083333333333333	24	29216
1259	-46	-0.9387755102040817	49	29265
1260	-100	-50.0	2	29267
1261	57	1.2127659574468086	47	29314
1262	-48	-0.9411764705882353	51	29365
1263	-11	-0.7857142857142857	14	29379
1264	58	1.2608695652173914	46	29425
1265	-35	-0.9210526315789473	38	29463
1266	-100	-50.0	2	29465
1267	-95	-0.9693877551020408	98	29563
1268	-100	-50.0	2	29565
1269	-100	-50.0	2	29567
1270	-100	-50.0	2	29569
1271	-103	-20.6	5	29574
1272	52	1.0	52	29626
1273	-100	-50.0	2	29628
1274	-119	-5.666666666666667	21	29649
1275	-30	-0.9090909090909091	33	29682
1276	-100	-50.0	2	29684
1277	-100	-50.0	2	29686
1278	84	4.2	20	29706
1279	-102	-25.5	4	29710
1280	-100	-50.0	2	29712
1281	-122	-5.083333333333333	24	29736
1282	109	1.1354166666666667	96	29832
1283	-112	-8.0	14	29846
1284	-101	-33.666666666666664	3	29849
1285	124	1.5308641975308641	81	29930
1286	129	1.6973684210526316	76	30006
1287	47	0.8245614035087719	57	30063
1288	-28	-0.9032258064516129	31	30094
1289	-14	-0.8235294117647058	17	30111
1290	-101	-33.666666666666664	3	30114
1291	-103	-20.6	5	30119
1292	-39	-0.9285714285714286	42	30161
1293	-155	-2.719298245614035	57	30218
1294	24	0.3	80	30298
1295	58	1.2608695652173914	46	30344
1296	-101	-33.666666666666664	3	30347
1297	129	1.6973684210526316	76	30423
1298	-107	-11.88888888888889	9	30432
1299	7	0.07216494845360824	97	30529
1300	-137	-3.5128205128205128	39	30568
1301	-140	-3.3333333333333335	42	30610
1302	44	0.7333333333333333	60	30670
1303	-100	-50.0	2	30672
1304	-108	-10.8	10	30682
1305	12	0.13043478260869565	92	30774
1306	-6	-0.6666666666666666	9	30783
1307	239	3.5671641791044775	67	30850
1308	-100	-50.0	2	30852
1309	-132	-3.8823529411764706	34	30886
1310	155	3.1	50	30936
1311	-121	-5.260869565217392	23	30959
1312	-100	-50.0	2	30961
1313	114	1.2527472527472527	91	31052
1314	-39	-0.9285714285714286	42	31094
1315	35	0.5072463768115942	69	31163
1316	-101	-33.666666666666664	3	31166
1317	-100	-50.0	2	31168
1318	-100	-50.0	2	31170
1319	-108	-10.8	10	31180
1320	-100	-50.0	2	31182
1321	-100	-50.0	2	31184
1322	66	1.736842105263158	38	31222
1323	54	1.08	50	31272
1324	-110	-9.166666666666666	12	31284
1325	-100	-50.0	2	31286
1326	-119	-5.666666666666667	21	31307
1327	-101	-33.666666666666664	3	31310
1328	-100	-50.0	2	31312
1329	141	2.203125	64	31376
1330	43	0.7049180327868853	61	31437
1331	56	1.1666666666666667	48	31485
1332	-120	-5.454545454545454	22	31507
1333	-100	-50.0	2	31509
1334	-109	-9.909090909090908	11	31520
1335	-100	-50.0	2	31522
1336	-106	-13.25	8	31530
1337	-102	-25.5	4	31534
1338	-103	-20.6	5	31539
1339	-100	-50.0	2	31541
1340	-105	-15.0	7	31548
1341	-100	-50.0	2	31550
1342	-100	-50.0	2	31552
1343	-108	-10.8	10	31562
1344	-14	-0.8235294117647058	17	31579
1345	-29	-0.90625	32	31611
1346	-27	-0.9	30	31641
1347	-32	-0.9142857142857143	35	31676
1348	-119	-5.666666666666667	21	31697
1349	-56	-0.9491525423728814	59	31756
1350	-107	-11.88888888888889	9	31765
1351	-100	-50.0	2	31767
1352	-105	-15.0	7	31774
1353	64	1.6	40	31814
1354	-101	-33.666666666666664	3	31817
1355	-100	-50.0	2	31819
1356	-104	-17.333333333333332	6	31825
1357	-107	-11.88888888888889	9	31834
1358	76	2.7142857142857144	28	31862
1359	52	1.0	52	31914
1360	-100	-50.0	2	31916
1361	215	2.3626373626373627	91	32007
1362	-101	-33.666666666666664	3	32010
1363	-14	-0.8235294117647058	17	32027
1364	-122	-5.083333333333333	24	32051
1365	83	3.9523809523809526	21	32072
1366	-102	-25.5	4	32076
1367	175	5.833333333333333	30	32106
1368	-103	-20.6	5	32111
1369	-28	-0.9032258064516129	31	32142
1370	-100	-50.0	2	32144
1371	78	3.0	26	32170
1372	-137	-3.5128205128205128	39	32209
1373	-104	-17.333333333333332	6	32215
1374	-48	-0.9411764705882353	51	32266
1375	-107	-11.88888888888889	9	32275
1376	-112	-8.0	14	32289
1377	-103	-20.6	5	32294
1378	37	0.5522388059701493	67	32361
1379	-116	-6.444444444444445	18	32379
1380	-51	-0.9444444444444444	54	32433
1381	-100	-50.0	2	32435
1382	-100	-50.0	2	32437
1383	68	1.8888888888888888	36	32473
1384	-100	-50.0	2	32475
1385	-41	-0.9318181818181818	44	32519
1386	-107	-11.88888888888889	9	32528
1387	-36	-0.9230769230769231	39	32567
1388	-100	-50.0	2	32569
1389	-110	-9.166666666666666	12	32581
1390	-129	-4.161290322580645	31	32612
1391	-102	-25.5	4	32616
1392	126	1.5949367088607596	79	32695
1393	-103	-20.6	5	32700
1394	62	1.4761904761904763	42	32742
1395	-73	-0.9605263157894737	76	32818
1396	-102	-25.5	4	32822
1397	-30	-0.9090909090909091	33	32855
1398	147	2.5344827586206895	58	32913
1399	226	1.2486187845303867	181	33094
1400	-100	-50.0	2	33096
1401	43	0.7049180327868853	61	33157
1402	-104	-17.333333333333332	6	33163
1403	-31	-0.9117647058823529	34	33197
1404	-132	-3.8823529411764706	34	33231
1405	-21	-0.875	24	33255
1406	-132	-3.8823529411764706	34	33289
1407	136	1.9710144927536233	69	33358
1408	-103	-20.6	5	33363
1409	-34	-0.2463768115942029	138	33501
1410	171	1.2666666666666666	135	33636
1411	-100	-50.0	2	33638
1412	-101	-33.666666666666664	3	33641
1413	139	2.106060606060606	66	33707
1414	-114	-7.125	16	33723
1415	-3	-0.5	6	33729
1416	38	0.5757575757575758	66	33795
1417	110	1.1578947368421053	95	33890
1418	60	1.3636363636363635	44	33934
1419	-121	-0.9758064516129032	124	34058
1420	56	1.1666666666666667	48	34106
1421	52	1.0	52	34158
1422	-111	-8.538461538461538	13	34171
1423	-47	-0.94	50	34221
1424	49	0.8909090909090909	55	34276
1425	140	2.1538461538461537	65	34341
1426	-100	-50.0	2	34343
1427	331	4.355263157894737	76	34419
1428	-17	-0.85	20	34439
1429	45	0.7627118644067796	59	34498
1430	199	1.8598130841121496	107	34605
1431	26	0.3333333333333333	78	34683
1432	-129	-4.161290322580645	31	34714
1433	-100	-50.0	2	34716
1434	-100	-50.0	2	34718
1435	-103	-20.6	5	34723
1436	61	1.4186046511627908	43	34766
1437	-100	-50.0	2	34768
1438	-100	-50.0	2	34770
1439	-101	-33.666666666666664	3	34773
1440	-121	-5.260869565217392	23	34796
1441	-33	-0.9166666666666666	36	34832
1442	-100	-50.0	2	34834
1443	-35	-0.9210526315789473	38	34872
1444	-31	-0.9117647058823529	34	34906
1445	-104	-17.333333333333332	6	34912
1446	-108	-0.972972972972973	111	35023
1447	-100	-50.0	2	35025
1448	-100	-50.0	2	35027
1449	-154	-2.75	56	35083
1450	-56	-0.9491525423728814	59	35142
1451	6	0.061224489795918366	98	35240
1452	-105	-15.0	7	35247
1453	-101	-33.666666666666664	3	35250
1454	-27	-0.9	30	35280
1455	-100	-50.0	2	35282
1456	-100	-50.0	2	35284
1457	28	0.3684210526315789	76	35360
1458	-100	-50.0	2	35362
1459	-77	-0.9625	80	35442
1460	-115	-6.764705882352941	17	35459
1461	-123	-4.92	25	35484
1462	-111	-8.538461538461538	13	35497
1463	-100	-50.0	2	35499
1464	41	0.6507936507936508	63	35562
1465	153	2.9423076923076925	52	35614
1466	-123	-4.92	25	35639
1467	22	0.2682926829268293	82	35721
1468	-113	-7.533333333333333	15	35736
1469	-100	-50.0	2	35738
1470	53	1.0392156862745099	51	35789
1471	62	1.4761904761904763	42	35831
1472	252	4.666666666666667	54	35885
1473	401	3.7476635514018692	107	35992
1474	-40	-0.9302325581395349	43	36035
1475	-101	-33.666666666666664	3	36038
1476	-105	-15.0	7	36045
1477	212	2.25531914893617	94	36139
1478	75	2.586206896551724	29	36168
1479	-24	-0.8888888888888888	27	36195
1480	-36	-0.9230769230769231	39	36234
1481	-100	-50.0	2	36236
1482	-122	-5.083333333333333	24	36260
1483	-108	-10.8	10	36270
1484	58	1.2608695652173914	46	36316
1485	-109	-9.909090909090908	11	36327
1486	-100	-50.0	2	36329
1487	-33	-0.9166666666666666	36	36365
1488	212	2.25531914893617	94	36459
1489	429	5.430379746835443	79	36538
1490	-30	-0.9090909090909091	33	36571
1491	-100	-50.0	2	36573
1492	-35	-0.9210526315789473	38	36611
1493	-8	-0.7272727272727273	11	36622
1494	-100	-50.0	2	36624
1495	-127	-4.379310344827586	29	36653
1496	-139	-3.3902439024390243	41	36694
1497	-100	-50.0	2	36696
1498	-118	-5.9	20	36716
1499	-115	-0.9745762711864406	118	36834
1500	-6	-0.6666666666666666	9	36843
1501	30	0.40540540540540543	74	36917
1502	224	2.731707317073171	82	36999
1503	-101	-33.666666666666664	3	37002
1504	86	0.7226890756302521	119	37121
1505	196	1.7818181818181817	110	37231
1506	49	0.8909090909090909	55	37286
1507	-132	-3.8823529411764706	34	37320
1508	-146	-3.0416666666666665	48	37368
1509	13	0.14285714285714285	91	37459
1510	-104	-17.333333333333332	6	37465
1511	-120	-5.454545454545454	22	37487
1512	-24	-0.8888888888888888	27	37514
1513	-111	-8.538461538461538	13	37527
1514	-122	-5.083333333333333	24	37551
1515	86	4.777777777777778	18	37569
1516	83	3.9523809523809526	21	37590
1517	-100	-50.0	2	37592
1518	-55	-0.9482758620689655	58	37650
1519	-29	-0.90625	32	37682
1520	-100	-50.0	2	37684
1521	-105	-15.0	7	37691
1522	39	0.6	65	37756
1523	-24	-0.8888888888888888	27	37783
1524	-106	-13.25	8	37791
1525	145	2.4166666666666665	60	37851
1526	-102	-25.5	4	37855
1527	-102	-25.5	4	37859
1528	55	1.1224489795918366	49	37908
1529	-129	-4.161290322580645	31	37939
1530	-104	-17.333333333333332	6	37945
1531	-29	-0.90625	32	37977
1532	84	4.2	20	37997
1533	-100	-50.0	2	37999
1534	49	0.8909090909090909	55	38054
1535	274	2.0601503759398496	133	38187
1536	51	0.9622641509433962	53	38240
1537	-27	-0.9	30	38270
1538	-106	-13.25	8	38278
1539	71	2.1515151515151514	33	38311
1540	134	1.8873239436619718	71	38382
1541	-24	-0.8888888888888888	27	38409
1542	-104	-17.333333333333332	6	38415
1543	66	1.736842105263158	38	38453
1544	-26	-0.896551724137931	29	38482
1545	-100	-50.0	2	38484
1546	-131	-3.9696969696969697	33	38517
1547	33	0.4647887323943662	71	38588
1548	-100	-50.0	2	38590
1549	-76	-0.9620253164556962	79	38669
1550	-22	-0.88	25	38694
1551	-30	-0.9090909090909091	33	38727
1552	-21	-0.875	24	38751
1553	247	4.186440677966102	59	38810
1554	-101	-33.666666666666664	3	38813
1555	250	4.464285714285714	56	38869
1556	-123	-4.92	25	38894
1557	-120	-5.454545454545454	22	38916
1558	-113	-7.533333333333333	15	38931
1559	-100	-50.0	2	38933
1560	-100	-50.0	2	38935
1561	-35	-0.9210526315789473	38	38973
1562	-100	-50.0	2	38975
1563	-100	-50.0	2	38977
1564	-40	-0.9302325581395349	43	39020
1565	-100	-50.0	2	39022
1566	-23	-0.8846153846153846	26	39048
1567	-36	-0.9230769230769231	39	39087
1568	-117	-6.157894736842105	19	39106
1569	38	0.5757575757575758	66	39172
1570	-67	-0.9571428571428572	70	39242
1571	36	0.5294117647058824	68	39310
1572	-117	-6.157894736842105	19	39329
1573	-100	-50.0	2	39331
1574	70	2.0588235294117645	34	39365
1575	-128	-4.266666666666667	30	39395
1576	-100	-50.0	2	39397
1577	-51	-0.9444444444444444	54	39451
1578	-110	-9.166666666666666	12	39463
1579	368	2.6285714285714286	140	39603
1580	-100	-50.0	2	39605
1581	-37	-0.925	40	39645
1582	-133	-3.8	35	39680
1583	-100	-50.0	2	39682
1584	337	4.814285714285714	70	39752
1585	14	0.15555555555555556	90	39842
1586	-48	-0.9411764705882353	51	39893
1587	57	0.38513513513513514	148	40041
1588	-38	-0.926829268292683	41	40082
1589	-51	-0.9444444444444444	54	40136
1590	43	0.7049180327868853	61	40197
1591	126	1.5949367088607596	79	40276
