Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps
102	-317	-15.85	20	1633	102	-317	-15.85	20	1633	102	-317	-15.85	20	1633	102	-317	-15.85	20	1633	102	-317	-15.85	20	1633	102	-317	-15.85	20	1633	102	-317	-15.85	20	1633	102	-317	-15.85	20	1633
103	-13	-1.0	13	1646	103	-13	-1.0	13	1646	103	-13	-1.0	13	1646	103	-13	-1.0	13	1646	103	-13	-1.0	13	1646	103	-13	-1.0	13	1646	103	-13	-1.0	13	1646	103	-13	-1.0	13	1646
104	-17	-1.0	17	1663	104	-17	-1.0	17	1663	104	-17	-1.0	17	1663	104	-17	-1.0	17	1663	104	-17	-1.0	17	1663	104	-17	-1.0	17	1663	104	-17	-1.0	17	1663	104	-17	-1.0	17	1663
105	-17	-1.0	17	1680	105	-17	-1.0	17	1680	105	-17	-1.0	17	1680	105	-17	-1.0	17	1680	105	-17	-1.0	17	1680	105	-17	-1.0	17	1680	105	-17	-1.0	17	1680	105	-17	-1.0	17	1680
106	-13	-1.0	13	1693	106	-13	-1.0	13	1693	106	-13	-1.0	13	1693	106	-13	-1.0	13	1693	106	-13	-1.0	13	1693	106	-13	-1.0	13	1693	106	-13	-1.0	13	1693	106	-13	-1.0	13	1693
107	-13	-1.0	13	1706	107	-13	-1.0	13	1706	107	-13	-1.0	13	1706	107	-13	-1.0	13	1706	107	-13	-1.0	13	1706	107	-13	-1.0	13	1706	107	-13	-1.0	13	1706	107	-13	-1.0	13	1706
108	-13	-1.0	13	1719	108	-13	-1.0	13	1719	108	-13	-1.0	13	1719	108	-13	-1.0	13	1719	108	-13	-1.0	13	1719	108	-13	-1.0	13	1719	108	-13	-1.0	13	1719	108	-13	-1.0	13	1719
109	-17	-1.0	17	1736	109	-17	-1.0	17	1736	109	-17	-1.0	17	1736	109	-17	-1.0	17	1736	109	-17	-1.0	17	1736	109	-17	-1.0	17	1736	109	-17	-1.0	17	1736	109	-17	-1.0	17	1736
110	-13	-1.0	13	1749	110	-13	-1.0	13	1749	110	-13	-1.0	13	1749	110	-13	-1.0	13	1749	110	-13	-1.0	13	1749	110	-13	-1.0	13	1749	110	-13	-1.0	13	1749	110	-13	-1.0	13	1749
111	-13	-1.0	13	1762	111	-13	-1.0	13	1762	111	-13	-1.0	13	1762	111	-13	-1.0	13	1762	111	-13	-1.0	13	1762	111	-13	-1.0	13	1762	111	-13	-1.0	13	1762	111	-13	-1.0	13	1762
112	-13	-1.0	13	1775	112	-13	-1.0	13	1775	112	-13	-1.0	13	1775	112	-13	-1.0	13	1775	112	-13	-1.0	13	1775	112	-13	-1.0	13	1775	112	-13	-1.0	13	1775	112	-13	-1.0	13	1775
113	-13	-1.0	13	1788	113	-13	-1.0	13	1788	113	-13	-1.0	13	1788	113	-13	-1.0	13	1788	113	-13	-1.0	13	1788	113	-13	-1.0	13	1788	113	-13	-1.0	13	1788	113	-13	-1.0	13	1788
114	-124	-4.96	25	1813	114	-124	-4.96	25	1813	114	-124	-4.96	25	1813	114	-124	-4.96	25	1813	114	-124	-4.96	25	1813	114	-124	-4.96	25	1813	114	-124	-4.96	25	1813	114	-124	-4.96	25	1813
115	-15	-1.0	15	1828	115	-15	-1.0	15	1828	115	-15	-1.0	15	1828	115	-15	-1.0	15	1828	115	-15	-1.0	15	1828	115	-15	-1.0	15	1828	115	-15	-1.0	15	1828	115	-15	-1.0	15	1828
116	-13	-1.0	13	1841	116	-13	-1.0	13	1841	116	-13	-1.0	13	1841	116	-13	-1.0	13	1841	116	-13	-1.0	13	1841	116	-13	-1.0	13	1841	116	-13	-1.0	13	1841	116	-13	-1.0	13	1841
117	-13	-1.0	13	1854	117	-13	-1.0	13	1854	117	-13	-1.0	13	1854	117	-13	-1.0	13	1854	117	-13	-1.0	13	1854	117	-13	-1.0	13	1854	117	-13	-1.0	13	1854	117	-13	-1.0	13	1854
118	-14	-1.0	14	1868	118	-14	-1.0	14	1868	118	-14	-1.0	14	1868	118	-14	-1.0	14	1868	118	-14	-1.0	14	1868	118	-14	-1.0	14	1868	118	-14	-1.0	14	1868	118	-14	-1.0	14	1868
119	-17	-1.0	17	1885	119	-17	-1.0	17	1885	119	-17	-1.0	17	1885	119	-17	-1.0	17	1885	119	-17	-1.0	17	1885	119	-17	-1.0	17	1885	119	-17	-1.0	17	1885	119	-17	-1.0	17	1885
120	-13	-1.0	13	1898	120	-13	-1.0	13	1898	120	-13	-1.0	13	1898	120	-13	-1.0	13	1898	120	-13	-1.0	13	1898	120	-13	-1.0	13	1898	120	-13	-1.0	13	1898	120	-13	-1.0	13	1898
121	-13	-1.0	13	1911	121	-13	-1.0	13	1911	121	-13	-1.0	13	1911	121	-13	-1.0	13	1911	121	-13	-1.0	13	1911	121	-13	-1.0	13	1911	121	-13	-1.0	13	1911	121	-13	-1.0	13	1911
122	-15	-1.0	15	1926	122	-15	-1.0	15	1926	122	-15	-1.0	15	1926	122	-15	-1.0	15	1926	122	-15	-1.0	15	1926	122	-15	-1.0	15	1926	122	-15	-1.0	15	1926	122	-15	-1.0	15	1926
123	-13	-1.0	13	1939	123	-13	-1.0	13	1939	123	-13	-1.0	13	1939	123	-13	-1.0	13	1939	123	-13	-1.0	13	1939	123	-13	-1.0	13	1939	123	-13	-1.0	13	1939	123	-13	-1.0	13	1939
124	-13	-1.0	13	1952	124	-13	-1.0	13	1952	124	-13	-1.0	13	1952	124	-13	-1.0	13	1952	124	-13	-1.0	13	1952	124	-13	-1.0	13	1952	124	-13	-1.0	13	1952	124	-13	-1.0	13	1952
125	-13	-1.0	13	1965	125	-13	-1.0	13	1965	125	-13	-1.0	13	1965	125	-13	-1.0	13	1965	125	-13	-1.0	13	1965	125	-13	-1.0	13	1965	125	-13	-1.0	13	1965	125	-13	-1.0	13	1965
126	-13	-1.0	13	1978	126	-13	-1.0	13	1978	126	-13	-1.0	13	1978	126	-13	-1.0	13	1978	126	-13	-1.0	13	1978	126	-13	-1.0	13	1978	126	-13	-1.0	13	1978	126	-13	-1.0	13	1978
127	-113	-8.071428571428571	14	1992	127	-113	-8.071428571428571	14	1992	127	-113	-8.071428571428571	14	1992	127	-113	-8.071428571428571	14	1992	127	-113	-8.071428571428571	14	1992	127	-113	-8.071428571428571	14	1992	127	-113	-8.071428571428571	14	1992	127	-113	-8.071428571428571	14	1992
128	-13	-1.0	13	2005	128	-13	-1.0	13	2005	128	-13	-1.0	13	2005	128	-13	-1.0	13	2005	128	-13	-1.0	13	2005	128	-13	-1.0	13	2005	128	-13	-1.0	13	2005	128	-13	-1.0	13	2005
129	-15	-1.0	15	2020	129	-15	-1.0	15	2020	129	-15	-1.0	15	2020	129	-15	-1.0	15	2020	129	-15	-1.0	15	2020	129	-15	-1.0	15	2020	129	-15	-1.0	15	2020	129	-15	-1.0	15	2020
130	-15	-1.0	15	2035	130	-15	-1.0	15	2035	130	-15	-1.0	15	2035	130	-15	-1.0	15	2035	130	-15	-1.0	15	2035	130	-15	-1.0	15	2035	130	-15	-1.0	15	2035	130	-15	-1.0	15	2035
131	-13	-1.0	13	2048	131	-13	-1.0	13	2048	131	-13	-1.0	13	2048	131	-13	-1.0	13	2048	131	-13	-1.0	13	2048	131	-13	-1.0	13	2048	131	-13	-1.0	13	2048	131	-13	-1.0	13	2048
132	-13	-1.0	13	2061	132	-13	-1.0	13	2061	132	-13	-1.0	13	2061	132	-13	-1.0	13	2061	132	-13	-1.0	13	2061	132	-13	-1.0	13	2061	132	-13	-1.0	13	2061	132	-13	-1.0	13	2061
133	-13	-1.0	13	2074	133	-13	-1.0	13	2074	133	-13	-1.0	13	2074	133	-13	-1.0	13	2074	133	-13	-1.0	13	2074	133	-13	-1.0	13	2074	133	-13	-1.0	13	2074	133	-13	-1.0	13	2074
134	-13	-1.0	13	2087	134	-13	-1.0	13	2087	134	-13	-1.0	13	2087	134	-13	-1.0	13	2087	134	-13	-1.0	13	2087	134	-13	-1.0	13	2087	134	-13	-1.0	13	2087	134	-13	-1.0	13	2087
135	-17	-1.0	17	2104	135	-17	-1.0	17	2104	135	-17	-1.0	17	2104	135	-17	-1.0	17	2104	135	-17	-1.0	17	2104	135	-17	-1.0	17	2104	135	-17	-1.0	17	2104	135	-17	-1.0	17	2104
136	-17	-1.0	17	2121	136	-17	-1.0	17	2121	136	-17	-1.0	17	2121	136	-17	-1.0	17	2121	136	-17	-1.0	17	2121	136	-17	-1.0	17	2121	136	-17	-1.0	17	2121	136	-17	-1.0	17	2121
137	-13	-1.0	13	2134	137	-13	-1.0	13	2134	137	-13	-1.0	13	2134	137	-13	-1.0	13	2134	137	-13	-1.0	13	2134	137	-13	-1.0	13	2134	137	-13	-1.0	13	2134	137	-13	-1.0	13	2134
138	-15	-1.0	15	2149	138	-15	-1.0	15	2149	138	-15	-1.0	15	2149	138	-15	-1.0	15	2149	138	-15	-1.0	15	2149	138	-15	-1.0	15	2149	138	-15	-1.0	15	2149	138	-15	-1.0	15	2149
139	-15	-1.0	15	2164	139	-15	-1.0	15	2164	139	-15	-1.0	15	2164	139	-15	-1.0	15	2164	139	-15	-1.0	15	2164	139	-15	-1.0	15	2164	139	-15	-1.0	15	2164	139	-15	-1.0	15	2164
140	-13	-1.0	13	2177	140	-13	-1.0	13	2177	140	-13	-1.0	13	2177	140	-13	-1.0	13	2177	140	-13	-1.0	13	2177	140	-13	-1.0	13	2177	140	-13	-1.0	13	2177	140	-13	-1.0	13	2177
141	-126	-4.666666666666667	27	2204	141	-126	-4.666666666666667	27	2204	141	-126	-4.666666666666667	27	2204	141	-126	-4.666666666666667	27	2204	141	-126	-4.666666666666667	27	2204	141	-126	-4.666666666666667	27	2204	141	-126	-4.666666666666667	27	2204	141	-126	-4.666666666666667	27	2204
142	-13	-1.0	13	2217	142	-13	-1.0	13	2217	142	-13	-1.0	13	2217	142	-13	-1.0	13	2217	142	-13	-1.0	13	2217	142	-13	-1.0	13	2217	142	-13	-1.0	13	2217	142	-13	-1.0	13	2217
143	-13	-1.0	13	2230	143	-13	-1.0	13	2230	143	-13	-1.0	13	2230	143	-13	-1.0	13	2230	143	-13	-1.0	13	2230	143	-13	-1.0	13	2230	143	-13	-1.0	13	2230	143	-13	-1.0	13	2230
144	-125	-4.8076923076923075	26	2256	144	-125	-4.8076923076923075	26	2256	144	-125	-4.8076923076923075	26	2256	144	-125	-4.8076923076923075	26	2256	144	-125	-4.8076923076923075	26	2256	144	-125	-4.8076923076923075	26	2256	144	-125	-4.8076923076923075	26	2256	144	-125	-4.8076923076923075	26	2256
145	-13	-1.0	13	2269	145	-13	-1.0	13	2269	145	-13	-1.0	13	2269	145	-13	-1.0	13	2269	145	-13	-1.0	13	2269	145	-13	-1.0	13	2269	145	-13	-1.0	13	2269	145	-13	-1.0	13	2269
146	-15	-1.0	15	2284	146	-15	-1.0	15	2284	146	-15	-1.0	15	2284	146	-15	-1.0	15	2284	146	-15	-1.0	15	2284	146	-15	-1.0	15	2284	146	-15	-1.0	15	2284	146	-15	-1.0	15	2284
147	-13	-1.0	13	2297	147	-13	-1.0	13	2297	147	-13	-1.0	13	2297	147	-13	-1.0	13	2297	147	-13	-1.0	13	2297	147	-13	-1.0	13	2297	147	-13	-1.0	13	2297	147	-13	-1.0	13	2297
148	-13	-1.0	13	2310	148	-13	-1.0	13	2310	148	-13	-1.0	13	2310	148	-13	-1.0	13	2310	148	-13	-1.0	13	2310	148	-13	-1.0	13	2310	148	-13	-1.0	13	2310	148	-13	-1.0	13	2310
149	-13	-1.0	13	2323	149	-13	-1.0	13	2323	149	-13	-1.0	13	2323	149	-13	-1.0	13	2323	149	-13	-1.0	13	2323	149	-13	-1.0	13	2323	149	-13	-1.0	13	2323	149	-13	-1.0	13	2323
150	-17	-1.0	17	2340	150	-17	-1.0	17	2340	150	-17	-1.0	17	2340	150	-17	-1.0	17	2340	150	-17	-1.0	17	2340	150	-17	-1.0	17	2340	150	-17	-1.0	17	2340	150	-17	-1.0	17	2340
151	-13	-1.0	13	2353	151	-13	-1.0	13	2353	151	-13	-1.0	13	2353	151	-13	-1.0	13	2353	151	-13	-1.0	13	2353	151	-13	-1.0	13	2353	151	-13	-1.0	13	2353	151	-13	-1.0	13	2353
152	-125	-4.8076923076923075	26	2379	152	-125	-4.8076923076923075	26	2379	152	-125	-4.8076923076923075	26	2379	152	-125	-4.8076923076923075	26	2379	152	-125	-4.8076923076923075	26	2379	152	-125	-4.8076923076923075	26	2379	152	-125	-4.8076923076923075	26	2379	152	-125	-4.8076923076923075	26	2379
153	-13	-1.0	13	2392	153	-13	-1.0	13	2392	153	-13	-1.0	13	2392	153	-13	-1.0	13	2392	153	-13	-1.0	13	2392	153	-13	-1.0	13	2392	153	-13	-1.0	13	2392	153	-13	-1.0	13	2392
154	-13	-1.0	13	2405	154	-13	-1.0	13	2405	154	-13	-1.0	13	2405	154	-13	-1.0	13	2405	154	-13	-1.0	13	2405	154	-13	-1.0	13	2405	154	-13	-1.0	13	2405	154	-13	-1.0	13	2405
155	-13	-1.0	13	2418	155	-13	-1.0	13	2418	155	-13	-1.0	13	2418	155	-13	-1.0	13	2418	155	-13	-1.0	13	2418	155	-13	-1.0	13	2418	155	-13	-1.0	13	2418	155	-13	-1.0	13	2418
156	-117	-6.5	18	2436	156	-117	-6.5	18	2436	156	-117	-6.5	18	2436	156	-117	-6.5	18	2436	156	-117	-6.5	18	2436	156	-117	-6.5	18	2436	156	-117	-6.5	18	2436	156	-117	-6.5	18	2436
157	-15	-1.0	15	2451	157	-15	-1.0	15	2451	157	-15	-1.0	15	2451	157	-15	-1.0	15	2451	157	-15	-1.0	15	2451	157	-15	-1.0	15	2451	157	-15	-1.0	15	2451	157	-15	-1.0	15	2451
158	-13	-1.0	13	2464	158	-13	-1.0	13	2464	158	-13	-1.0	13	2464	158	-13	-1.0	13	2464	158	-13	-1.0	13	2464	158	-13	-1.0	13	2464	158	-13	-1.0	13	2464	158	-13	-1.0	13	2464
159	-15	-1.0	15	2479	159	-15	-1.0	15	2479	159	-15	-1.0	15	2479	159	-15	-1.0	15	2479	159	-15	-1.0	15	2479	159	-15	-1.0	15	2479	159	-15	-1.0	15	2479	159	-15	-1.0	15	2479
160	-123	-5.125	24	2503	160	-123	-5.125	24	2503	160	-123	-5.125	24	2503	160	-123	-5.125	24	2503	160	-123	-5.125	24	2503	160	-123	-5.125	24	2503	160	-123	-5.125	24	2503	160	-123	-5.125	24	2503
161	-15	-1.0	15	2518	161	-15	-1.0	15	2518	161	-15	-1.0	15	2518	161	-15	-1.0	15	2518	161	-15	-1.0	15	2518	161	-15	-1.0	15	2518	161	-15	-1.0	15	2518	161	-15	-1.0	15	2518
162	-124	-4.96	25	2543	162	-124	-4.96	25	2543	162	-124	-4.96	25	2543	162	-124	-4.96	25	2543	162	-124	-4.96	25	2543	162	-124	-4.96	25	2543	162	-124	-4.96	25	2543	162	-124	-4.96	25	2543
163	-13	-1.0	13	2556	163	-13	-1.0	13	2556	163	-13	-1.0	13	2556	163	-13	-1.0	13	2556	163	-13	-1.0	13	2556	163	-13	-1.0	13	2556	163	-13	-1.0	13	2556	163	-13	-1.0	13	2556
164	-14	-1.0	14	2570	164	-14	-1.0	14	2570	164	-14	-1.0	14	2570	164	-14	-1.0	14	2570	164	-14	-1.0	14	2570	164	-14	-1.0	14	2570	164	-14	-1.0	14	2570	164	-14	-1.0	14	2570
165	-13	-1.0	13	2583	165	-13	-1.0	13	2583	165	-13	-1.0	13	2583	165	-13	-1.0	13	2583	165	-13	-1.0	13	2583	165	-13	-1.0	13	2583	165	-13	-1.0	13	2583	165	-13	-1.0	13	2583
166	-19	-1.0	19	2602	166	-19	-1.0	19	2602	166	-19	-1.0	19	2602	166	-19	-1.0	19	2602	166	-19	-1.0	19	2602	166	-19	-1.0	19	2602	166	-19	-1.0	19	2602	166	-19	-1.0	19	2602
167	-15	-1.0	15	2617	167	-15	-1.0	15	2617	167	-15	-1.0	15	2617	167	-15	-1.0	15	2617	167	-15	-1.0	15	2617	167	-15	-1.0	15	2617	167	-15	-1.0	15	2617	167	-15	-1.0	15	2617
168	-17	-1.0	17	2634	168	-17	-1.0	17	2634	168	-17	-1.0	17	2634	168	-17	-1.0	17	2634	168	-17	-1.0	17	2634	168	-17	-1.0	17	2634	168	-17	-1.0	17	2634	168	-17	-1.0	17	2634
169	-13	-1.0	13	2647	169	-13	-1.0	13	2647	169	-13	-1.0	13	2647	169	-13	-1.0	13	2647	169	-13	-1.0	13	2647	169	-13	-1.0	13	2647	169	-13	-1.0	13	2647	169	-13	-1.0	13	2647
170	-114	-7.6	15	2662	170	-114	-7.6	15	2662	170	-114	-7.6	15	2662	170	-114	-7.6	15	2662	170	-114	-7.6	15	2662	170	-114	-7.6	15	2662	170	-114	-7.6	15	2662	170	-114	-7.6	15	2662
171	-15	-1.0	15	2677	171	-15	-1.0	15	2677	171	-15	-1.0	15	2677	171	-15	-1.0	15	2677	171	-15	-1.0	15	2677	171	-15	-1.0	15	2677	171	-15	-1.0	15	2677	171	-15	-1.0	15	2677
172	-13	-1.0	13	2690	172	-13	-1.0	13	2690	172	-13	-1.0	13	2690	172	-13	-1.0	13	2690	172	-13	-1.0	13	2690	172	-13	-1.0	13	2690	172	-13	-1.0	13	2690	172	-13	-1.0	13	2690
173	-13	-1.0	13	2703	173	-13	-1.0	13	2703	173	-13	-1.0	13	2703	173	-13	-1.0	13	2703	173	-13	-1.0	13	2703	173	-13	-1.0	13	2703	173	-13	-1.0	13	2703	173	-13	-1.0	13	2703
174	-13	-1.0	13	2716	174	-13	-1.0	13	2716	174	-13	-1.0	13	2716	174	-13	-1.0	13	2716	174	-13	-1.0	13	2716	174	-13	-1.0	13	2716	174	-13	-1.0	13	2716	174	-13	-1.0	13	2716
175	-341	-7.75	44	2760	175	-341	-7.75	44	2760	175	-341	-7.75	44	2760	175	-341	-7.75	44	2760	175	-341	-7.75	44	2760	175	-341	-7.75	44	2760	175	-341	-7.75	44	2760	175	-341	-7.75	44	2760
176	-13	-1.0	13	2773	176	-13	-1.0	13	2773	176	-13	-1.0	13	2773	176	-13	-1.0	13	2773	176	-13	-1.0	13	2773	176	-13	-1.0	13	2773	176	-13	-1.0	13	2773	176	-13	-1.0	13	2773
177	-216	-12.0	18	2791	177	-216	-12.0	18	2791	177	-216	-12.0	18	2791	177	-216	-12.0	18	2791	177	-216	-12.0	18	2791	177	-216	-12.0	18	2791	177	-216	-12.0	18	2791	177	-216	-12.0	18	2791
178	-114	-7.6	15	2806	178	-114	-7.6	15	2806	178	-114	-7.6	15	2806	178	-114	-7.6	15	2806	178	-114	-7.6	15	2806	178	-114	-7.6	15	2806	178	-114	-7.6	15	2806	178	-114	-7.6	15	2806
179	-15	-1.0	15	2821	179	-15	-1.0	15	2821	179	-15	-1.0	15	2821	179	-15	-1.0	15	2821	179	-15	-1.0	15	2821	179	-15	-1.0	15	2821	179	-15	-1.0	15	2821	179	-15	-1.0	15	2821
180	-13	-1.0	13	2834	180	-13	-1.0	13	2834	180	-13	-1.0	13	2834	180	-13	-1.0	13	2834	180	-13	-1.0	13	2834	180	-13	-1.0	13	2834	180	-13	-1.0	13	2834	180	-13	-1.0	13	2834
181	-15	-1.0	15	2849	181	-15	-1.0	15	2849	181	-15	-1.0	15	2849	181	-15	-1.0	15	2849	181	-15	-1.0	15	2849	181	-15	-1.0	15	2849	181	-15	-1.0	15	2849	181	-15	-1.0	15	2849
182	-13	-1.0	13	2862	182	-13	-1.0	13	2862	182	-13	-1.0	13	2862	182	-13	-1.0	13	2862	182	-13	-1.0	13	2862	182	-13	-1.0	13	2862	182	-13	-1.0	13	2862	182	-13	-1.0	13	2862
183	-13	-1.0	13	2875	183	-13	-1.0	13	2875	183	-13	-1.0	13	2875	183	-13	-1.0	13	2875	183	-13	-1.0	13	2875	183	-13	-1.0	13	2875	183	-13	-1.0	13	2875	183	-13	-1.0	13	2875
184	-15	-1.0	15	2890	184	-15	-1.0	15	2890	184	-15	-1.0	15	2890	184	-15	-1.0	15	2890	184	-15	-1.0	15	2890	184	-15	-1.0	15	2890	184	-15	-1.0	15	2890	184	-15	-1.0	15	2890
185	-15	-1.0	15	2905	185	-15	-1.0	15	2905	185	-15	-1.0	15	2905	185	-15	-1.0	15	2905	185	-15	-1.0	15	2905	185	-15	-1.0	15	2905	185	-15	-1.0	15	2905	185	-15	-1.0	15	2905
186	-13	-1.0	13	2918	186	-13	-1.0	13	2918	186	-13	-1.0	13	2918	186	-13	-1.0	13	2918	186	-13	-1.0	13	2918	186	-13	-1.0	13	2918	186	-13	-1.0	13	2918	186	-13	-1.0	13	2918
187	-113	-8.071428571428571	14	2932	187	-113	-8.071428571428571	14	2932	187	-113	-8.071428571428571	14	2932	187	-113	-8.071428571428571	14	2932	187	-113	-8.071428571428571	14	2932	187	-113	-8.071428571428571	14	2932	187	-113	-8.071428571428571	14	2932	187	-113	-8.071428571428571	14	2932
188	-13	-1.0	13	2945	188	-13	-1.0	13	2945	188	-13	-1.0	13	2945	188	-13	-1.0	13	2945	188	-13	-1.0	13	2945	188	-13	-1.0	13	2945	188	-13	-1.0	13	2945	188	-13	-1.0	13	2945
189	-13	-1.0	13	2958	189	-13	-1.0	13	2958	189	-13	-1.0	13	2958	189	-13	-1.0	13	2958	189	-13	-1.0	13	2958	189	-13	-1.0	13	2958	189	-13	-1.0	13	2958	189	-13	-1.0	13	2958
190	-15	-1.0	15	2973	190	-15	-1.0	15	2973	190	-15	-1.0	15	2973	190	-15	-1.0	15	2973	190	-15	-1.0	15	2973	190	-15	-1.0	15	2973	190	-15	-1.0	15	2973	190	-15	-1.0	15	2973
191	-126	-4.666666666666667	27	3000	191	-126	-4.666666666666667	27	3000	191	-126	-4.666666666666667	27	3000	191	-126	-4.666666666666667	27	3000	191	-126	-4.666666666666667	27	3000	191	-126	-4.666666666666667	27	3000	191	-126	-4.666666666666667	27	3000	191	-126	-4.666666666666667	27	3000
192	-227	-7.827586206896552	29	3029	192	-227	-7.827586206896552	29	3029	192	-227	-7.827586206896552	29	3029	192	-227	-7.827586206896552	29	3029	192	-227	-7.827586206896552	29	3029	192	-227	-7.827586206896552	29	3029	192	-227	-7.827586206896552	29	3029	192	-227	-7.827586206896552	29	3029
193	-15	-1.0	15	3044	193	-15	-1.0	15	3044	193	-15	-1.0	15	3044	193	-15	-1.0	15	3044	193	-15	-1.0	15	3044	193	-15	-1.0	15	3044	193	-15	-1.0	15	3044	193	-15	-1.0	15	3044
194	-17	-1.0	17	3061	194	-17	-1.0	17	3061	194	-17	-1.0	17	3061	194	-17	-1.0	17	3061	194	-17	-1.0	17	3061	194	-17	-1.0	17	3061	194	-17	-1.0	17	3061	194	-17	-1.0	17	3061
195	-15	-1.0	15	3076	195	-15	-1.0	15	3076	195	-15	-1.0	15	3076	195	-15	-1.0	15	3076	195	-15	-1.0	15	3076	195	-15	-1.0	15	3076	195	-15	-1.0	15	3076	195	-15	-1.0	15	3076
196	-13	-1.0	13	3089	196	-13	-1.0	13	3089	196	-13	-1.0	13	3089	196	-13	-1.0	13	3089	196	-13	-1.0	13	3089	196	-13	-1.0	13	3089	196	-13	-1.0	13	3089	196	-13	-1.0	13	3089
197	-13	-1.0	13	3102	197	-13	-1.0	13	3102	197	-13	-1.0	13	3102	197	-13	-1.0	13	3102	197	-13	-1.0	13	3102	197	-13	-1.0	13	3102	197	-13	-1.0	13	3102	197	-13	-1.0	13	3102
198	-331	-9.735294117647058	34	3136	198	-331	-9.735294117647058	34	3136	198	-331	-9.735294117647058	34	3136	198	-331	-9.735294117647058	34	3136	198	-331	-9.735294117647058	34	3136	198	-331	-9.735294117647058	34	3136	198	-331	-9.735294117647058	34	3136	198	-331	-9.735294117647058	34	3136
199	-13	-1.0	13	3149	199	-13	-1.0	13	3149	199	-13	-1.0	13	3149	199	-13	-1.0	13	3149	199	-13	-1.0	13	3149	199	-13	-1.0	13	3149	199	-13	-1.0	13	3149	199	-13	-1.0	13	3149
