Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps
76	-15	-1.0	15	3111	76	-15	-1.0	15	3111	76	-15	-1.0	15	3111	76	-15	-1.0	15	3111	76	-15	-1.0	15	3111	76	-15	-1.0	15	3111	76	-15	-1.0	15	3111	76	-15	-1.0	15	3111	76	-15	-1.0	15	3111	76	-15	-1.0	15	3111
77	-17	-1.0	17	3128	77	-17	-1.0	17	3128	77	-17	-1.0	17	3128	77	-17	-1.0	17	3128	77	-17	-1.0	17	3128	77	-17	-1.0	17	3128	77	-17	-1.0	17	3128	77	-17	-1.0	17	3128	77	-17	-1.0	17	3128	77	-17	-1.0	17	3128
78	-13	-1.0	13	3141	78	-13	-1.0	13	3141	78	-13	-1.0	13	3141	78	-13	-1.0	13	3141	78	-13	-1.0	13	3141	78	-13	-1.0	13	3141	78	-13	-1.0	13	3141	78	-13	-1.0	13	3141	78	-13	-1.0	13	3141	78	-13	-1.0	13	3141
79	-13	-1.0	13	3154	79	-13	-1.0	13	3154	79	-13	-1.0	13	3154	79	-13	-1.0	13	3154	79	-13	-1.0	13	3154	79	-13	-1.0	13	3154	79	-13	-1.0	13	3154	79	-13	-1.0	13	3154	79	-13	-1.0	13	3154	79	-13	-1.0	13	3154
80	-13	-1.0	13	3167	80	-13	-1.0	13	3167	80	-13	-1.0	13	3167	80	-13	-1.0	13	3167	80	-13	-1.0	13	3167	80	-13	-1.0	13	3167	80	-13	-1.0	13	3167	80	-13	-1.0	13	3167	80	-13	-1.0	13	3167	80	-13	-1.0	13	3167
81	-16	-1.0	16	3183	81	-16	-1.0	16	3183	81	-16	-1.0	16	3183	81	-16	-1.0	16	3183	81	-16	-1.0	16	3183	81	-16	-1.0	16	3183	81	-16	-1.0	16	3183	81	-16	-1.0	16	3183	81	-16	-1.0	16	3183	81	-16	-1.0	16	3183
82	-13	-1.0	13	3196	82	-13	-1.0	13	3196	82	-13	-1.0	13	3196	82	-13	-1.0	13	3196	82	-13	-1.0	13	3196	82	-13	-1.0	13	3196	82	-13	-1.0	13	3196	82	-13	-1.0	13	3196	82	-13	-1.0	13	3196	82	-13	-1.0	13	3196
83	-13	-1.0	13	3209	83	-13	-1.0	13	3209	83	-13	-1.0	13	3209	83	-13	-1.0	13	3209	83	-13	-1.0	13	3209	83	-13	-1.0	13	3209	83	-13	-1.0	13	3209	83	-13	-1.0	13	3209	83	-13	-1.0	13	3209	83	-13	-1.0	13	3209
84	-16	-1.0	16	3225	84	-16	-1.0	16	3225	84	-16	-1.0	16	3225	84	-16	-1.0	16	3225	84	-16	-1.0	16	3225	84	-16	-1.0	16	3225	84	-16	-1.0	16	3225	84	-16	-1.0	16	3225	84	-16	-1.0	16	3225	84	-16	-1.0	16	3225
85	-13	-1.0	13	3238	85	-13	-1.0	13	3238	85	-13	-1.0	13	3238	85	-13	-1.0	13	3238	85	-13	-1.0	13	3238	85	-13	-1.0	13	3238	85	-13	-1.0	13	3238	85	-13	-1.0	13	3238	85	-13	-1.0	13	3238	85	-13	-1.0	13	3238
86	-13	-1.0	13	3251	86	-13	-1.0	13	3251	86	-13	-1.0	13	3251	86	-13	-1.0	13	3251	86	-13	-1.0	13	3251	86	-13	-1.0	13	3251	86	-13	-1.0	13	3251	86	-13	-1.0	13	3251	86	-13	-1.0	13	3251	86	-13	-1.0	13	3251
87	-13	-1.0	13	3264	87	-13	-1.0	13	3264	87	-13	-1.0	13	3264	87	-13	-1.0	13	3264	87	-13	-1.0	13	3264	87	-13	-1.0	13	3264	87	-13	-1.0	13	3264	87	-13	-1.0	13	3264	87	-13	-1.0	13	3264	87	-13	-1.0	13	3264
88	-13	-1.0	13	3277	88	-13	-1.0	13	3277	88	-13	-1.0	13	3277	88	-13	-1.0	13	3277	88	-13	-1.0	13	3277	88	-13	-1.0	13	3277	88	-13	-1.0	13	3277	88	-13	-1.0	13	3277	88	-13	-1.0	13	3277	88	-13	-1.0	13	3277
89	-14	-1.0	14	3291	89	-14	-1.0	14	3291	89	-14	-1.0	14	3291	89	-14	-1.0	14	3291	89	-14	-1.0	14	3291	89	-14	-1.0	14	3291	89	-14	-1.0	14	3291	89	-14	-1.0	14	3291	89	-14	-1.0	14	3291	89	-14	-1.0	14	3291
90	-13	-1.0	13	3304	90	-13	-1.0	13	3304	90	-13	-1.0	13	3304	90	-13	-1.0	13	3304	90	-13	-1.0	13	3304	90	-13	-1.0	13	3304	90	-13	-1.0	13	3304	90	-13	-1.0	13	3304	90	-13	-1.0	13	3304	90	-13	-1.0	13	3304
91	-15	-1.0	15	3319	91	-15	-1.0	15	3319	91	-15	-1.0	15	3319	91	-15	-1.0	15	3319	91	-15	-1.0	15	3319	91	-15	-1.0	15	3319	91	-15	-1.0	15	3319	91	-15	-1.0	15	3319	91	-15	-1.0	15	3319	91	-15	-1.0	15	3319
92	-19	-1.0	19	3338	92	-19	-1.0	19	3338	92	-19	-1.0	19	3338	92	-19	-1.0	19	3338	92	-19	-1.0	19	3338	92	-19	-1.0	19	3338	92	-19	-1.0	19	3338	92	-19	-1.0	19	3338	92	-19	-1.0	19	3338	92	-19	-1.0	19	3338
93	-15	-1.0	15	3353	93	-15	-1.0	15	3353	93	-15	-1.0	15	3353	93	-15	-1.0	15	3353	93	-15	-1.0	15	3353	93	-15	-1.0	15	3353	93	-15	-1.0	15	3353	93	-15	-1.0	15	3353	93	-15	-1.0	15	3353	93	-15	-1.0	15	3353
94	-121	-5.5	22	3375	94	-121	-5.5	22	3375	94	-121	-5.5	22	3375	94	-121	-5.5	22	3375	94	-121	-5.5	22	3375	94	-121	-5.5	22	3375	94	-121	-5.5	22	3375	94	-121	-5.5	22	3375	94	-121	-5.5	22	3375	94	-121	-5.5	22	3375
95	-13	-1.0	13	3388	95	-13	-1.0	13	3388	95	-13	-1.0	13	3388	95	-13	-1.0	13	3388	95	-13	-1.0	13	3388	95	-13	-1.0	13	3388	95	-13	-1.0	13	3388	95	-13	-1.0	13	3388	95	-13	-1.0	13	3388	95	-13	-1.0	13	3388
96	-17	-1.0	17	3405	96	-17	-1.0	17	3405	96	-17	-1.0	17	3405	96	-17	-1.0	17	3405	96	-17	-1.0	17	3405	96	-17	-1.0	17	3405	96	-17	-1.0	17	3405	96	-17	-1.0	17	3405	96	-17	-1.0	17	3405	96	-17	-1.0	17	3405
97	-19	-1.0	19	3424	97	-19	-1.0	19	3424	97	-19	-1.0	19	3424	97	-19	-1.0	19	3424	97	-19	-1.0	19	3424	97	-19	-1.0	19	3424	97	-19	-1.0	19	3424	97	-19	-1.0	19	3424	97	-19	-1.0	19	3424	97	-19	-1.0	19	3424
98	-24	-1.0	24	3448	98	-24	-1.0	24	3448	98	-24	-1.0	24	3448	98	-24	-1.0	24	3448	98	-24	-1.0	24	3448	98	-24	-1.0	24	3448	98	-24	-1.0	24	3448	98	-24	-1.0	24	3448	98	-24	-1.0	24	3448	98	-24	-1.0	24	3448
99	-14	-1.0	14	3462	99	-14	-1.0	14	3462	99	-14	-1.0	14	3462	99	-14	-1.0	14	3462	99	-14	-1.0	14	3462	99	-14	-1.0	14	3462	99	-14	-1.0	14	3462	99	-14	-1.0	14	3462	99	-14	-1.0	14	3462	99	-14	-1.0	14	3462
100	-17	-1.0	17	3479	100	-17	-1.0	17	3479	100	-17	-1.0	17	3479	100	-17	-1.0	17	3479	100	-17	-1.0	17	3479	100	-17	-1.0	17	3479	100	-17	-1.0	17	3479	100	-17	-1.0	17	3479	100	-17	-1.0	17	3479	100	-17	-1.0	17	3479
101	-13	-1.0	13	3492	101	-13	-1.0	13	3492	101	-13	-1.0	13	3492	101	-13	-1.0	13	3492	101	-13	-1.0	13	3492	101	-13	-1.0	13	3492	101	-13	-1.0	13	3492	101	-13	-1.0	13	3492	101	-13	-1.0	13	3492	101	-13	-1.0	13	3492
102	-15	-1.0	15	3507	102	-15	-1.0	15	3507	102	-15	-1.0	15	3507	102	-15	-1.0	15	3507	102	-15	-1.0	15	3507	102	-15	-1.0	15	3507	102	-15	-1.0	15	3507	102	-15	-1.0	15	3507	102	-15	-1.0	15	3507	102	-15	-1.0	15	3507
103	-232	-6.823529411764706	34	3541	103	-232	-6.823529411764706	34	3541	103	-232	-6.823529411764706	34	3541	103	-232	-6.823529411764706	34	3541	103	-232	-6.823529411764706	34	3541	103	-232	-6.823529411764706	34	3541	103	-232	-6.823529411764706	34	3541	103	-232	-6.823529411764706	34	3541	103	-232	-6.823529411764706	34	3541	103	-232	-6.823529411764706	34	3541
104	-15	-1.0	15	3556	104	-15	-1.0	15	3556	104	-15	-1.0	15	3556	104	-15	-1.0	15	3556	104	-15	-1.0	15	3556	104	-15	-1.0	15	3556	104	-15	-1.0	15	3556	104	-15	-1.0	15	3556	104	-15	-1.0	15	3556	104	-15	-1.0	15	3556
105	-13	-1.0	13	3569	105	-13	-1.0	13	3569	105	-13	-1.0	13	3569	105	-13	-1.0	13	3569	105	-13	-1.0	13	3569	105	-13	-1.0	13	3569	105	-13	-1.0	13	3569	105	-13	-1.0	13	3569	105	-13	-1.0	13	3569	105	-13	-1.0	13	3569
106	-113	-8.071428571428571	14	3583	106	-113	-8.071428571428571	14	3583	106	-113	-8.071428571428571	14	3583	106	-113	-8.071428571428571	14	3583	106	-113	-8.071428571428571	14	3583	106	-113	-8.071428571428571	14	3583	106	-113	-8.071428571428571	14	3583	106	-113	-8.071428571428571	14	3583	106	-113	-8.071428571428571	14	3583	106	-113	-8.071428571428571	14	3583
107	-15	-1.0	15	3598	107	-15	-1.0	15	3598	107	-15	-1.0	15	3598	107	-15	-1.0	15	3598	107	-15	-1.0	15	3598	107	-15	-1.0	15	3598	107	-15	-1.0	15	3598	107	-15	-1.0	15	3598	107	-15	-1.0	15	3598	107	-15	-1.0	15	3598
108	-13	-1.0	13	3611	108	-13	-1.0	13	3611	108	-13	-1.0	13	3611	108	-13	-1.0	13	3611	108	-13	-1.0	13	3611	108	-13	-1.0	13	3611	108	-13	-1.0	13	3611	108	-13	-1.0	13	3611	108	-13	-1.0	13	3611	108	-13	-1.0	13	3611
109	-120	-5.714285714285714	21	3632	109	-120	-5.714285714285714	21	3632	109	-120	-5.714285714285714	21	3632	109	-120	-5.714285714285714	21	3632	109	-120	-5.714285714285714	21	3632	109	-120	-5.714285714285714	21	3632	109	-120	-5.714285714285714	21	3632	109	-120	-5.714285714285714	21	3632	109	-120	-5.714285714285714	21	3632	109	-120	-5.714285714285714	21	3632
110	-117	-6.5	18	3650	110	-117	-6.5	18	3650	110	-117	-6.5	18	3650	110	-117	-6.5	18	3650	110	-117	-6.5	18	3650	110	-117	-6.5	18	3650	110	-117	-6.5	18	3650	110	-117	-6.5	18	3650	110	-117	-6.5	18	3650	110	-117	-6.5	18	3650
111	-225	-8.333333333333334	27	3677	111	-225	-8.333333333333334	27	3677	111	-225	-8.333333333333334	27	3677	111	-225	-8.333333333333334	27	3677	111	-225	-8.333333333333334	27	3677	111	-225	-8.333333333333334	27	3677	111	-225	-8.333333333333334	27	3677	111	-225	-8.333333333333334	27	3677	111	-225	-8.333333333333334	27	3677	111	-225	-8.333333333333334	27	3677
112	-127	-4.535714285714286	28	3705	112	-127	-4.535714285714286	28	3705	112	-127	-4.535714285714286	28	3705	112	-127	-4.535714285714286	28	3705	112	-127	-4.535714285714286	28	3705	112	-127	-4.535714285714286	28	3705	112	-127	-4.535714285714286	28	3705	112	-127	-4.535714285714286	28	3705	112	-127	-4.535714285714286	28	3705	112	-127	-4.535714285714286	28	3705
113	-13	-1.0	13	3718	113	-13	-1.0	13	3718	113	-13	-1.0	13	3718	113	-13	-1.0	13	3718	113	-13	-1.0	13	3718	113	-13	-1.0	13	3718	113	-13	-1.0	13	3718	113	-13	-1.0	13	3718	113	-13	-1.0	13	3718	113	-13	-1.0	13	3718
114	-13	-1.0	13	3731	114	-13	-1.0	13	3731	114	-13	-1.0	13	3731	114	-13	-1.0	13	3731	114	-13	-1.0	13	3731	114	-13	-1.0	13	3731	114	-13	-1.0	13	3731	114	-13	-1.0	13	3731	114	-13	-1.0	13	3731	114	-13	-1.0	13	3731
115	-15	-1.0	15	3746	115	-15	-1.0	15	3746	115	-15	-1.0	15	3746	115	-15	-1.0	15	3746	115	-15	-1.0	15	3746	115	-15	-1.0	15	3746	115	-15	-1.0	15	3746	115	-15	-1.0	15	3746	115	-15	-1.0	15	3746	115	-15	-1.0	15	3746
116	-13	-1.0	13	3759	116	-13	-1.0	13	3759	116	-13	-1.0	13	3759	116	-13	-1.0	13	3759	116	-13	-1.0	13	3759	116	-13	-1.0	13	3759	116	-13	-1.0	13	3759	116	-13	-1.0	13	3759	116	-13	-1.0	13	3759	116	-13	-1.0	13	3759
117	-113	-8.071428571428571	14	3773	117	-113	-8.071428571428571	14	3773	117	-113	-8.071428571428571	14	3773	117	-113	-8.071428571428571	14	3773	117	-113	-8.071428571428571	14	3773	117	-113	-8.071428571428571	14	3773	117	-113	-8.071428571428571	14	3773	117	-113	-8.071428571428571	14	3773	117	-113	-8.071428571428571	14	3773	117	-113	-8.071428571428571	14	3773
118	-17	-1.0	17	3790	118	-17	-1.0	17	3790	118	-17	-1.0	17	3790	118	-17	-1.0	17	3790	118	-17	-1.0	17	3790	118	-17	-1.0	17	3790	118	-17	-1.0	17	3790	118	-17	-1.0	17	3790	118	-17	-1.0	17	3790	118	-17	-1.0	17	3790
119	-14	-1.0	14	3804	119	-14	-1.0	14	3804	119	-14	-1.0	14	3804	119	-14	-1.0	14	3804	119	-14	-1.0	14	3804	119	-14	-1.0	14	3804	119	-14	-1.0	14	3804	119	-14	-1.0	14	3804	119	-14	-1.0	14	3804	119	-14	-1.0	14	3804
120	-13	-1.0	13	3817	120	-13	-1.0	13	3817	120	-13	-1.0	13	3817	120	-13	-1.0	13	3817	120	-13	-1.0	13	3817	120	-13	-1.0	13	3817	120	-13	-1.0	13	3817	120	-13	-1.0	13	3817	120	-13	-1.0	13	3817	120	-13	-1.0	13	3817
121	-14	-1.0	14	3831	121	-14	-1.0	14	3831	121	-14	-1.0	14	3831	121	-14	-1.0	14	3831	121	-14	-1.0	14	3831	121	-14	-1.0	14	3831	121	-14	-1.0	14	3831	121	-14	-1.0	14	3831	121	-14	-1.0	14	3831	121	-14	-1.0	14	3831
122	-330	-10.0	33	3864	122	-330	-10.0	33	3864	122	-330	-10.0	33	3864	122	-330	-10.0	33	3864	122	-330	-10.0	33	3864	122	-330	-10.0	33	3864	122	-330	-10.0	33	3864	122	-330	-10.0	33	3864	122	-330	-10.0	33	3864	122	-330	-10.0	33	3864
123	-125	-4.8076923076923075	26	3890	123	-125	-4.8076923076923075	26	3890	123	-125	-4.8076923076923075	26	3890	123	-125	-4.8076923076923075	26	3890	123	-125	-4.8076923076923075	26	3890	123	-125	-4.8076923076923075	26	3890	123	-125	-4.8076923076923075	26	3890	123	-125	-4.8076923076923075	26	3890	123	-125	-4.8076923076923075	26	3890	123	-125	-4.8076923076923075	26	3890
124	-13	-1.0	13	3903	124	-13	-1.0	13	3903	124	-13	-1.0	13	3903	124	-13	-1.0	13	3903	124	-13	-1.0	13	3903	124	-13	-1.0	13	3903	124	-13	-1.0	13	3903	124	-13	-1.0	13	3903	124	-13	-1.0	13	3903	124	-13	-1.0	13	3903
125	-15	-1.0	15	3918	125	-15	-1.0	15	3918	125	-15	-1.0	15	3918	125	-15	-1.0	15	3918	125	-15	-1.0	15	3918	125	-15	-1.0	15	3918	125	-15	-1.0	15	3918	125	-15	-1.0	15	3918	125	-15	-1.0	15	3918	125	-15	-1.0	15	3918
126	-13	-1.0	13	3931	126	-13	-1.0	13	3931	126	-13	-1.0	13	3931	126	-13	-1.0	13	3931	126	-13	-1.0	13	3931	126	-13	-1.0	13	3931	126	-13	-1.0	13	3931	126	-13	-1.0	13	3931	126	-13	-1.0	13	3931	126	-13	-1.0	13	3931
127	-226	-8.071428571428571	28	3959	127	-226	-8.071428571428571	28	3959	127	-226	-8.071428571428571	28	3959	127	-226	-8.071428571428571	28	3959	127	-226	-8.071428571428571	28	3959	127	-226	-8.071428571428571	28	3959	127	-226	-8.071428571428571	28	3959	127	-226	-8.071428571428571	28	3959	127	-226	-8.071428571428571	28	3959	127	-226	-8.071428571428571	28	3959
128	-18	-1.0	18	3977	128	-18	-1.0	18	3977	128	-18	-1.0	18	3977	128	-18	-1.0	18	3977	128	-18	-1.0	18	3977	128	-18	-1.0	18	3977	128	-18	-1.0	18	3977	128	-18	-1.0	18	3977	128	-18	-1.0	18	3977	128	-18	-1.0	18	3977
129	-117	-6.5	18	3995	129	-117	-6.5	18	3995	129	-117	-6.5	18	3995	129	-117	-6.5	18	3995	129	-117	-6.5	18	3995	129	-117	-6.5	18	3995	129	-117	-6.5	18	3995	129	-117	-6.5	18	3995	129	-117	-6.5	18	3995	129	-117	-6.5	18	3995
130	-128	-4.413793103448276	29	4024	130	-128	-4.413793103448276	29	4024	130	-128	-4.413793103448276	29	4024	130	-128	-4.413793103448276	29	4024	130	-128	-4.413793103448276	29	4024	130	-128	-4.413793103448276	29	4024	130	-128	-4.413793103448276	29	4024	130	-128	-4.413793103448276	29	4024	130	-128	-4.413793103448276	29	4024	130	-128	-4.413793103448276	29	4024
131	-124	-4.96	25	4049	131	-124	-4.96	25	4049	131	-124	-4.96	25	4049	131	-124	-4.96	25	4049	131	-124	-4.96	25	4049	131	-124	-4.96	25	4049	131	-124	-4.96	25	4049	131	-124	-4.96	25	4049	131	-124	-4.96	25	4049	131	-124	-4.96	25	4049
132	-15	-1.0	15	4064	132	-15	-1.0	15	4064	132	-15	-1.0	15	4064	132	-15	-1.0	15	4064	132	-15	-1.0	15	4064	132	-15	-1.0	15	4064	132	-15	-1.0	15	4064	132	-15	-1.0	15	4064	132	-15	-1.0	15	4064	132	-15	-1.0	15	4064
133	-13	-1.0	13	4077	133	-13	-1.0	13	4077	133	-13	-1.0	13	4077	133	-13	-1.0	13	4077	133	-13	-1.0	13	4077	133	-13	-1.0	13	4077	133	-13	-1.0	13	4077	133	-13	-1.0	13	4077	133	-13	-1.0	13	4077	133	-13	-1.0	13	4077
134	-21	-1.0	21	4098	134	-21	-1.0	21	4098	134	-21	-1.0	21	4098	134	-21	-1.0	21	4098	134	-21	-1.0	21	4098	134	-21	-1.0	21	4098	134	-21	-1.0	21	4098	134	-21	-1.0	21	4098	134	-21	-1.0	21	4098	134	-21	-1.0	21	4098
135	-119	-5.95	20	4118	135	-119	-5.95	20	4118	135	-119	-5.95	20	4118	135	-119	-5.95	20	4118	135	-119	-5.95	20	4118	135	-119	-5.95	20	4118	135	-119	-5.95	20	4118	135	-119	-5.95	20	4118	135	-119	-5.95	20	4118	135	-119	-5.95	20	4118
136	-13	-1.0	13	4131	136	-13	-1.0	13	4131	136	-13	-1.0	13	4131	136	-13	-1.0	13	4131	136	-13	-1.0	13	4131	136	-13	-1.0	13	4131	136	-13	-1.0	13	4131	136	-13	-1.0	13	4131	136	-13	-1.0	13	4131	136	-13	-1.0	13	4131
137	-15	-1.0	15	4146	137	-15	-1.0	15	4146	137	-15	-1.0	15	4146	137	-15	-1.0	15	4146	137	-15	-1.0	15	4146	137	-15	-1.0	15	4146	137	-15	-1.0	15	4146	137	-15	-1.0	15	4146	137	-15	-1.0	15	4146	137	-15	-1.0	15	4146
138	-15	-1.0	15	4161	138	-15	-1.0	15	4161	138	-15	-1.0	15	4161	138	-15	-1.0	15	4161	138	-15	-1.0	15	4161	138	-15	-1.0	15	4161	138	-15	-1.0	15	4161	138	-15	-1.0	15	4161	138	-15	-1.0	15	4161	138	-15	-1.0	15	4161
139	-123	-5.125	24	4185	139	-123	-5.125	24	4185	139	-123	-5.125	24	4185	139	-123	-5.125	24	4185	139	-123	-5.125	24	4185	139	-123	-5.125	24	4185	139	-123	-5.125	24	4185	139	-123	-5.125	24	4185	139	-123	-5.125	24	4185	139	-123	-5.125	24	4185
140	-13	-1.0	13	4198	140	-13	-1.0	13	4198	140	-13	-1.0	13	4198	140	-13	-1.0	13	4198	140	-13	-1.0	13	4198	140	-13	-1.0	13	4198	140	-13	-1.0	13	4198	140	-13	-1.0	13	4198	140	-13	-1.0	13	4198	140	-13	-1.0	13	4198
141	-19	-1.0	19	4217	141	-19	-1.0	19	4217	141	-19	-1.0	19	4217	141	-19	-1.0	19	4217	141	-19	-1.0	19	4217	141	-19	-1.0	19	4217	141	-19	-1.0	19	4217	141	-19	-1.0	19	4217	141	-19	-1.0	19	4217	141	-19	-1.0	19	4217
142	-13	-1.0	13	4230	142	-13	-1.0	13	4230	142	-13	-1.0	13	4230	142	-13	-1.0	13	4230	142	-13	-1.0	13	4230	142	-13	-1.0	13	4230	142	-13	-1.0	13	4230	142	-13	-1.0	13	4230	142	-13	-1.0	13	4230	142	-13	-1.0	13	4230
143	-13	-1.0	13	4243	143	-13	-1.0	13	4243	143	-13	-1.0	13	4243	143	-13	-1.0	13	4243	143	-13	-1.0	13	4243	143	-13	-1.0	13	4243	143	-13	-1.0	13	4243	143	-13	-1.0	13	4243	143	-13	-1.0	13	4243	143	-13	-1.0	13	4243
144	-122	-5.304347826086956	23	4266	144	-122	-5.304347826086956	23	4266	144	-122	-5.304347826086956	23	4266	144	-122	-5.304347826086956	23	4266	144	-122	-5.304347826086956	23	4266	144	-122	-5.304347826086956	23	4266	144	-122	-5.304347826086956	23	4266	144	-122	-5.304347826086956	23	4266	144	-122	-5.304347826086956	23	4266	144	-122	-5.304347826086956	23	4266
145	-17	-1.0	17	4283	145	-17	-1.0	17	4283	145	-17	-1.0	17	4283	145	-17	-1.0	17	4283	145	-17	-1.0	17	4283	145	-17	-1.0	17	4283	145	-17	-1.0	17	4283	145	-17	-1.0	17	4283	145	-17	-1.0	17	4283	145	-17	-1.0	17	4283
146	-13	-1.0	13	4296	146	-13	-1.0	13	4296	146	-13	-1.0	13	4296	146	-13	-1.0	13	4296	146	-13	-1.0	13	4296	146	-13	-1.0	13	4296	146	-13	-1.0	13	4296	146	-13	-1.0	13	4296	146	-13	-1.0	13	4296	146	-13	-1.0	13	4296
147	-13	-1.0	13	4309	147	-13	-1.0	13	4309	147	-13	-1.0	13	4309	147	-13	-1.0	13	4309	147	-13	-1.0	13	4309	147	-13	-1.0	13	4309	147	-13	-1.0	13	4309	147	-13	-1.0	13	4309	147	-13	-1.0	13	4309	147	-13	-1.0	13	4309
148	-13	-1.0	13	4322	148	-13	-1.0	13	4322	148	-13	-1.0	13	4322	148	-13	-1.0	13	4322	148	-13	-1.0	13	4322	148	-13	-1.0	13	4322	148	-13	-1.0	13	4322	148	-13	-1.0	13	4322	148	-13	-1.0	13	4322	148	-13	-1.0	13	4322
149	-121	-5.5	22	4344	149	-121	-5.5	22	4344	149	-121	-5.5	22	4344	149	-121	-5.5	22	4344	149	-121	-5.5	22	4344	149	-121	-5.5	22	4344	149	-121	-5.5	22	4344	149	-121	-5.5	22	4344	149	-121	-5.5	22	4344	149	-121	-5.5	22	4344
150	-15	-1.0	15	4359	150	-15	-1.0	15	4359	150	-15	-1.0	15	4359	150	-15	-1.0	15	4359	150	-15	-1.0	15	4359	150	-15	-1.0	15	4359	150	-15	-1.0	15	4359	150	-15	-1.0	15	4359	150	-15	-1.0	15	4359	150	-15	-1.0	15	4359
151	-121	-5.5	22	4381	151	-121	-5.5	22	4381	151	-121	-5.5	22	4381	151	-121	-5.5	22	4381	151	-121	-5.5	22	4381	151	-121	-5.5	22	4381	151	-121	-5.5	22	4381	151	-121	-5.5	22	4381	151	-121	-5.5	22	4381	151	-121	-5.5	22	4381
152	-15	-1.0	15	4396	152	-15	-1.0	15	4396	152	-15	-1.0	15	4396	152	-15	-1.0	15	4396	152	-15	-1.0	15	4396	152	-15	-1.0	15	4396	152	-15	-1.0	15	4396	152	-15	-1.0	15	4396	152	-15	-1.0	15	4396	152	-15	-1.0	15	4396
153	-230	-7.1875	32	4428	153	-230	-7.1875	32	4428	153	-230	-7.1875	32	4428	153	-230	-7.1875	32	4428	153	-230	-7.1875	32	4428	153	-230	-7.1875	32	4428	153	-230	-7.1875	32	4428	153	-230	-7.1875	32	4428	153	-230	-7.1875	32	4428	153	-230	-7.1875	32	4428
154	-13	-1.0	13	4441	154	-13	-1.0	13	4441	154	-13	-1.0	13	4441	154	-13	-1.0	13	4441	154	-13	-1.0	13	4441	154	-13	-1.0	13	4441	154	-13	-1.0	13	4441	154	-13	-1.0	13	4441	154	-13	-1.0	13	4441	154	-13	-1.0	13	4441
155	-125	-4.8076923076923075	26	4467	155	-125	-4.8076923076923075	26	4467	155	-125	-4.8076923076923075	26	4467	155	-125	-4.8076923076923075	26	4467	155	-125	-4.8076923076923075	26	4467	155	-125	-4.8076923076923075	26	4467	155	-125	-4.8076923076923075	26	4467	155	-125	-4.8076923076923075	26	4467	155	-125	-4.8076923076923075	26	4467	155	-125	-4.8076923076923075	26	4467
156	-232	-6.823529411764706	34	4501	156	-232	-6.823529411764706	34	4501	156	-232	-6.823529411764706	34	4501	156	-232	-6.823529411764706	34	4501	156	-232	-6.823529411764706	34	4501	156	-232	-6.823529411764706	34	4501	156	-232	-6.823529411764706	34	4501	156	-232	-6.823529411764706	34	4501	156	-232	-6.823529411764706	34	4501	156	-232	-6.823529411764706	34	4501
157	-15	-1.0	15	4516	157	-15	-1.0	15	4516	157	-15	-1.0	15	4516	157	-15	-1.0	15	4516	157	-15	-1.0	15	4516	157	-15	-1.0	15	4516	157	-15	-1.0	15	4516	157	-15	-1.0	15	4516	157	-15	-1.0	15	4516	157	-15	-1.0	15	4516
158	-121	-5.5	22	4538	158	-121	-5.5	22	4538	158	-121	-5.5	22	4538	158	-121	-5.5	22	4538	158	-121	-5.5	22	4538	158	-121	-5.5	22	4538	158	-121	-5.5	22	4538	158	-121	-5.5	22	4538	158	-121	-5.5	22	4538	158	-121	-5.5	22	4538
159	-116	-6.823529411764706	17	4555	159	-116	-6.823529411764706	17	4555	159	-116	-6.823529411764706	17	4555	159	-116	-6.823529411764706	17	4555	159	-116	-6.823529411764706	17	4555	159	-116	-6.823529411764706	17	4555	159	-116	-6.823529411764706	17	4555	159	-116	-6.823529411764706	17	4555	159	-116	-6.823529411764706	17	4555	159	-116	-6.823529411764706	17	4555
160	-15	-1.0	15	4570	160	-15	-1.0	15	4570	160	-15	-1.0	15	4570	160	-15	-1.0	15	4570	160	-15	-1.0	15	4570	160	-15	-1.0	15	4570	160	-15	-1.0	15	4570	160	-15	-1.0	15	4570	160	-15	-1.0	15	4570	160	-15	-1.0	15	4570
161	-13	-1.0	13	4583	161	-13	-1.0	13	4583	161	-13	-1.0	13	4583	161	-13	-1.0	13	4583	161	-13	-1.0	13	4583	161	-13	-1.0	13	4583	161	-13	-1.0	13	4583	161	-13	-1.0	13	4583	161	-13	-1.0	13	4583	161	-13	-1.0	13	4583
162	-13	-1.0	13	4596	162	-13	-1.0	13	4596	162	-13	-1.0	13	4596	162	-13	-1.0	13	4596	162	-13	-1.0	13	4596	162	-13	-1.0	13	4596	162	-13	-1.0	13	4596	162	-13	-1.0	13	4596	162	-13	-1.0	13	4596	162	-13	-1.0	13	4596
