Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps
1026	-161	-2.5555555555555554	63	21334	1026	-161	-2.5555555555555554	63	21334	1026	-161	-2.5555555555555554	63	21334	1026	-161	-2.5555555555555554	63	21334
1027	-101	-33.666666666666664	3	21337	1027	-101	-33.666666666666664	3	21337	1027	-101	-33.666666666666664	3	21337	1027	-101	-33.666666666666664	3	21337
1028	-115	-6.764705882352941	17	21354	1028	-115	-6.764705882352941	17	21354	1028	-115	-6.764705882352941	17	21354	1028	-115	-6.764705882352941	17	21354
1029	-101	-33.666666666666664	3	21357	1029	-101	-33.666666666666664	3	21357	1029	-101	-33.666666666666664	3	21357	1029	-101	-33.666666666666664	3	21357
1030	43	0.7049180327868853	61	21418	1030	43	0.7049180327868853	61	21418	1030	43	0.7049180327868853	61	21418	1030	43	0.7049180327868853	61	21418
1031	-107	-11.88888888888889	9	21427	1031	-107	-11.88888888888889	9	21427	1031	-107	-11.88888888888889	9	21427	1031	-107	-11.88888888888889	9	21427
1032	-65	-0.9558823529411765	68	21495	1032	-65	-0.9558823529411765	68	21495	1032	-65	-0.9558823529411765	68	21495	1032	-65	-0.9558823529411765	68	21495
1033	-100	-50.0	2	21497	1033	-100	-50.0	2	21497	1033	-100	-50.0	2	21497	1033	-100	-50.0	2	21497
1034	-101	-33.666666666666664	3	21500	1034	-101	-33.666666666666664	3	21500	1034	-101	-33.666666666666664	3	21500	1034	-101	-33.666666666666664	3	21500
1035	21	0.25301204819277107	83	21583	1035	21	0.25301204819277107	83	21583	1035	21	0.25301204819277107	83	21583	1035	21	0.25301204819277107	83	21583
1036	-38	-0.926829268292683	41	21624	1036	-38	-0.926829268292683	41	21624	1036	-38	-0.926829268292683	41	21624	1036	-38	-0.926829268292683	41	21624
1037	-100	-50.0	2	21626	1037	-100	-50.0	2	21626	1037	-100	-50.0	2	21626	1037	-100	-50.0	2	21626
1038	-100	-50.0	2	21628	1038	-100	-50.0	2	21628	1038	-100	-50.0	2	21628	1038	-100	-50.0	2	21628
1039	-100	-50.0	2	21630	1039	-100	-50.0	2	21630	1039	-100	-50.0	2	21630	1039	-100	-50.0	2	21630
1040	56	1.1666666666666667	48	21678	1040	56	1.1666666666666667	48	21678	1040	56	1.1666666666666667	48	21678	1040	56	1.1666666666666667	48	21678
1041	96	0.8807339449541285	109	21787	1041	96	0.8807339449541285	109	21787	1041	96	0.8807339449541285	109	21787	1041	96	0.8807339449541285	109	21787
1042	-102	-25.5	4	21791	1042	-102	-25.5	4	21791	1042	-102	-25.5	4	21791	1042	-102	-25.5	4	21791
1043	-45	-0.9375	48	21839	1043	-45	-0.9375	48	21839	1043	-45	-0.9375	48	21839	1043	-45	-0.9375	48	21839
1044	-105	-15.0	7	21846	1044	-105	-15.0	7	21846	1044	-105	-15.0	7	21846	1044	-105	-15.0	7	21846
1045	-165	-2.462686567164179	67	21913	1045	-165	-2.462686567164179	67	21913	1045	-165	-2.462686567164179	67	21913	1045	-165	-2.462686567164179	67	21913
1046	-39	-0.9285714285714286	42	21955	1046	-39	-0.9285714285714286	42	21955	1046	-39	-0.9285714285714286	42	21955	1046	-39	-0.9285714285714286	42	21955
1047	-25	-0.8928571428571429	28	21983	1047	-25	-0.8928571428571429	28	21983	1047	-25	-0.8928571428571429	28	21983	1047	-25	-0.8928571428571429	28	21983
1048	-100	-50.0	2	21985	1048	-100	-50.0	2	21985	1048	-100	-50.0	2	21985	1048	-100	-50.0	2	21985
1049	26	0.3333333333333333	78	22063	1049	26	0.3333333333333333	78	22063	1049	26	0.3333333333333333	78	22063	1049	26	0.3333333333333333	78	22063
1050	-114	-7.125	16	22079	1050	-114	-7.125	16	22079	1050	-114	-7.125	16	22079	1050	-114	-7.125	16	22079
1051	124	1.5308641975308641	81	22160	1051	124	1.5308641975308641	81	22160	1051	124	1.5308641975308641	81	22160	1051	124	1.5308641975308641	81	22160
1052	-121	-5.260869565217392	23	22183	1052	-121	-5.260869565217392	23	22183	1052	-121	-5.260869565217392	23	22183	1052	-121	-5.260869565217392	23	22183
1053	-105	-15.0	7	22190	1053	-105	-15.0	7	22190	1053	-105	-15.0	7	22190	1053	-105	-15.0	7	22190
1054	75	2.586206896551724	29	22219	1054	75	2.586206896551724	29	22219	1054	75	2.586206896551724	29	22219	1054	75	2.586206896551724	29	22219
1055	-100	-50.0	2	22221	1055	-100	-50.0	2	22221	1055	-100	-50.0	2	22221	1055	-100	-50.0	2	22221
1056	-123	-4.92	25	22246	1056	-123	-4.92	25	22246	1056	-123	-4.92	25	22246	1056	-123	-4.92	25	22246
1057	-100	-50.0	2	22248	1057	-100	-50.0	2	22248	1057	-100	-50.0	2	22248	1057	-100	-50.0	2	22248
1058	-108	-10.8	10	22258	1058	-108	-10.8	10	22258	1058	-108	-10.8	10	22258	1058	-108	-10.8	10	22258
1059	-145	-3.0851063829787235	47	22305	1059	-145	-3.0851063829787235	47	22305	1059	-145	-3.0851063829787235	47	22305	1059	-145	-3.0851063829787235	47	22305
1060	-123	-4.92	25	22330	1060	-123	-4.92	25	22330	1060	-123	-4.92	25	22330	1060	-123	-4.92	25	22330
1061	-100	-50.0	2	22332	1061	-100	-50.0	2	22332	1061	-100	-50.0	2	22332	1061	-100	-50.0	2	22332
1062	-137	-3.5128205128205128	39	22371	1062	-137	-3.5128205128205128	39	22371	1062	-137	-3.5128205128205128	39	22371	1062	-137	-3.5128205128205128	39	22371
1063	-100	-50.0	2	22373	1063	-100	-50.0	2	22373	1063	-100	-50.0	2	22373	1063	-100	-50.0	2	22373
1064	-23	-0.8846153846153846	26	22399	1064	-23	-0.8846153846153846	26	22399	1064	-23	-0.8846153846153846	26	22399	1064	-23	-0.8846153846153846	26	22399
1065	-100	-50.0	2	22401	1065	-100	-50.0	2	22401	1065	-100	-50.0	2	22401	1065	-100	-50.0	2	22401
1066	-104	-17.333333333333332	6	22407	1066	-104	-17.333333333333332	6	22407	1066	-104	-17.333333333333332	6	22407	1066	-104	-17.333333333333332	6	22407
1067	-100	-50.0	2	22409	1067	-100	-50.0	2	22409	1067	-100	-50.0	2	22409	1067	-100	-50.0	2	22409
1068	-133	-3.8	35	22444	1068	-133	-3.8	35	22444	1068	-133	-3.8	35	22444	1068	-133	-3.8	35	22444
1069	52	1.0	52	22496	1069	52	1.0	52	22496	1069	52	1.0	52	22496	1069	52	1.0	52	22496
1070	-100	-50.0	2	22498	1070	-100	-50.0	2	22498	1070	-100	-50.0	2	22498	1070	-100	-50.0	2	22498
1071	-101	-33.666666666666664	3	22501	1071	-101	-33.666666666666664	3	22501	1071	-101	-33.666666666666664	3	22501	1071	-101	-33.666666666666664	3	22501
1072	47	0.8245614035087719	57	22558	1072	47	0.8245614035087719	57	22558	1072	47	0.8245614035087719	57	22558	1072	47	0.8245614035087719	57	22558
1073	-41	-0.9318181818181818	44	22602	1073	-41	-0.9318181818181818	44	22602	1073	-41	-0.9318181818181818	44	22602	1073	-41	-0.9318181818181818	44	22602
1074	-107	-11.88888888888889	9	22611	1074	-107	-11.88888888888889	9	22611	1074	-107	-11.88888888888889	9	22611	1074	-107	-11.88888888888889	9	22611
1075	-100	-50.0	2	22613	1075	-100	-50.0	2	22613	1075	-100	-50.0	2	22613	1075	-100	-50.0	2	22613
1076	-31	-0.9117647058823529	34	22647	1076	-31	-0.9117647058823529	34	22647	1076	-31	-0.9117647058823529	34	22647	1076	-31	-0.9117647058823529	34	22647
1077	-100	-50.0	2	22649	1077	-100	-50.0	2	22649	1077	-100	-50.0	2	22649	1077	-100	-50.0	2	22649
1078	-100	-50.0	2	22651	1078	-100	-50.0	2	22651	1078	-100	-50.0	2	22651	1078	-100	-50.0	2	22651
1079	-33	-0.9166666666666666	36	22687	1079	-33	-0.9166666666666666	36	22687	1079	-33	-0.9166666666666666	36	22687	1079	-33	-0.9166666666666666	36	22687
1080	-100	-50.0	2	22689	1080	-100	-50.0	2	22689	1080	-100	-50.0	2	22689	1080	-100	-50.0	2	22689
1081	-30	-0.9090909090909091	33	22722	1081	-30	-0.9090909090909091	33	22722	1081	-30	-0.9090909090909091	33	22722	1081	-30	-0.9090909090909091	33	22722
1082	-100	-50.0	2	22724	1082	-100	-50.0	2	22724	1082	-100	-50.0	2	22724	1082	-100	-50.0	2	22724
1083	-105	-15.0	7	22731	1083	-105	-15.0	7	22731	1083	-105	-15.0	7	22731	1083	-105	-15.0	7	22731
1084	-43	-0.9347826086956522	46	22777	1084	-43	-0.9347826086956522	46	22777	1084	-43	-0.9347826086956522	46	22777	1084	-43	-0.9347826086956522	46	22777
1085	-104	-17.333333333333332	6	22783	1085	-104	-17.333333333333332	6	22783	1085	-104	-17.333333333333332	6	22783	1085	-104	-17.333333333333332	6	22783
1086	65	1.6666666666666667	39	22822	1086	65	1.6666666666666667	39	22822	1086	65	1.6666666666666667	39	22822	1086	65	1.6666666666666667	39	22822
1087	-78	-0.9629629629629629	81	22903	1087	-78	-0.9629629629629629	81	22903	1087	-78	-0.9629629629629629	81	22903	1087	-78	-0.9629629629629629	81	22903
1088	-177	-2.240506329113924	79	22982	1088	-177	-2.240506329113924	79	22982	1088	-177	-2.240506329113924	79	22982	1088	-177	-2.240506329113924	79	22982
1089	-100	-50.0	2	22984	1089	-100	-50.0	2	22984	1089	-100	-50.0	2	22984	1089	-100	-50.0	2	22984
1090	50	0.9259259259259259	54	23038	1090	50	0.9259259259259259	54	23038	1090	50	0.9259259259259259	54	23038	1090	50	0.9259259259259259	54	23038
1091	-110	-9.166666666666666	12	23050	1091	-110	-9.166666666666666	12	23050	1091	-110	-9.166666666666666	12	23050	1091	-110	-9.166666666666666	12	23050
1092	65	1.6666666666666667	39	23089	1092	65	1.6666666666666667	39	23089	1092	65	1.6666666666666667	39	23089	1092	65	1.6666666666666667	39	23089
1093	-124	-4.769230769230769	26	23115	1093	-124	-4.769230769230769	26	23115	1093	-124	-4.769230769230769	26	23115	1093	-124	-4.769230769230769	26	23115
1094	-122	-5.083333333333333	24	23139	1094	-122	-5.083333333333333	24	23139	1094	-122	-5.083333333333333	24	23139	1094	-122	-5.083333333333333	24	23139
1095	-31	-0.9117647058823529	34	23173	1095	-31	-0.9117647058823529	34	23173	1095	-31	-0.9117647058823529	34	23173	1095	-31	-0.9117647058823529	34	23173
1096	-109	-9.909090909090908	11	23184	1096	-109	-9.909090909090908	11	23184	1096	-109	-9.909090909090908	11	23184	1096	-109	-9.909090909090908	11	23184
1097	-117	-6.157894736842105	19	23203	1097	-117	-6.157894736842105	19	23203	1097	-117	-6.157894736842105	19	23203	1097	-117	-6.157894736842105	19	23203
1098	-101	-33.666666666666664	3	23206	1098	-101	-33.666666666666664	3	23206	1098	-101	-33.666666666666664	3	23206	1098	-101	-33.666666666666664	3	23206
1099	-141	-3.2790697674418605	43	23249	1099	-141	-3.2790697674418605	43	23249	1099	-141	-3.2790697674418605	43	23249	1099	-141	-3.2790697674418605	43	23249
1100	-49	-0.9423076923076923	52	23301	1100	-49	-0.9423076923076923	52	23301	1100	-49	-0.9423076923076923	52	23301	1100	-49	-0.9423076923076923	52	23301
1101	-104	-17.333333333333332	6	23307	1101	-104	-17.333333333333332	6	23307	1101	-104	-17.333333333333332	6	23307	1101	-104	-17.333333333333332	6	23307
1102	-156	-2.689655172413793	58	23365	1102	-156	-2.689655172413793	58	23365	1102	-156	-2.689655172413793	58	23365	1102	-156	-2.689655172413793	58	23365
1103	-100	-50.0	2	23367	1103	-100	-50.0	2	23367	1103	-100	-50.0	2	23367	1103	-100	-50.0	2	23367
1104	-101	-33.666666666666664	3	23370	1104	-101	-33.666666666666664	3	23370	1104	-101	-33.666666666666664	3	23370	1104	-101	-33.666666666666664	3	23370
1105	-105	-15.0	7	23377	1105	-105	-15.0	7	23377	1105	-105	-15.0	7	23377	1105	-105	-15.0	7	23377
1106	50	0.9259259259259259	54	23431	1106	50	0.9259259259259259	54	23431	1106	50	0.9259259259259259	54	23431	1106	50	0.9259259259259259	54	23431
1107	-133	-3.8	35	23466	1107	-133	-3.8	35	23466	1107	-133	-3.8	35	23466	1107	-133	-3.8	35	23466
1108	-119	-5.666666666666667	21	23487	1108	-119	-5.666666666666667	21	23487	1108	-119	-5.666666666666667	21	23487	1108	-119	-5.666666666666667	21	23487
1109	-100	-50.0	2	23489	1109	-100	-50.0	2	23489	1109	-100	-50.0	2	23489	1109	-100	-50.0	2	23489
1110	-100	-50.0	2	23491	1110	-100	-50.0	2	23491	1110	-100	-50.0	2	23491	1110	-100	-50.0	2	23491
1111	-107	-11.88888888888889	9	23500	1111	-107	-11.88888888888889	9	23500	1111	-107	-11.88888888888889	9	23500	1111	-107	-11.88888888888889	9	23500
1112	14	0.15555555555555556	90	23590	1112	14	0.15555555555555556	90	23590	1112	14	0.15555555555555556	90	23590	1112	14	0.15555555555555556	90	23590
1113	-100	-50.0	2	23592	1113	-100	-50.0	2	23592	1113	-100	-50.0	2	23592	1113	-100	-50.0	2	23592
1114	-109	-9.909090909090908	11	23603	1114	-109	-9.909090909090908	11	23603	1114	-109	-9.909090909090908	11	23603	1114	-109	-9.909090909090908	11	23603
1115	-101	-33.666666666666664	3	23606	1115	-101	-33.666666666666664	3	23606	1115	-101	-33.666666666666664	3	23606	1115	-101	-33.666666666666664	3	23606
1116	26	0.3333333333333333	78	23684	1116	26	0.3333333333333333	78	23684	1116	26	0.3333333333333333	78	23684	1116	26	0.3333333333333333	78	23684
1117	-109	-9.909090909090908	11	23695	1117	-109	-9.909090909090908	11	23695	1117	-109	-9.909090909090908	11	23695	1117	-109	-9.909090909090908	11	23695
1118	159	3.4565217391304346	46	23741	1118	159	3.4565217391304346	46	23741	1118	159	3.4565217391304346	46	23741	1118	159	3.4565217391304346	46	23741
1119	-14	-0.8235294117647058	17	23758	1119	-14	-0.8235294117647058	17	23758	1119	-14	-0.8235294117647058	17	23758	1119	-14	-0.8235294117647058	17	23758
1120	-101	-33.666666666666664	3	23761	1120	-101	-33.666666666666664	3	23761	1120	-101	-33.666666666666664	3	23761	1120	-101	-33.666666666666664	3	23761
1121	64	1.6	40	23801	1121	64	1.6	40	23801	1121	64	1.6	40	23801	1121	64	1.6	40	23801
1122	-14	-0.8235294117647058	17	23818	1122	-14	-0.8235294117647058	17	23818	1122	-14	-0.8235294117647058	17	23818	1122	-14	-0.8235294117647058	17	23818
1123	-104	-17.333333333333332	6	23824	1123	-104	-17.333333333333332	6	23824	1123	-104	-17.333333333333332	6	23824	1123	-104	-17.333333333333332	6	23824
1124	134	1.8873239436619718	71	23895	1124	134	1.8873239436619718	71	23895	1124	134	1.8873239436619718	71	23895	1124	134	1.8873239436619718	71	23895
1125	18	0.20930232558139536	86	23981	1125	18	0.20930232558139536	86	23981	1125	18	0.20930232558139536	86	23981	1125	18	0.20930232558139536	86	23981
1126	-101	-33.666666666666664	3	23984	1126	-101	-33.666666666666664	3	23984	1126	-101	-33.666666666666664	3	23984	1126	-101	-33.666666666666664	3	23984
1127	384	3.096774193548387	124	24108	1127	384	3.096774193548387	124	24108	1127	384	3.096774193548387	124	24108	1127	384	3.096774193548387	124	24108
1128	-100	-50.0	2	24110	1128	-100	-50.0	2	24110	1128	-100	-50.0	2	24110	1128	-100	-50.0	2	24110
1129	-121	-5.260869565217392	23	24133	1129	-121	-5.260869565217392	23	24133	1129	-121	-5.260869565217392	23	24133	1129	-121	-5.260869565217392	23	24133
1130	1	0.009708737864077669	103	24236	1130	1	0.009708737864077669	103	24236	1130	1	0.009708737864077669	103	24236	1130	1	0.009708737864077669	103	24236
1131	-25	-0.8928571428571429	28	24264	1131	-25	-0.8928571428571429	28	24264	1131	-25	-0.8928571428571429	28	24264	1131	-25	-0.8928571428571429	28	24264
1132	-100	-50.0	2	24266	1132	-100	-50.0	2	24266	1132	-100	-50.0	2	24266	1132	-100	-50.0	2	24266
1133	-139	-3.3902439024390243	41	24307	1133	-139	-3.3902439024390243	41	24307	1133	-139	-3.3902439024390243	41	24307	1133	-139	-3.3902439024390243	41	24307
1134	-26	-0.896551724137931	29	24336	1134	-26	-0.896551724137931	29	24336	1134	-26	-0.896551724137931	29	24336	1134	-26	-0.896551724137931	29	24336
1135	-100	-50.0	2	24338	1135	-100	-50.0	2	24338	1135	-100	-50.0	2	24338	1135	-100	-50.0	2	24338
1136	-14	-0.8235294117647058	17	24355	1136	-14	-0.8235294117647058	17	24355	1136	-14	-0.8235294117647058	17	24355	1136	-14	-0.8235294117647058	17	24355
1137	-102	-25.5	4	24359	1137	-102	-25.5	4	24359	1137	-102	-25.5	4	24359	1137	-102	-25.5	4	24359
1138	-100	-50.0	2	24361	1138	-100	-50.0	2	24361	1138	-100	-50.0	2	24361	1138	-100	-50.0	2	24361
1139	-100	-50.0	2	24363	1139	-100	-50.0	2	24363	1139	-100	-50.0	2	24363	1139	-100	-50.0	2	24363
1140	-100	-50.0	2	24365	1140	-100	-50.0	2	24365	1140	-100	-50.0	2	24365	1140	-100	-50.0	2	24365
1141	-100	-50.0	2	24367	1141	-100	-50.0	2	24367	1141	-100	-50.0	2	24367	1141	-100	-50.0	2	24367
1142	-100	-50.0	2	24369	1142	-100	-50.0	2	24369	1142	-100	-50.0	2	24369	1142	-100	-50.0	2	24369
1143	39	0.6	65	24434	1143	39	0.6	65	24434	1143	39	0.6	65	24434	1143	39	0.6	65	24434
1144	111	1.1808510638297873	94	24528	1144	111	1.1808510638297873	94	24528	1144	111	1.1808510638297873	94	24528	1144	111	1.1808510638297873	94	24528
1145	-115	-6.764705882352941	17	24545	1145	-115	-6.764705882352941	17	24545	1145	-115	-6.764705882352941	17	24545	1145	-115	-6.764705882352941	17	24545
1146	-100	-50.0	2	24547	1146	-100	-50.0	2	24547	1146	-100	-50.0	2	24547	1146	-100	-50.0	2	24547
1147	-100	-50.0	2	24549	1147	-100	-50.0	2	24549	1147	-100	-50.0	2	24549	1147	-100	-50.0	2	24549
1148	-100	-50.0	2	24551	1148	-100	-50.0	2	24551	1148	-100	-50.0	2	24551	1148	-100	-50.0	2	24551
1149	-113	-7.533333333333333	15	24566	1149	-113	-7.533333333333333	15	24566	1149	-113	-7.533333333333333	15	24566	1149	-113	-7.533333333333333	15	24566
1150	69	1.9714285714285715	35	24601	1150	69	1.9714285714285715	35	24601	1150	69	1.9714285714285715	35	24601	1150	69	1.9714285714285715	35	24601
1151	142	2.253968253968254	63	24664	1151	142	2.253968253968254	63	24664	1151	142	2.253968253968254	63	24664	1151	142	2.253968253968254	63	24664
1152	-77	-0.9625	80	24744	1152	-77	-0.9625	80	24744	1152	-77	-0.9625	80	24744	1152	-77	-0.9625	80	24744
1153	-101	-33.666666666666664	3	24747	1153	-101	-33.666666666666664	3	24747	1153	-101	-33.666666666666664	3	24747	1153	-101	-33.666666666666664	3	24747
1154	-100	-50.0	2	24749	1154	-100	-50.0	2	24749	1154	-100	-50.0	2	24749	1154	-100	-50.0	2	24749
1155	-29	-0.90625	32	24781	1155	-29	-0.90625	32	24781	1155	-29	-0.90625	32	24781	1155	-29	-0.90625	32	24781
1156	-100	-50.0	2	24783	1156	-100	-50.0	2	24783	1156	-100	-50.0	2	24783	1156	-100	-50.0	2	24783
1157	-100	-50.0	2	24785	1157	-100	-50.0	2	24785	1157	-100	-50.0	2	24785	1157	-100	-50.0	2	24785
1158	-100	-50.0	2	24787	1158	-100	-50.0	2	24787	1158	-100	-50.0	2	24787	1158	-100	-50.0	2	24787
1159	-108	-10.8	10	24797	1159	-108	-10.8	10	24797	1159	-108	-10.8	10	24797	1159	-108	-10.8	10	24797
1160	-21	-0.875	24	24821	1160	-21	-0.875	24	24821	1160	-21	-0.875	24	24821	1160	-21	-0.875	24	24821
1161	-100	-50.0	2	24823	1161	-100	-50.0	2	24823	1161	-100	-50.0	2	24823	1161	-100	-50.0	2	24823
1162	-104	-17.333333333333332	6	24829	1162	-104	-17.333333333333332	6	24829	1162	-104	-17.333333333333332	6	24829	1162	-104	-17.333333333333332	6	24829
1163	-115	-6.764705882352941	17	24846	1163	-115	-6.764705882352941	17	24846	1163	-115	-6.764705882352941	17	24846	1163	-115	-6.764705882352941	17	24846
1164	-100	-50.0	2	24848	1164	-100	-50.0	2	24848	1164	-100	-50.0	2	24848	1164	-100	-50.0	2	24848
1165	46	0.7931034482758621	58	24906	1165	46	0.7931034482758621	58	24906	1165	46	0.7931034482758621	58	24906	1165	46	0.7931034482758621	58	24906
1166	22	0.2682926829268293	82	24988	1166	22	0.2682926829268293	82	24988	1166	22	0.2682926829268293	82	24988	1166	22	0.2682926829268293	82	24988
1167	-123	-4.92	25	25013	1167	-123	-4.92	25	25013	1167	-123	-4.92	25	25013	1167	-123	-4.92	25	25013
1168	-109	-9.909090909090908	11	25024	1168	-109	-9.909090909090908	11	25024	1168	-109	-9.909090909090908	11	25024	1168	-109	-9.909090909090908	11	25024
1169	-123	-4.92	25	25049	1169	-123	-4.92	25	25049	1169	-123	-4.92	25	25049	1169	-123	-4.92	25	25049
1170	-20	-0.8695652173913043	23	25072	1170	-20	-0.8695652173913043	23	25072	1170	-20	-0.8695652173913043	23	25072	1170	-20	-0.8695652173913043	23	25072
1171	-83	-0.9651162790697675	86	25158	1171	-83	-0.9651162790697675	86	25158	1171	-83	-0.9651162790697675	86	25158	1171	-83	-0.9651162790697675	86	25158
1172	-110	-9.166666666666666	12	25170	1172	-110	-9.166666666666666	12	25170	1172	-110	-9.166666666666666	12	25170	1172	-110	-9.166666666666666	12	25170
1173	-100	-50.0	2	25172	1173	-100	-50.0	2	25172	1173	-100	-50.0	2	25172	1173	-100	-50.0	2	25172
1174	-100	-50.0	2	25174	1174	-100	-50.0	2	25174	1174	-100	-50.0	2	25174	1174	-100	-50.0	2	25174
1175	-16	-0.8421052631578947	19	25193	1175	-16	-0.8421052631578947	19	25193	1175	-16	-0.8421052631578947	19	25193	1175	-16	-0.8421052631578947	19	25193
1176	41	0.6507936507936508	63	25256	1176	41	0.6507936507936508	63	25256	1176	41	0.6507936507936508	63	25256	1176	41	0.6507936507936508	63	25256
1177	-33	-0.9166666666666666	36	25292	1177	-33	-0.9166666666666666	36	25292	1177	-33	-0.9166666666666666	36	25292	1177	-33	-0.9166666666666666	36	25292
1178	-115	-6.764705882352941	17	25309	1178	-115	-6.764705882352941	17	25309	1178	-115	-6.764705882352941	17	25309	1178	-115	-6.764705882352941	17	25309
1179	-101	-33.666666666666664	3	25312	1179	-101	-33.666666666666664	3	25312	1179	-101	-33.666666666666664	3	25312	1179	-101	-33.666666666666664	3	25312
1180	-25	-0.8928571428571429	28	25340	1180	-25	-0.8928571428571429	28	25340	1180	-25	-0.8928571428571429	28	25340	1180	-25	-0.8928571428571429	28	25340
1181	-100	-50.0	2	25342	1181	-100	-50.0	2	25342	1181	-100	-50.0	2	25342	1181	-100	-50.0	2	25342
1182	43	0.7049180327868853	61	25403	1182	43	0.7049180327868853	61	25403	1182	43	0.7049180327868853	61	25403	1182	43	0.7049180327868853	61	25403
1183	-113	-7.533333333333333	15	25418	1183	-113	-7.533333333333333	15	25418	1183	-113	-7.533333333333333	15	25418	1183	-113	-7.533333333333333	15	25418
1184	-45	-0.9375	48	25466	1184	-45	-0.9375	48	25466	1184	-45	-0.9375	48	25466	1184	-45	-0.9375	48	25466
1185	-66	-0.9565217391304348	69	25535	1185	-66	-0.9565217391304348	69	25535	1185	-66	-0.9565217391304348	69	25535	1185	-66	-0.9565217391304348	69	25535
1186	-101	-33.666666666666664	3	25538	1186	-101	-33.666666666666664	3	25538	1186	-101	-33.666666666666664	3	25538	1186	-101	-33.666666666666664	3	25538
1187	-129	-4.161290322580645	31	25569	1187	-129	-4.161290322580645	31	25569	1187	-129	-4.161290322580645	31	25569	1187	-129	-4.161290322580645	31	25569
1188	-124	-4.769230769230769	26	25595	1188	-124	-4.769230769230769	26	25595	1188	-124	-4.769230769230769	26	25595	1188	-124	-4.769230769230769	26	25595
1189	-137	-3.5128205128205128	39	25634	1189	-137	-3.5128205128205128	39	25634	1189	-137	-3.5128205128205128	39	25634	1189	-137	-3.5128205128205128	39	25634
1190	24	0.3	80	25714	1190	24	0.3	80	25714	1190	24	0.3	80	25714	1190	24	0.3	80	25714
1191	-102	-25.5	4	25718	1191	-102	-25.5	4	25718	1191	-102	-25.5	4	25718	1191	-102	-25.5	4	25718
1192	-100	-50.0	2	25720	1192	-100	-50.0	2	25720	1192	-100	-50.0	2	25720	1192	-100	-50.0	2	25720
1193	-107	-11.88888888888889	9	25729	1193	-107	-11.88888888888889	9	25729	1193	-107	-11.88888888888889	9	25729	1193	-107	-11.88888888888889	9	25729
1194	-131	-3.9696969696969697	33	25762	1194	-131	-3.9696969696969697	33	25762	1194	-131	-3.9696969696969697	33	25762	1194	-131	-3.9696969696969697	33	25762
1195	-129	-0.9772727272727273	132	25894	1195	-129	-0.9772727272727273	132	25894	1195	-129	-0.9772727272727273	132	25894	1195	-129	-0.9772727272727273	132	25894
1196	-102	-25.5	4	25898	1196	-102	-25.5	4	25898	1196	-102	-25.5	4	25898	1196	-102	-25.5	4	25898
1197	-55	-0.34591194968553457	159	26057	1197	-55	-0.34591194968553457	159	26057	1197	-55	-0.34591194968553457	159	26057	1197	-55	-0.34591194968553457	159	26057
1198	-49	-0.9423076923076923	52	26109	1198	-49	-0.9423076923076923	52	26109	1198	-49	-0.9423076923076923	52	26109	1198	-49	-0.9423076923076923	52	26109
1199	-115	-6.764705882352941	17	26126	1199	-115	-6.764705882352941	17	26126	1199	-115	-6.764705882352941	17	26126	1199	-115	-6.764705882352941	17	26126
1200	-101	-33.666666666666664	3	26129	1200	-101	-33.666666666666664	3	26129	1200	-101	-33.666666666666664	3	26129	1200	-101	-33.666666666666664	3	26129
1201	-100	-50.0	2	26131	1201	-100	-50.0	2	26131	1201	-100	-50.0	2	26131	1201	-100	-50.0	2	26131
1202	-100	-50.0	2	26133	1202	-100	-50.0	2	26133	1202	-100	-50.0	2	26133	1202	-100	-50.0	2	26133
1203	-126	-4.5	28	26161	1203	-126	-4.5	28	26161	1203	-126	-4.5	28	26161	1203	-126	-4.5	28	26161
1204	-25	-0.8928571428571429	28	26189	1204	-25	-0.8928571428571429	28	26189	1204	-25	-0.8928571428571429	28	26189	1204	-25	-0.8928571428571429	28	26189
1205	-130	-4.0625	32	26221	1205	-130	-4.0625	32	26221	1205	-130	-4.0625	32	26221	1205	-130	-4.0625	32	26221
1206	54	1.08	50	26271	1206	54	1.08	50	26271	1206	54	1.08	50	26271	1206	54	1.08	50	26271
1207	38	0.5757575757575758	66	26337	1207	38	0.5757575757575758	66	26337	1207	38	0.5757575757575758	66	26337	1207	38	0.5757575757575758	66	26337
1208	103	1.0098039215686274	102	26439	1208	103	1.0098039215686274	102	26439	1208	103	1.0098039215686274	102	26439	1208	103	1.0098039215686274	102	26439
1209	-100	-50.0	2	26441	1209	-100	-50.0	2	26441	1209	-100	-50.0	2	26441	1209	-100	-50.0	2	26441
1210	-100	-50.0	2	26443	1210	-100	-50.0	2	26443	1210	-100	-50.0	2	26443	1210	-100	-50.0	2	26443
1211	-100	-50.0	2	26445	1211	-100	-50.0	2	26445	1211	-100	-50.0	2	26445	1211	-100	-50.0	2	26445
1212	-134	-3.7222222222222223	36	26481	1212	-134	-3.7222222222222223	36	26481	1212	-134	-3.7222222222222223	36	26481	1212	-134	-3.7222222222222223	36	26481
1213	-121	-5.260869565217392	23	26504	1213	-121	-5.260869565217392	23	26504	1213	-121	-5.260869565217392	23	26504	1213	-121	-5.260869565217392	23	26504
1214	128	1.6623376623376624	77	26581	1214	128	1.6623376623376624	77	26581	1214	128	1.6623376623376624	77	26581	1214	128	1.6623376623376624	77	26581
