Episode	Accumulated Reward	Average Reward	Length	Steps
117	-13	-1.0	13	3708
118	-16	-1.0	16	3724
119	-15	-1.0	15	3739
120	-123	-5.125	24	3763
121	-15	-1.0	15	3778
122	-117	-6.5	18	3796
123	-15	-1.0	15	3811
124	-13	-1.0	13	3824
125	-113	-8.071428571428571	14	3838
126	-327	-10.9	30	3868
127	-13	-1.0	13	3881
128	-13	-1.0	13	3894
129	-127	-4.535714285714286	28	3922
130	-118	-6.2105263157894735	19	3941
131	-15	-1.0	15	3956
132	-13	-1.0	13	3969
133	-22	-1.0	22	3991
134	-17	-1.0	17	4008
135	-14	-1.0	14	4022
136	-13	-1.0	13	4035
137	-18	-1.0	18	4053
138	-15	-1.0	15	4068
139	-13	-1.0	13	4081
140	-225	-8.333333333333334	27	4108
141	-16	-1.0	16	4124
142	-18	-1.0	18	4142
143	-137	-3.6052631578947367	38	4180
144	-17	-1.0	17	4197
145	-13	-1.0	13	4210
146	-227	-7.827586206896552	29	4239
147	-127	-4.535714285714286	28	4267
148	-18	-1.0	18	4285
149	-19	-1.0	19	4304
150	-13	-1.0	13	4317
151	-130	-4.193548387096774	31	4348
152	-13	-1.0	13	4361
153	-13	-1.0	13	4374
154	-124	-4.96	25	4399
155	-120	-5.714285714285714	21	4420
156	-124	-4.96	25	4445
157	-13	-1.0	13	4458
158	-115	-7.1875	16	4474
159	-447	-8.764705882352942	51	4525
160	-17	-1.0	17	4542
161	-14	-1.0	14	4556
162	-13	-1.0	13	4569
163	-13	-1.0	13	4582
164	-327	-10.9	30	4612
165	-13	-1.0	13	4625
166	-17	-1.0	17	4642
167	-13	-1.0	13	4655
168	-13	-1.0	13	4668
169	-121	-5.5	22	4690
170	-13	-1.0	13	4703
171	-14	-1.0	14	4717
172	-21	-1.0	21	4738
173	-15	-1.0	15	4753
174	-124	-4.96	25	4778
175	-116	-6.823529411764706	17	4795
176	-438	-10.428571428571429	42	4837
177	-13	-1.0	13	4850
178	-15	-1.0	15	4865
179	-14	-1.0	14	4879
180	-18	-1.0	18	4897
181	-229	-7.387096774193548	31	4928
182	-17	-1.0	17	4945
183	-15	-1.0	15	4960
184	-237	-6.076923076923077	39	4999
185	-115	-7.1875	16	5015
186	-13	-1.0	13	5028
187	-13	-1.0	13	5041
188	-13	-1.0	13	5054
189	-17	-1.0	17	5071
190	-126	-4.666666666666667	27	5098
191	-16	-1.0	16	5114
192	-441	-9.8	45	5159
193	-323	-12.423076923076923	26	5185
194	-13	-1.0	13	5198
195	-128	-4.413793103448276	29	5227
196	-15	-1.0	15	5242
197	-127	-4.535714285714286	28	5270
198	-13	-1.0	13	5283
199	-17	-1.0	17	5300
