Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps
170	-15	-1.0	15	2933	170	-15	-1.0	15	2933	170	-15	-1.0	15	2933	170	-15	-1.0	15	2933	170	-15	-1.0	15	2933
171	-14	-1.0	14	2947	171	-14	-1.0	14	2947	171	-14	-1.0	14	2947	171	-14	-1.0	14	2947	171	-14	-1.0	14	2947
172	-14	-1.0	14	2961	172	-14	-1.0	14	2961	172	-14	-1.0	14	2961	172	-14	-1.0	14	2961	172	-14	-1.0	14	2961
173	-231	-7.0	33	2994	173	-231	-7.0	33	2994	173	-231	-7.0	33	2994	173	-231	-7.0	33	2994	173	-231	-7.0	33	2994
174	-224	-8.615384615384615	26	3020	174	-224	-8.615384615384615	26	3020	174	-224	-8.615384615384615	26	3020	174	-224	-8.615384615384615	26	3020	174	-224	-8.615384615384615	26	3020
175	-13	-1.0	13	3033	175	-13	-1.0	13	3033	175	-13	-1.0	13	3033	175	-13	-1.0	13	3033	175	-13	-1.0	13	3033
176	-13	-1.0	13	3046	176	-13	-1.0	13	3046	176	-13	-1.0	13	3046	176	-13	-1.0	13	3046	176	-13	-1.0	13	3046
177	-14	-1.0	14	3060	177	-14	-1.0	14	3060	177	-14	-1.0	14	3060	177	-14	-1.0	14	3060	177	-14	-1.0	14	3060
178	-13	-1.0	13	3073	178	-13	-1.0	13	3073	178	-13	-1.0	13	3073	178	-13	-1.0	13	3073	178	-13	-1.0	13	3073
179	-15	-1.0	15	3088	179	-15	-1.0	15	3088	179	-15	-1.0	15	3088	179	-15	-1.0	15	3088	179	-15	-1.0	15	3088
180	-15	-1.0	15	3103	180	-15	-1.0	15	3103	180	-15	-1.0	15	3103	180	-15	-1.0	15	3103	180	-15	-1.0	15	3103
181	-124	-4.96	25	3128	181	-124	-4.96	25	3128	181	-124	-4.96	25	3128	181	-124	-4.96	25	3128	181	-124	-4.96	25	3128
182	-21	-1.0	21	3149	182	-21	-1.0	21	3149	182	-21	-1.0	21	3149	182	-21	-1.0	21	3149	182	-21	-1.0	21	3149
183	-334	-9.027027027027026	37	3186	183	-334	-9.027027027027026	37	3186	183	-334	-9.027027027027026	37	3186	183	-334	-9.027027027027026	37	3186	183	-334	-9.027027027027026	37	3186
184	-19	-1.0	19	3205	184	-19	-1.0	19	3205	184	-19	-1.0	19	3205	184	-19	-1.0	19	3205	184	-19	-1.0	19	3205
185	-13	-1.0	13	3218	185	-13	-1.0	13	3218	185	-13	-1.0	13	3218	185	-13	-1.0	13	3218	185	-13	-1.0	13	3218
186	-338	-8.24390243902439	41	3259	186	-338	-8.24390243902439	41	3259	186	-338	-8.24390243902439	41	3259	186	-338	-8.24390243902439	41	3259	186	-338	-8.24390243902439	41	3259
187	-13	-1.0	13	3272	187	-13	-1.0	13	3272	187	-13	-1.0	13	3272	187	-13	-1.0	13	3272	187	-13	-1.0	13	3272
188	-13	-1.0	13	3285	188	-13	-1.0	13	3285	188	-13	-1.0	13	3285	188	-13	-1.0	13	3285	188	-13	-1.0	13	3285
189	-119	-5.95	20	3305	189	-119	-5.95	20	3305	189	-119	-5.95	20	3305	189	-119	-5.95	20	3305	189	-119	-5.95	20	3305
190	-19	-1.0	19	3324	190	-19	-1.0	19	3324	190	-19	-1.0	19	3324	190	-19	-1.0	19	3324	190	-19	-1.0	19	3324
191	-19	-1.0	19	3343	191	-19	-1.0	19	3343	191	-19	-1.0	19	3343	191	-19	-1.0	19	3343	191	-19	-1.0	19	3343
192	-122	-5.304347826086956	23	3366	192	-122	-5.304347826086956	23	3366	192	-122	-5.304347826086956	23	3366	192	-122	-5.304347826086956	23	3366	192	-122	-5.304347826086956	23	3366
193	-19	-1.0	19	3385	193	-19	-1.0	19	3385	193	-19	-1.0	19	3385	193	-19	-1.0	19	3385	193	-19	-1.0	19	3385
194	-13	-1.0	13	3398	194	-13	-1.0	13	3398	194	-13	-1.0	13	3398	194	-13	-1.0	13	3398	194	-13	-1.0	13	3398
195	-115	-7.1875	16	3414	195	-115	-7.1875	16	3414	195	-115	-7.1875	16	3414	195	-115	-7.1875	16	3414	195	-115	-7.1875	16	3414
196	-13	-1.0	13	3427	196	-13	-1.0	13	3427	196	-13	-1.0	13	3427	196	-13	-1.0	13	3427	196	-13	-1.0	13	3427
197	-13	-1.0	13	3440	197	-13	-1.0	13	3440	197	-13	-1.0	13	3440	197	-13	-1.0	13	3440	197	-13	-1.0	13	3440
198	-13	-1.0	13	3453	198	-13	-1.0	13	3453	198	-13	-1.0	13	3453	198	-13	-1.0	13	3453	198	-13	-1.0	13	3453
199	-17	-1.0	17	3470	199	-17	-1.0	17	3470	199	-17	-1.0	17	3470	199	-17	-1.0	17	3470	199	-17	-1.0	17	3470
