Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps
1473	-101	-33.666666666666664	3	56274	1473	-101	-33.666666666666664	3	56274
1474	41	0.6507936507936508	63	56337	1474	41	0.6507936507936508	63	56337
1475	-163	-2.5076923076923077	65	56402	1475	-163	-2.5076923076923077	65	56402
1476	-160	-2.5806451612903225	62	56464	1476	-160	-2.5806451612903225	62	56464
1477	-118	-5.9	20	56484	1477	-118	-5.9	20	56484
1478	26	0.3333333333333333	78	56562	1478	26	0.3333333333333333	78	56562
1479	-37	-0.925	40	56602	1479	-37	-0.925	40	56602
1480	-189	-2.076923076923077	91	56693	1480	-189	-2.076923076923077	91	56693
1481	-34	-0.918918918918919	37	56730	1481	-34	-0.918918918918919	37	56730
1482	-126	-4.5	28	56758	1482	-126	-4.5	28	56758
1483	-76	-0.9620253164556962	79	56837	1483	-76	-0.9620253164556962	79	56837
1484	-102	-25.5	4	56841	1484	-102	-25.5	4	56841
1485	-100	-50.0	2	56843	1485	-100	-50.0	2	56843
1486	-100	-50.0	2	56845	1486	-100	-50.0	2	56845
1487	-134	-3.7222222222222223	36	56881	1487	-134	-3.7222222222222223	36	56881
1488	116	1.303370786516854	89	56970	1488	116	1.303370786516854	89	56970
1489	17	0.19540229885057472	87	57057	1489	17	0.19540229885057472	87	57057
1490	135	1.9285714285714286	70	57127	1490	135	1.9285714285714286	70	57127
1491	32	0.4444444444444444	72	57199	1491	32	0.4444444444444444	72	57199
1492	-100	-50.0	2	57201	1492	-100	-50.0	2	57201
1493	-139	-3.3902439024390243	41	57242	1493	-139	-3.3902439024390243	41	57242
1494	-46	-0.9387755102040817	49	57291	1494	-46	-0.9387755102040817	49	57291
1495	-56	-0.9491525423728814	59	57350	1495	-56	-0.9491525423728814	59	57350
1496	131	1.7702702702702702	74	57424	1496	131	1.7702702702702702	74	57424
1497	-165	-2.462686567164179	67	57491	1497	-165	-2.462686567164179	67	57491
1498	134	1.8873239436619718	71	57562	1498	134	1.8873239436619718	71	57562
1499	37	0.5522388059701493	67	57629	1499	37	0.5522388059701493	67	57629
1500	-25	-0.1937984496124031	129	57758	1500	-25	-0.1937984496124031	129	57758
1501	124	1.5308641975308641	81	57839	1501	124	1.5308641975308641	81	57839
1502	-100	-50.0	2	57841	1502	-100	-50.0	2	57841
1503	-100	-50.0	2	57843	1503	-100	-50.0	2	57843
1504	-100	-50.0	2	57845	1504	-100	-50.0	2	57845
1505	-100	-50.0	2	57847	1505	-100	-50.0	2	57847
1506	-146	-3.0416666666666665	48	57895	1506	-146	-3.0416666666666665	48	57895
1507	82	0.6666666666666666	123	58018	1507	82	0.6666666666666666	123	58018
1508	26	0.3333333333333333	78	58096	1508	26	0.3333333333333333	78	58096
1509	-13	-0.1111111111111111	117	58213	1509	-13	-0.1111111111111111	117	58213
1510	-100	-50.0	2	58215	1510	-100	-50.0	2	58215
1511	-140	-3.3333333333333335	42	58257	1511	-140	-3.3333333333333335	42	58257
1512	102	0.9902912621359223	103	58360	1512	102	0.9902912621359223	103	58360
1513	-100	-50.0	2	58362	1513	-100	-50.0	2	58362
1514	-101	-33.666666666666664	3	58365	1514	-101	-33.666666666666664	3	58365
1515	-42	-0.9333333333333333	45	58410	1515	-42	-0.9333333333333333	45	58410
1516	86	0.7226890756302521	119	58529	1516	86	0.7226890756302521	119	58529
1517	-26	-0.896551724137931	29	58558	1517	-26	-0.896551724137931	29	58558
1518	-103	-20.6	5	58563	1518	-103	-20.6	5	58563
1519	37	0.5522388059701493	67	58630	1519	37	0.5522388059701493	67	58630
1520	48	0.8571428571428571	56	58686	1520	48	0.8571428571428571	56	58686
1521	-21	-0.875	24	58710	1521	-21	-0.875	24	58710
1522	289	2.4491525423728815	118	58828	1522	289	2.4491525423728815	118	58828
1523	15	0.16853932584269662	89	58917	1523	15	0.16853932584269662	89	58917
1524	-126	-4.5	28	58945	1524	-126	-4.5	28	58945
1525	-100	-50.0	2	58947	1525	-100	-50.0	2	58947
1526	-100	-50.0	2	58949	1526	-100	-50.0	2	58949
1527	-100	-50.0	2	58951	1527	-100	-50.0	2	58951
1528	-20	-0.8695652173913043	23	58974	1528	-20	-0.8695652173913043	23	58974
1529	208	2.122448979591837	98	59072	1529	208	2.122448979591837	98	59072
1530	136	1.9710144927536233	69	59141	1530	136	1.9710144927536233	69	59141
1531	-37	-0.925	40	59181	1531	-37	-0.925	40	59181
1532	129	1.6973684210526316	76	59257	1532	129	1.6973684210526316	76	59257
1533	-100	-50.0	2	59259	1533	-100	-50.0	2	59259
1534	73	0.553030303030303	132	59391	1534	73	0.553030303030303	132	59391
1535	67	1.8108108108108107	37	59428	1535	67	1.8108108108108107	37	59428
1536	40	0.625	64	59492	1536	40	0.625	64	59492
1537	-25	-0.8928571428571429	28	59520	1537	-25	-0.8928571428571429	28	59520
1538	-105	-15.0	7	59527	1538	-105	-15.0	7	59527
1539	17	0.19540229885057472	87	59614	1539	17	0.19540229885057472	87	59614
1540	1	0.009708737864077669	103	59717	1540	1	0.009708737864077669	103	59717
1541	-120	-5.454545454545454	22	59739	1541	-120	-5.454545454545454	22	59739
1542	25	0.31645569620253167	79	59818	1542	25	0.31645569620253167	79	59818
1543	49	0.8909090909090909	55	59873	1543	49	0.8909090909090909	55	59873
1544	-52	-0.9454545454545454	55	59928	1544	-52	-0.9454545454545454	55	59928
1545	-101	-33.666666666666664	3	59931	1545	-101	-33.666666666666664	3	59931
1546	28	0.3684210526315789	76	60007	1546	28	0.3684210526315789	76	60007
1547	-100	-50.0	2	60009	1547	-100	-50.0	2	60009
1548	-101	-33.666666666666664	3	60012	1548	-101	-33.666666666666664	3	60012
1549	-48	-0.9411764705882353	51	60063	1549	-48	-0.9411764705882353	51	60063
1550	309	3.1530612244897958	98	60161	1550	309	3.1530612244897958	98	60161
1551	113	1.2282608695652173	92	60253	1551	113	1.2282608695652173	92	60253
1552	-128	-4.266666666666667	30	60283	1552	-128	-4.266666666666667	30	60283
1553	-100	-50.0	2	60285	1553	-100	-50.0	2	60285
1554	77	2.8518518518518516	27	60312	1554	77	2.8518518518518516	27	60312
1555	33	0.4647887323943662	71	60383	1555	33	0.4647887323943662	71	60383
1556	123	1.5	82	60465	1556	123	1.5	82	60465
1557	33	0.4647887323943662	71	60536	1557	33	0.4647887323943662	71	60536
1558	-100	-50.0	2	60538	1558	-100	-50.0	2	60538
1559	-40	-0.9302325581395349	43	60581	1559	-40	-0.9302325581395349	43	60581
1560	-41	-0.9318181818181818	44	60625	1560	-41	-0.9318181818181818	44	60625
1561	-41	-0.9318181818181818	44	60669	1561	-41	-0.9318181818181818	44	60669
1562	-21	-0.875	24	60693	1562	-21	-0.875	24	60693
1563	17	0.09042553191489362	188	60881	1563	17	0.09042553191489362	188	60881
1564	-101	-33.666666666666664	3	60884	1564	-101	-33.666666666666664	3	60884
1565	145	2.4166666666666665	60	60944	1565	145	2.4166666666666665	60	60944
1566	225	2.7777777777777777	81	61025	1566	225	2.7777777777777777	81	61025
1567	-123	-4.92	25	61050	1567	-123	-4.92	25	61050
1568	-100	-50.0	2	61052	1568	-100	-50.0	2	61052
1569	120	1.411764705882353	85	61137	1569	120	1.411764705882353	85	61137
1570	245	1.5123456790123457	162	61299	1570	245	1.5123456790123457	162	61299
1571	163	3.880952380952381	42	61341	1571	163	3.880952380952381	42	61341
1572	45	0.7627118644067796	59	61400	1572	45	0.7627118644067796	59	61400
1573	302	2.876190476190476	105	61505	1573	302	2.876190476190476	105	61505
1574	438	2.56140350877193	171	61676	1574	438	2.56140350877193	171	61676
1575	159	1.0816326530612246	147	61823	1575	159	1.0816326530612246	147	61823
1576	-100	-50.0	2	61825	1576	-100	-50.0	2	61825
1577	-21	-0.875	24	61849	1577	-21	-0.875	24	61849
1578	-100	-50.0	2	61851	1578	-100	-50.0	2	61851
1579	-100	-50.0	2	61853	1579	-100	-50.0	2	61853
1580	-100	-50.0	2	61855	1580	-100	-50.0	2	61855
1581	-111	-8.538461538461538	13	61868	1581	-111	-8.538461538461538	13	61868
1582	31	0.4246575342465753	73	61941	1582	31	0.4246575342465753	73	61941
1583	10	0.10638297872340426	94	62035	1583	10	0.10638297872340426	94	62035
1584	-106	-13.25	8	62043	1584	-106	-13.25	8	62043
1585	72	2.25	32	62075	1585	72	2.25	32	62075
1586	-100	-50.0	2	62077	1586	-100	-50.0	2	62077
1587	-100	-50.0	2	62079	1587	-100	-50.0	2	62079
1588	47	0.8245614035087719	57	62136	1588	47	0.8245614035087719	57	62136
1589	-100	-50.0	2	62138	1589	-100	-50.0	2	62138
1590	228	2.923076923076923	78	62216	1590	228	2.923076923076923	78	62216
1591	-31	-0.9117647058823529	34	62250	1591	-31	-0.9117647058823529	34	62250
1592	-115	-6.764705882352941	17	62267	1592	-115	-6.764705882352941	17	62267
1593	200	1.8867924528301887	106	62373	1593	200	1.8867924528301887	106	62373
1594	164	4.0	41	62414	1594	164	4.0	41	62414
1595	-132	-0.9777777777777777	135	62549	1595	-132	-0.9777777777777777	135	62549
1596	1	0.009708737864077669	103	62652	1596	1	0.009708737864077669	103	62652
1597	-110	-9.166666666666666	12	62664	1597	-110	-9.166666666666666	12	62664
1598	137	2.014705882352941	68	62732	1598	137	2.014705882352941	68	62732
1599	53	1.0392156862745099	51	62783	1599	53	1.0392156862745099	51	62783
1600	-129	-4.161290322580645	31	62814	1600	-129	-4.161290322580645	31	62814
1601	333	4.5	74	62888	1601	333	4.5	74	62888
1602	220	2.558139534883721	86	62974	1602	220	2.558139534883721	86	62974
1603	111	1.1808510638297873	94	63068	1603	111	1.1808510638297873	94	63068
1604	-53	-0.9464285714285714	56	63124	1604	-53	-0.9464285714285714	56	63124
1605	-112	-8.0	14	63138	1605	-112	-8.0	14	63138
1606	-37	-0.925	40	63178	1606	-37	-0.925	40	63178
1607	-107	-11.88888888888889	9	63187	1607	-107	-11.88888888888889	9	63187
1608	-112	-8.0	14	63201	1608	-112	-8.0	14	63201
1609	-100	-50.0	2	63203	1609	-100	-50.0	2	63203
1610	61	1.4186046511627908	43	63246	1610	61	1.4186046511627908	43	63246
1611	94	0.8468468468468469	111	63357	1611	94	0.8468468468468469	111	63357
1612	-130	-4.0625	32	63389	1612	-130	-4.0625	32	63389
1613	37	0.5522388059701493	67	63456	1613	37	0.5522388059701493	67	63456
1614	-120	-5.454545454545454	22	63478	1614	-120	-5.454545454545454	22	63478
1615	-100	-50.0	2	63480	1615	-100	-50.0	2	63480
1616	-106	-13.25	8	63488	1616	-106	-13.25	8	63488
1617	-31	-0.9117647058823529	34	63522	1617	-31	-0.9117647058823529	34	63522
1618	120	1.411764705882353	85	63607	1618	120	1.411764705882353	85	63607
1619	-14	-0.8235294117647058	17	63624	1619	-14	-0.8235294117647058	17	63624
1620	-124	-4.769230769230769	26	63650	1620	-124	-4.769230769230769	26	63650
1621	44	0.7333333333333333	60	63710	1621	44	0.7333333333333333	60	63710
1622	-100	-50.0	2	63712	1622	-100	-50.0	2	63712
1623	-100	-50.0	2	63714	1623	-100	-50.0	2	63714
1624	181	1.448	125	63839	1624	181	1.448	125	63839
1625	-100	-0.970873786407767	103	63942	1625	-100	-0.970873786407767	103	63942
1626	-103	-20.6	5	63947	1626	-103	-20.6	5	63947
1627	-140	-3.3333333333333335	42	63989	1627	-140	-3.3333333333333335	42	63989
1628	-105	-15.0	7	63996	1628	-105	-15.0	7	63996
1629	24	0.3	80	64076	1629	24	0.3	80	64076
1630	39	0.6	65	64141	1630	39	0.6	65	64141
1631	-149	-2.9215686274509802	51	64192	1631	-149	-2.9215686274509802	51	64192
1632	-100	-50.0	2	64194	1632	-100	-50.0	2	64194
1633	124	1.5308641975308641	81	64275	1633	124	1.5308641975308641	81	64275
1634	31	0.4246575342465753	73	64348	1634	31	0.4246575342465753	73	64348
1635	242	3.78125	64	64412	1635	242	3.78125	64	64412
1636	-58	-0.9508196721311475	61	64473	1636	-58	-0.9508196721311475	61	64473
1637	-100	-50.0	2	64475	1637	-100	-50.0	2	64475
1638	49	0.8909090909090909	55	64530	1638	49	0.8909090909090909	55	64530
1639	-43	-0.9347826086956522	46	64576	1639	-43	-0.9347826086956522	46	64576
1640	-107	-11.88888888888889	9	64585	1640	-107	-11.88888888888889	9	64585
1641	-18	-0.8571428571428571	21	64606	1641	-18	-0.8571428571428571	21	64606
1642	110	1.1578947368421053	95	64701	1642	110	1.1578947368421053	95	64701
1643	53	1.0392156862745099	51	64752	1643	53	1.0392156862745099	51	64752
1644	-10	-0.7692307692307693	13	64765	1644	-10	-0.7692307692307693	13	64765
1645	-17	-0.85	20	64785	1645	-17	-0.85	20	64785
1646	-100	-50.0	2	64787	1646	-100	-50.0	2	64787
1647	28	0.3684210526315789	76	64863	1647	28	0.3684210526315789	76	64863
1648	18	0.20930232558139536	86	64949	1648	18	0.20930232558139536	86	64949
1649	29	0.38666666666666666	75	65024	1649	29	0.38666666666666666	75	65024
1650	9	0.09473684210526316	95	65119	1650	9	0.09473684210526316	95	65119
1651	27	0.35064935064935066	77	65196	1651	27	0.35064935064935066	77	65196
1652	55	1.1224489795918366	49	65245	1652	55	1.1224489795918366	49	65245
1653	18	0.20930232558139536	86	65331	1653	18	0.20930232558139536	86	65331
1654	46	0.7931034482758621	58	65389	1654	46	0.7931034482758621	58	65389
1655	59	1.3111111111111111	45	65434	1655	59	1.3111111111111111	45	65434
1656	-14	-0.8235294117647058	17	65451	1656	-14	-0.8235294117647058	17	65451
1657	41	0.6507936507936508	63	65514	1657	41	0.6507936507936508	63	65514
1658	18	0.20930232558139536	86	65600	1658	18	0.20930232558139536	86	65600
1659	43	0.7049180327868853	61	65661	1659	43	0.7049180327868853	61	65661
1660	121	1.4404761904761905	84	65745	1660	121	1.4404761904761905	84	65745
1661	-109	-9.909090909090908	11	65756	1661	-109	-9.909090909090908	11	65756
1662	-102	-25.5	4	65760	1662	-102	-25.5	4	65760
1663	382	3.0317460317460316	126	65886	1663	382	3.0317460317460316	126	65886
1664	42	0.6774193548387096	62	65948	1664	42	0.6774193548387096	62	65948
1665	-33	-0.9166666666666666	36	65984	1665	-33	-0.9166666666666666	36	65984
1666	-122	-5.083333333333333	24	66008	1666	-122	-5.083333333333333	24	66008
1667	131	1.7702702702702702	74	66082	1667	131	1.7702702702702702	74	66082
1668	27	0.35064935064935066	77	66159	1668	27	0.35064935064935066	77	66159
1669	244	3.935483870967742	62	66221	1669	244	3.935483870967742	62	66221
1670	-41	-0.9318181818181818	44	66265	1670	-41	-0.9318181818181818	44	66265
1671	174	5.612903225806452	31	66296	1671	174	5.612903225806452	31	66296
1672	85	4.473684210526316	19	66315	1672	85	4.473684210526316	19	66315
1673	-55	-0.9482758620689655	58	66373	1673	-55	-0.9482758620689655	58	66373
1674	-118	-5.9	20	66393	1674	-118	-5.9	20	66393
1675	-33	-0.24087591240875914	137	66530	1675	-33	-0.24087591240875914	137	66530
1676	502	4.691588785046729	107	66637	1676	502	4.691588785046729	107	66637
1677	25	0.31645569620253167	79	66716	1677	25	0.31645569620253167	79	66716
1678	-100	-50.0	2	66718	1678	-100	-50.0	2	66718
1679	21	0.25301204819277107	83	66801	1679	21	0.25301204819277107	83	66801
1680	-34	-0.918918918918919	37	66838	1680	-34	-0.918918918918919	37	66838
1681	37	0.22023809523809523	168	67006	1681	37	0.22023809523809523	168	67006
1682	205	1.0148514851485149	202	67208	1682	205	1.0148514851485149	202	67208
1683	-101	-33.666666666666664	3	67211	1683	-101	-33.666666666666664	3	67211
1684	-101	-33.666666666666664	3	67214	1684	-101	-33.666666666666664	3	67214
1685	-129	-4.161290322580645	31	67245	1685	-129	-4.161290322580645	31	67245
1686	-102	-25.5	4	67249	1686	-102	-25.5	4	67249
1687	238	3.5	68	67317	1687	238	3.5	68	67317
1688	-51	-0.9444444444444444	54	67371	1688	-51	-0.9444444444444444	54	67371
1689	115	1.2777777777777777	90	67461	1689	115	1.2777777777777777	90	67461
1690	-103	-20.6	5	67466	1690	-103	-20.6	5	67466
1691	124	1.5308641975308641	81	67547	1691	124	1.5308641975308641	81	67547
1692	291	2.5086206896551726	116	67663	1692	291	2.5086206896551726	116	67663
1693	-127	-4.379310344827586	29	67692	1693	-127	-4.379310344827586	29	67692
1694	194	1.7321428571428572	112	67804	1694	194	1.7321428571428572	112	67804
1695	345	2.1165644171779143	163	67967	1695	345	2.1165644171779143	163	67967
1696	-114	-7.125	16	67983	1696	-114	-7.125	16	67983
1697	-100	-50.0	2	67985	1697	-100	-50.0	2	67985
1698	174	1.3181818181818181	132	68117	1698	174	1.3181818181818181	132	68117
1699	116	1.303370786516854	89	68206	1699	116	1.303370786516854	89	68206
1700	-24	-0.8888888888888888	27	68233	1700	-24	-0.8888888888888888	27	68233
1701	245	4.016393442622951	61	68294	1701	245	4.016393442622951	61	68294
1702	92	0.8141592920353983	113	68407	1702	92	0.8141592920353983	113	68407
1703	90	0.782608695652174	115	68522	1703	90	0.782608695652174	115	68522
1704	51	0.9622641509433962	53	68575	1704	51	0.9622641509433962	53	68575
1705	-101	-33.666666666666664	3	68578	1705	-101	-33.666666666666664	3	68578
1706	-103	-20.6	5	68583	1706	-103	-20.6	5	68583
1707	42	0.6774193548387096	62	68645	1707	42	0.6774193548387096	62	68645
1708	46	0.7931034482758621	58	68703	1708	46	0.7931034482758621	58	68703
1709	48	0.8571428571428571	56	68759	1709	48	0.8571428571428571	56	68759
1710	111	1.1808510638297873	94	68853	1710	111	1.1808510638297873	94	68853
1711	191	1.6608695652173913	115	68968	1711	191	1.6608695652173913	115	68968
1712	-100	-50.0	2	68970	1712	-100	-50.0	2	68970
1713	-33	-0.9166666666666666	36	69006	1713	-33	-0.9166666666666666	36	69006
1714	50	0.9259259259259259	54	69060	1714	50	0.9259259259259259	54	69060
1715	-147	-3.0	49	69109	1715	-147	-3.0	49	69109
1716	46	0.7931034482758621	58	69167	1716	46	0.7931034482758621	58	69167
1717	-39	-0.9285714285714286	42	69209	1717	-39	-0.9285714285714286	42	69209
1718	-100	-50.0	2	69211	1718	-100	-50.0	2	69211
1719	-100	-50.0	2	69213	1719	-100	-50.0	2	69213
1720	52	1.0	52	69265	1720	52	1.0	52	69265
1721	-18	-0.14754098360655737	122	69387	1721	-18	-0.14754098360655737	122	69387
1722	-47	-0.94	50	69437	1722	-47	-0.94	50	69437
1723	-55	-0.9482758620689655	58	69495	1723	-55	-0.9482758620689655	58	69495
1724	57	1.2127659574468086	47	69542	1724	57	1.2127659574468086	47	69542
1725	-32	-0.9142857142857143	35	69577	1725	-32	-0.9142857142857143	35	69577
1726	-102	-25.5	4	69581	1726	-102	-25.5	4	69581
1727	-122	-5.083333333333333	24	69605	1727	-122	-5.083333333333333	24	69605
1728	129	1.6973684210526316	76	69681	1728	129	1.6973684210526316	76	69681
1729	-100	-50.0	2	69683	1729	-100	-50.0	2	69683
1730	139	2.106060606060606	66	69749	1730	139	2.106060606060606	66	69749
1731	28	0.3684210526315789	76	69825	1731	28	0.3684210526315789	76	69825
1732	-111	-8.538461538461538	13	69838	1732	-111	-8.538461538461538	13	69838
1733	-118	-5.9	20	69858	1733	-118	-5.9	20	69858
1734	53	1.0392156862745099	51	69909	1734	53	1.0392156862745099	51	69909
1735	55	1.1224489795918366	49	69958	1735	55	1.1224489795918366	49	69958
1736	45	0.7627118644067796	59	70017	1736	45	0.7627118644067796	59	70017
1737	-102	-25.5	4	70021	1737	-102	-25.5	4	70021
1738	-111	-8.538461538461538	13	70034	1738	-111	-8.538461538461538	13	70034
1739	296	2.6666666666666665	111	70145	1739	296	2.6666666666666665	111	70145
1740	33	0.4647887323943662	71	70216	1740	33	0.4647887323943662	71	70216
1741	-100	-50.0	2	70218	1741	-100	-50.0	2	70218
1742	-50	-0.9433962264150944	53	70271	1742	-50	-0.9433962264150944	53	70271
1743	131	0.7485714285714286	175	70446	1743	131	0.7485714285714286	175	70446
1744	-133	-3.8	35	70481	1744	-133	-3.8	35	70481
1745	-102	-25.5	4	70485	1745	-102	-25.5	4	70485
1746	-100	-50.0	2	70487	1746	-100	-50.0	2	70487
1747	-100	-50.0	2	70489	1747	-100	-50.0	2	70489
1748	67	1.8108108108108107	37	70526	1748	67	1.8108108108108107	37	70526
1749	-71	-0.9594594594594594	74	70600	1749	-71	-0.9594594594594594	74	70600
1750	-28	-0.9032258064516129	31	70631	1750	-28	-0.9032258064516129	31	70631
1751	-41	-0.9318181818181818	44	70675	1751	-41	-0.9318181818181818	44	70675
1752	25	0.31645569620253167	79	70754	1752	25	0.31645569620253167	79	70754
1753	-130	-4.0625	32	70786	1753	-130	-4.0625	32	70786
1754	-11	-0.7857142857142857	14	70800	1754	-11	-0.7857142857142857	14	70800
1755	124	1.5308641975308641	81	70881	1755	124	1.5308641975308641	81	70881
1756	9	0.09473684210526316	95	70976	1756	9	0.09473684210526316	95	70976
1757	215	2.3626373626373627	91	71067	1757	215	2.3626373626373627	91	71067
1758	64	1.6	40	71107	1758	64	1.6	40	71107
1759	33	0.4647887323943662	71	71178	1759	33	0.4647887323943662	71	71178
1760	37	0.5522388059701493	67	71245	1760	37	0.5522388059701493	67	71245
1761	-125	-4.62962962962963	27	71272	1761	-125	-4.62962962962963	27	71272
1762	-100	-50.0	2	71274	1762	-100	-50.0	2	71274
1763	-100	-50.0	2	71276	1763	-100	-50.0	2	71276
1764	621	3.268421052631579	190	71466	1764	621	3.268421052631579	190	71466
1765	-46	-0.9387755102040817	49	71515	1765	-46	-0.9387755102040817	49	71515
1766	-100	-50.0	2	71517	1766	-100	-50.0	2	71517
1767	39	0.6	65	71582	1767	39	0.6	65	71582
1768	80	3.3333333333333335	24	71606	1768	80	3.3333333333333335	24	71606
1769	13	0.06770833333333333	192	71798	1769	13	0.06770833333333333	192	71798
1770	43	0.7049180327868853	61	71859	1770	43	0.7049180327868853	61	71859
1771	27	0.35064935064935066	77	71936	1771	27	0.35064935064935066	77	71936
1772	55	1.1224489795918366	49	71985	1772	55	1.1224489795918366	49	71985
1773	48	0.8571428571428571	56	72041	1773	48	0.8571428571428571	56	72041
1774	-100	-50.0	2	72043	1774	-100	-50.0	2	72043
1775	179	1.4094488188976377	127	72170	1775	179	1.4094488188976377	127	72170
1776	362	2.4794520547945207	146	72316	1776	362	2.4794520547945207	146	72316
1777	53	1.0392156862745099	51	72367	1777	53	1.0392156862745099	51	72367
1778	19	0.2235294117647059	85	72452	1778	19	0.2235294117647059	85	72452
1779	-100	-50.0	2	72454	1779	-100	-50.0	2	72454
1780	168	1.2173913043478262	138	72592	1780	168	1.2173913043478262	138	72592
1781	143	2.306451612903226	62	72654	1781	143	2.306451612903226	62	72654
1782	-9	-0.75	12	72666	1782	-9	-0.75	12	72666
1783	37	0.5522388059701493	67	72733	1783	37	0.5522388059701493	67	72733
1784	52	1.0	52	72785	1784	52	1.0	52	72785
1785	-102	-25.5	4	72789	1785	-102	-25.5	4	72789
1786	146	2.4745762711864407	59	72848	1786	146	2.4745762711864407	59	72848
1787	-102	-25.5	4	72852	1787	-102	-25.5	4	72852
1788	-105	-15.0	7	72859	1788	-105	-15.0	7	72859
1789	-107	-11.88888888888889	9	72868	1789	-107	-11.88888888888889	9	72868
1790	-23	-0.8846153846153846	26	72894	1790	-23	-0.8846153846153846	26	72894
1791	-100	-50.0	2	72896	1791	-100	-50.0	2	72896
1792	42	0.6774193548387096	62	72958	1792	42	0.6774193548387096	62	72958
1793	-106	-13.25	8	72966	1793	-106	-13.25	8	72966
1794	9	0.09473684210526316	95	73061	1794	9	0.09473684210526316	95	73061
1795	-100	-50.0	2	73063	1795	-100	-50.0	2	73063
1796	208	2.122448979591837	98	73161	1796	208	2.122448979591837	98	73161
1797	-100	-50.0	2	73163	1797	-100	-50.0	2	73163
1798	-100	-50.0	2	73165	1798	-100	-50.0	2	73165
1799	9	0.09473684210526316	95	73260	1799	9	0.09473684210526316	95	73260
1800	420	2.2222222222222223	189	73449	1800	420	2.2222222222222223	189	73449
1801	-100	-50.0	2	73451	1801	-100	-50.0	2	73451
1802	115	1.2777777777777777	90	73541	1802	115	1.2777777777777777	90	73541
1803	-66	-0.9565217391304348	69	73610	1803	-66	-0.9565217391304348	69	73610
1804	-38	-0.926829268292683	41	73651	1804	-38	-0.926829268292683	41	73651
1805	59	1.3111111111111111	45	73696	1805	59	1.3111111111111111	45	73696
1806	328	1.8222222222222222	180	73876	1806	328	1.8222222222222222	180	73876
1807	247	4.186440677966102	59	73935	1807	247	4.186440677966102	59	73935
1808	-102	-25.5	4	73939	1808	-102	-25.5	4	73939
1809	-102	-25.5	4	73943	1809	-102	-25.5	4	73943
1810	-118	-5.9	20	73963	1810	-118	-5.9	20	73963
1811	61	1.4186046511627908	43	74006	1811	61	1.4186046511627908	43	74006
1812	-29	-0.90625	32	74038	1812	-29	-0.90625	32	74038
1813	-143	-3.1777777777777776	45	74083	1813	-143	-3.1777777777777776	45	74083
1814	77	2.8518518518518516	27	74110	1814	77	2.8518518518518516	27	74110
1815	574	4.220588235294118	136	74246	1815	574	4.220588235294118	136	74246
1816	-113	-7.533333333333333	15	74261	1816	-113	-7.533333333333333	15	74261
1817	58	1.2608695652173914	46	74307	1817	58	1.2608695652173914	46	74307
1818	111	1.1808510638297873	94	74401	1818	111	1.1808510638297873	94	74401
1819	-100	-50.0	2	74403	1819	-100	-50.0	2	74403
1820	-100	-50.0	2	74405	1820	-100	-50.0	2	74405
1821	307	3.07	100	74505	1821	307	3.07	100	74505
1822	30	0.40540540540540543	74	74579	1822	30	0.40540540540540543	74	74579
1823	-101	-33.666666666666664	3	74582	1823	-101	-33.666666666666664	3	74582
1824	-100	-50.0	2	74584	1824	-100	-50.0	2	74584
1825	-16	-0.8421052631578947	19	74603	1825	-16	-0.8421052631578947	19	74603
1826	164	1.1549295774647887	142	74745	1826	164	1.1549295774647887	142	74745
1827	63	1.5365853658536586	41	74786	1827	63	1.5365853658536586	41	74786
1828	343	5.359375	64	74850	1828	343	5.359375	64	74850
1829	371	2.708029197080292	137	74987	1829	371	2.708029197080292	137	74987
1830	-123	-4.92	25	75012	1830	-123	-4.92	25	75012
1831	140	2.1538461538461537	65	75077	1831	140	2.1538461538461537	65	75077
1832	47	0.8245614035087719	57	75134	1832	47	0.8245614035087719	57	75134
1833	54	1.08	50	75184	1833	54	1.08	50	75184
1834	214	2.3260869565217392	92	75276	1834	214	2.3260869565217392	92	75276
1835	-32	-0.9142857142857143	35	75311	1835	-32	-0.9142857142857143	35	75311
1836	-100	-50.0	2	75313	1836	-100	-50.0	2	75313
1837	-105	-15.0	7	75320	1837	-105	-15.0	7	75320
1838	234	3.25	72	75392	1838	234	3.25	72	75392
1839	-29	-0.90625	32	75424	1839	-29	-0.90625	32	75424
1840	-100	-50.0	2	75426	1840	-100	-50.0	2	75426
1841	-120	-5.454545454545454	22	75448	1841	-120	-5.454545454545454	22	75448
1842	53	1.0392156862745099	51	75499	1842	53	1.0392156862745099	51	75499
1843	-100	-50.0	2	75501	1843	-100	-50.0	2	75501
1844	155	3.1	50	75551	1844	155	3.1	50	75551
1845	-29	-0.90625	32	75583	1845	-29	-0.90625	32	75583
1846	-54	-0.9473684210526315	57	75640	1846	-54	-0.9473684210526315	57	75640
1847	198	1.8333333333333333	108	75748	1847	198	1.8333333333333333	108	75748
1848	85	0.7083333333333334	120	75868	1848	85	0.7083333333333334	120	75868
1849	67	1.8108108108108107	37	75905	1849	67	1.8108108108108107	37	75905
1850	-50	-0.3246753246753247	154	76059	1850	-50	-0.3246753246753247	154	76059
1851	192	1.6842105263157894	114	76173	1851	192	1.6842105263157894	114	76173
1852	-105	-15.0	7	76180	1852	-105	-15.0	7	76180
1853	58	1.2608695652173914	46	76226	1853	58	1.2608695652173914	46	76226
1854	-100	-50.0	2	76228	1854	-100	-50.0	2	76228
