Episode	Accumulated Reward	Average Reward	Length	Steps	Episode	Accumulated Reward	Average Reward	Length	Steps
179	-105	-15.0	7	4200	179	-105	-15.0	7	4200
180	-100	-50.0	2	4202	180	-100	-50.0	2	4202
181	-153	-2.7818181818181817	55	4257	181	-153	-2.7818181818181817	55	4257
182	-121	-5.260869565217392	23	4280	182	-121	-5.260869565217392	23	4280
183	-101	-33.666666666666664	3	4283	183	-101	-33.666666666666664	3	4283
184	-100	-50.0	2	4285	184	-100	-50.0	2	4285
185	-103	-20.6	5	4290	185	-103	-20.6	5	4290
186	-100	-50.0	2	4292	186	-100	-50.0	2	4292
187	-127	-4.379310344827586	29	4321	187	-127	-4.379310344827586	29	4321
188	-100	-50.0	2	4323	188	-100	-50.0	2	4323
189	-13	-0.8125	16	4339	189	-13	-0.8125	16	4339
190	-100	-50.0	2	4341	190	-100	-50.0	2	4341
191	-157	-2.6610169491525424	59	4400	191	-157	-2.6610169491525424	59	4400
192	-100	-50.0	2	4402	192	-100	-50.0	2	4402
193	-136	-3.5789473684210527	38	4440	193	-136	-3.5789473684210527	38	4440
194	-149	-2.9215686274509802	51	4491	194	-149	-2.9215686274509802	51	4491
195	-120	-5.454545454545454	22	4513	195	-120	-5.454545454545454	22	4513
196	-100	-50.0	2	4515	196	-100	-50.0	2	4515
197	-117	-6.157894736842105	19	4534	197	-117	-6.157894736842105	19	4534
198	-100	-50.0	2	4536	198	-100	-50.0	2	4536
199	-111	-8.538461538461538	13	4549	199	-111	-8.538461538461538	13	4549
200	-101	-33.666666666666664	3	4552	200	-101	-33.666666666666664	3	4552
201	-23	-0.8846153846153846	26	4578	201	-23	-0.8846153846153846	26	4578
202	-100	-50.0	2	4580	202	-100	-50.0	2	4580
203	-107	-11.88888888888889	9	4589	203	-107	-11.88888888888889	9	4589
204	-136	-3.5789473684210527	38	4627	204	-136	-3.5789473684210527	38	4627
205	-116	-6.444444444444445	18	4645	205	-116	-6.444444444444445	18	4645
206	-102	-25.5	4	4649	206	-102	-25.5	4	4649
207	-100	-50.0	2	4651	207	-100	-50.0	2	4651
208	-125	-4.62962962962963	27	4678	208	-125	-4.62962962962963	27	4678
209	-108	-0.972972972972973	111	4789	209	-108	-0.972972972972973	111	4789
210	-139	-3.3902439024390243	41	4830	210	-139	-3.3902439024390243	41	4830
211	-101	-33.666666666666664	3	4833	211	-101	-33.666666666666664	3	4833
212	-59	-0.9516129032258065	62	4895	212	-59	-0.9516129032258065	62	4895
213	-102	-25.5	4	4899	213	-102	-25.5	4	4899
214	-115	-6.764705882352941	17	4916	214	-115	-6.764705882352941	17	4916
215	-106	-13.25	8	4924	215	-106	-13.25	8	4924
216	-100	-50.0	2	4926	216	-100	-50.0	2	4926
217	-139	-3.3902439024390243	41	4967	217	-139	-3.3902439024390243	41	4967
218	-100	-50.0	2	4969	218	-100	-50.0	2	4969
219	-105	-15.0	7	4976	219	-105	-15.0	7	4976
220	-145	-3.0851063829787235	47	5023	220	-145	-3.0851063829787235	47	5023
221	-160	-2.5806451612903225	62	5085	221	-160	-2.5806451612903225	62	5085
222	-121	-5.260869565217392	23	5108	222	-121	-5.260869565217392	23	5108
223	-111	-8.538461538461538	13	5121	223	-111	-8.538461538461538	13	5121
224	-123	-4.92	25	5146	224	-123	-4.92	25	5146
225	-100	-50.0	2	5148	225	-100	-50.0	2	5148
226	-138	-3.45	40	5188	226	-138	-3.45	40	5188
227	-100	-50.0	2	5190	227	-100	-50.0	2	5190
228	-105	-15.0	7	5197	228	-105	-15.0	7	5197
229	-104	-17.333333333333332	6	5203	229	-104	-17.333333333333332	6	5203
230	-100	-50.0	2	5205	230	-100	-50.0	2	5205
231	-104	-17.333333333333332	6	5211	231	-104	-17.333333333333332	6	5211
232	-111	-8.538461538461538	13	5224	232	-111	-8.538461538461538	13	5224
233	-102	-25.5	4	5228	233	-102	-25.5	4	5228
234	-145	-3.0851063829787235	47	5275	234	-145	-3.0851063829787235	47	5275
235	-111	-8.538461538461538	13	5288	235	-111	-8.538461538461538	13	5288
236	-110	-9.166666666666666	12	5300	236	-110	-9.166666666666666	12	5300
237	-100	-50.0	2	5302	237	-100	-50.0	2	5302
238	-100	-50.0	2	5304	238	-100	-50.0	2	5304
239	-103	-20.6	5	5309	239	-103	-20.6	5	5309
240	-122	-5.083333333333333	24	5333	240	-122	-5.083333333333333	24	5333
241	-102	-25.5	4	5337	241	-102	-25.5	4	5337
242	-55	-0.9482758620689655	58	5395	242	-55	-0.9482758620689655	58	5395
243	-111	-8.538461538461538	13	5408	243	-111	-8.538461538461538	13	5408
244	-105	-15.0	7	5415	244	-105	-15.0	7	5415
245	-45	-0.9375	48	5463	245	-45	-0.9375	48	5463
246	-132	-3.8823529411764706	34	5497	246	-132	-3.8823529411764706	34	5497
247	-133	-0.9779411764705882	136	5633	247	-133	-0.9779411764705882	136	5633
248	-153	-2.7818181818181817	55	5688	248	-153	-2.7818181818181817	55	5688
249	-118	-5.9	20	5708	249	-118	-5.9	20	5708
250	-162	-2.53125	64	5772	250	-162	-2.53125	64	5772
251	-156	-2.689655172413793	58	5830	251	-156	-2.689655172413793	58	5830
252	-100	-50.0	2	5832	252	-100	-50.0	2	5832
253	-242	-1.6805555555555556	144	5976	253	-242	-1.6805555555555556	144	5976
254	-138	-3.45	40	6016	254	-138	-3.45	40	6016
255	-114	-7.125	16	6032	255	-114	-7.125	16	6032
256	-139	-3.3902439024390243	41	6073	256	-139	-3.3902439024390243	41	6073
257	-114	-7.125	16	6089	257	-114	-7.125	16	6089
258	-119	-5.666666666666667	21	6110	258	-119	-5.666666666666667	21	6110
259	-130	-4.0625	32	6142	259	-130	-4.0625	32	6142
260	-100	-50.0	2	6144	260	-100	-50.0	2	6144
261	-110	-9.166666666666666	12	6156	261	-110	-9.166666666666666	12	6156
262	-197	-1.9898989898989898	99	6255	262	-197	-1.9898989898989898	99	6255
263	-115	-6.764705882352941	17	6272	263	-115	-6.764705882352941	17	6272
264	-101	-33.666666666666664	3	6275	264	-101	-33.666666666666664	3	6275
265	-100	-50.0	2	6277	265	-100	-50.0	2	6277
266	-129	-4.161290322580645	31	6308	266	-129	-4.161290322580645	31	6308
267	-129	-4.161290322580645	31	6339	267	-129	-4.161290322580645	31	6339
268	-103	-20.6	5	6344	268	-103	-20.6	5	6344
269	-123	-4.92	25	6369	269	-123	-4.92	25	6369
270	-104	-17.333333333333332	6	6375	270	-104	-17.333333333333332	6	6375
271	-162	-2.53125	64	6439	271	-162	-2.53125	64	6439
272	-100	-50.0	2	6441	272	-100	-50.0	2	6441
273	-109	-9.909090909090908	11	6452	273	-109	-9.909090909090908	11	6452
274	-144	-3.130434782608696	46	6498	274	-144	-3.130434782608696	46	6498
275	-100	-50.0	2	6500	275	-100	-50.0	2	6500
276	-183	-2.152941176470588	85	6585	276	-183	-2.152941176470588	85	6585
277	-106	-13.25	8	6593	277	-106	-13.25	8	6593
278	-157	-2.6610169491525424	59	6652	278	-157	-2.6610169491525424	59	6652
279	-136	-3.5789473684210527	38	6690	279	-136	-3.5789473684210527	38	6690
280	-106	-13.25	8	6698	280	-106	-13.25	8	6698
281	-103	-20.6	5	6703	281	-103	-20.6	5	6703
282	-100	-50.0	2	6705	282	-100	-50.0	2	6705
283	-100	-50.0	2	6707	283	-100	-50.0	2	6707
284	-100	-50.0	2	6709	284	-100	-50.0	2	6709
285	-104	-17.333333333333332	6	6715	285	-104	-17.333333333333332	6	6715
286	-109	-9.909090909090908	11	6726	286	-109	-9.909090909090908	11	6726
287	-101	-33.666666666666664	3	6729	287	-101	-33.666666666666664	3	6729
288	-106	-13.25	8	6737	288	-106	-13.25	8	6737
289	-104	-17.333333333333332	6	6743	289	-104	-17.333333333333332	6	6743
290	-100	-50.0	2	6745	290	-100	-50.0	2	6745
291	-151	-2.849056603773585	53	6798	291	-151	-2.849056603773585	53	6798
292	-125	-4.62962962962963	27	6825	292	-125	-4.62962962962963	27	6825
293	-100	-50.0	2	6827	293	-100	-50.0	2	6827
294	-130	-4.0625	32	6859	294	-130	-4.0625	32	6859
295	-107	-11.88888888888889	9	6868	295	-107	-11.88888888888889	9	6868
296	-42	-0.9333333333333333	45	6913	296	-42	-0.9333333333333333	45	6913
297	-162	-2.53125	64	6977	297	-162	-2.53125	64	6977
298	-100	-50.0	2	6979	298	-100	-50.0	2	6979
299	-215	-1.8376068376068375	117	7096	299	-215	-1.8376068376068375	117	7096
300	-133	-3.8	35	7131	300	-133	-3.8	35	7131
301	-102	-25.5	4	7135	301	-102	-25.5	4	7135
302	-100	-50.0	2	7137	302	-100	-50.0	2	7137
303	-167	-2.420289855072464	69	7206	303	-167	-2.420289855072464	69	7206
304	-259	-1.608695652173913	161	7367	304	-259	-1.608695652173913	161	7367
305	-304	-1.4757281553398058	206	7573	305	-304	-1.4757281553398058	206	7573
306	-157	-2.6610169491525424	59	7632	306	-157	-2.6610169491525424	59	7632
307	-148	-2.96	50	7682	307	-148	-2.96	50	7682
308	-133	-3.8	35	7717	308	-133	-3.8	35	7717
309	-106	-13.25	8	7725	309	-106	-13.25	8	7725
310	-160	-2.5806451612903225	62	7787	310	-160	-2.5806451612903225	62	7787
311	-130	-4.0625	32	7819	311	-130	-4.0625	32	7819
312	-100	-50.0	2	7821	312	-100	-50.0	2	7821
313	-100	-50.0	2	7823	313	-100	-50.0	2	7823
314	-103	-20.6	5	7828	314	-103	-20.6	5	7828
315	-146	-3.0416666666666665	48	7876	315	-146	-3.0416666666666665	48	7876
316	-100	-50.0	2	7878	316	-100	-50.0	2	7878
317	-121	-5.260869565217392	23	7901	317	-121	-5.260869565217392	23	7901
318	-100	-50.0	2	7903	318	-100	-50.0	2	7903
319	-100	-50.0	2	7905	319	-100	-50.0	2	7905
320	-100	-50.0	2	7907	320	-100	-50.0	2	7907
321	-398	-1.3266666666666667	300	8207	321	-398	-1.3266666666666667	300	8207
322	-111	-8.538461538461538	13	8220	322	-111	-8.538461538461538	13	8220
323	-105	-15.0	7	8227	323	-105	-15.0	7	8227
324	-124	-4.769230769230769	26	8253	324	-124	-4.769230769230769	26	8253
325	-140	-3.3333333333333335	42	8295	325	-140	-3.3333333333333335	42	8295
326	-103	-20.6	5	8300	326	-103	-20.6	5	8300
327	-151	-2.849056603773585	53	8353	327	-151	-2.849056603773585	53	8353
328	-100	-50.0	2	8355	328	-100	-50.0	2	8355
329	-112	-8.0	14	8369	329	-112	-8.0	14	8369
330	-137	-3.5128205128205128	39	8408	330	-137	-3.5128205128205128	39	8408
331	-100	-50.0	2	8410	331	-100	-50.0	2	8410
332	20	0.23809523809523808	84	8494	332	20	0.23809523809523808	84	8494
333	-133	-3.8	35	8529	333	-133	-3.8	35	8529
334	-119	-5.666666666666667	21	8550	334	-119	-5.666666666666667	21	8550
335	-114	-7.125	16	8566	335	-114	-7.125	16	8566
336	-122	-5.083333333333333	24	8590	336	-122	-5.083333333333333	24	8590
337	-160	-2.5806451612903225	62	8652	337	-160	-2.5806451612903225	62	8652
338	-104	-17.333333333333332	6	8658	338	-104	-17.333333333333332	6	8658
339	-101	-33.666666666666664	3	8661	339	-101	-33.666666666666664	3	8661
340	-134	-3.7222222222222223	36	8697	340	-134	-3.7222222222222223	36	8697
341	-102	-0.9714285714285714	105	8802	341	-102	-0.9714285714285714	105	8802
342	-100	-50.0	2	8804	342	-100	-50.0	2	8804
343	-122	-5.083333333333333	24	8828	343	-122	-5.083333333333333	24	8828
344	-100	-50.0	2	8830	344	-100	-50.0	2	8830
345	-105	-15.0	7	8837	345	-105	-15.0	7	8837
346	-151	-2.849056603773585	53	8890	346	-151	-2.849056603773585	53	8890
347	-146	-3.0416666666666665	48	8938	347	-146	-3.0416666666666665	48	8938
348	-100	-50.0	2	8940	348	-100	-50.0	2	8940
349	-100	-50.0	2	8942	349	-100	-50.0	2	8942
350	-165	-2.462686567164179	67	9009	350	-165	-2.462686567164179	67	9009
351	-106	-13.25	8	9017	351	-106	-13.25	8	9017
352	-115	-6.764705882352941	17	9034	352	-115	-6.764705882352941	17	9034
353	-123	-4.92	25	9059	353	-123	-4.92	25	9059
354	-111	-8.538461538461538	13	9072	354	-111	-8.538461538461538	13	9072
355	-126	-0.9767441860465116	129	9201	355	-126	-0.9767441860465116	129	9201
356	-117	-6.157894736842105	19	9220	356	-117	-6.157894736842105	19	9220
357	-143	-3.1777777777777776	45	9265	357	-143	-3.1777777777777776	45	9265
358	-103	-20.6	5	9270	358	-103	-20.6	5	9270
359	-103	-20.6	5	9275	359	-103	-20.6	5	9275
360	-100	-50.0	2	9277	360	-100	-50.0	2	9277
361	-100	-50.0	2	9279	361	-100	-50.0	2	9279
362	-170	-2.361111111111111	72	9351	362	-170	-2.361111111111111	72	9351
363	-100	-50.0	2	9353	363	-100	-50.0	2	9353
364	-103	-20.6	5	9358	364	-103	-20.6	5	9358
365	-58	-0.9508196721311475	61	9419	365	-58	-0.9508196721311475	61	9419
366	-146	-3.0416666666666665	48	9467	366	-146	-3.0416666666666665	48	9467
367	-100	-50.0	2	9469	367	-100	-50.0	2	9469
368	-100	-50.0	2	9471	368	-100	-50.0	2	9471
369	-159	-2.6065573770491803	61	9532	369	-159	-2.6065573770491803	61	9532
370	-100	-50.0	2	9534	370	-100	-50.0	2	9534
371	-116	-6.444444444444445	18	9552	371	-116	-6.444444444444445	18	9552
372	-39	-0.9285714285714286	42	9594	372	-39	-0.9285714285714286	42	9594
373	-100	-50.0	2	9596	373	-100	-50.0	2	9596
374	-139	-3.3902439024390243	41	9637	374	-139	-3.3902439024390243	41	9637
375	-113	-7.533333333333333	15	9652	375	-113	-7.533333333333333	15	9652
376	-102	-25.5	4	9656	376	-102	-25.5	4	9656
377	-100	-50.0	2	9658	377	-100	-50.0	2	9658
378	-111	-8.538461538461538	13	9671	378	-111	-8.538461538461538	13	9671
379	-146	-3.0416666666666665	48	9719	379	-146	-3.0416666666666665	48	9719
380	-138	-3.45	40	9759	380	-138	-3.45	40	9759
381	-105	-15.0	7	9766	381	-105	-15.0	7	9766
382	-128	-4.266666666666667	30	9796	382	-128	-4.266666666666667	30	9796
383	-115	-6.764705882352941	17	9813	383	-115	-6.764705882352941	17	9813
384	-150	-2.8846153846153846	52	9865	384	-150	-2.8846153846153846	52	9865
385	-100	-50.0	2	9867	385	-100	-50.0	2	9867
386	-104	-17.333333333333332	6	9873	386	-104	-17.333333333333332	6	9873
387	-114	-7.125	16	9889	387	-114	-7.125	16	9889
388	-100	-50.0	2	9891	388	-100	-50.0	2	9891
389	-100	-50.0	2	9893	389	-100	-50.0	2	9893
390	-100	-50.0	2	9895	390	-100	-50.0	2	9895
391	-100	-50.0	2	9897	391	-100	-50.0	2	9897
392	-108	-10.8	10	9907	392	-108	-10.8	10	9907
393	-69	-0.9583333333333334	72	9979	393	-69	-0.9583333333333334	72	9979
394	-197	-1.9898989898989898	99	10078	394	-197	-1.9898989898989898	99	10078
395	-100	-50.0	2	10080	395	-100	-50.0	2	10080
396	-187	-2.101123595505618	89	10169	396	-187	-2.101123595505618	89	10169
397	-100	-50.0	2	10171	397	-100	-50.0	2	10171
398	-102	-25.5	4	10175	398	-102	-25.5	4	10175
399	-102	-25.5	4	10179	399	-102	-25.5	4	10179
400	-24	-0.8888888888888888	27	10206	400	-24	-0.8888888888888888	27	10206
401	-100	-50.0	2	10208	401	-100	-50.0	2	10208
402	-140	-3.3333333333333335	42	10250	402	-140	-3.3333333333333335	42	10250
403	-226	-1.765625	128	10378	403	-226	-1.765625	128	10378
404	-114	-7.125	16	10394	404	-114	-7.125	16	10394
405	-119	-5.666666666666667	21	10415	405	-119	-5.666666666666667	21	10415
406	-111	-8.538461538461538	13	10428	406	-111	-8.538461538461538	13	10428
